# (1)t	# (2) P[2<--1](t)	# (3) P[2<--2](t)	# (4) P[2<--3](t)	# (5) P[2<--4](t)
0.0	0.0	0.0	0.0	0.0
4.0	0.01324503623	0.0	-0.0001156585412	1.818061248e-9
8.0	0.02631467126	0.0	-0.0006734292084	3.077067158e-8
12.0	0.03921133003	0.0	-0.002023298029	1.882837532e-7
16.0	0.05193753799	0.0	-0.004373942884	7.070653955e-7
20.0	0.06449595321	0.0	-0.007805167036	1.982791683e-6
24.0	0.07688937459	0.0	-0.01229198906	4.581966756e-6
28.0	0.08912073159	0.0	-0.01773203831	9.2311888e-6
32.0	0.1011930607	0.0	-0.0239723086	1.679325524e-5
36.0	0.1131094738	0.0	-0.03083333014	2.823526586e-5
40.0	0.1248731235	0.0	-0.03812956831	4.459325729e-5
44.0	0.136487168	0.0	-0.04568540624	6.693706467e-5
48.0	0.1479547397	0.0	-0.05334653856	9.633820146e-5
52.0	0.1592789179	0.0	-0.06098700086	0.0001338426108
56.0	0.1704627083	0.0	-0.06851231559	0.0001804493656
60.0	0.1815090281	0.0	-0.07585941489	0.00023709567
64.0	0.1924206973	0.0	-0.08299413909	0.0003046479197
68.0	0.203200436	0.0	-0.0899070482	0.0003838981574
72.0	0.213850865	0.0	-0.09660831354	0.0004755649684
76.0	0.2243745109	0.0	-0.1031222732	0.0005802977808
80.0	0.234773813	0.0	-0.109482187	0.0006986836234
84.0	0.2450511315	0.0	-0.115725551	0.0008312549799
88.0	0.2552087563	0.0	-0.1218902052	0.0009784980883
92.0	0.2652489152	0.0	-0.1280113474	0.001140861235
96.0	0.2751737821	0.0	-0.1341193848	0.001318762182
100.0	0.2849854834	0.0	-0.1402386588	0.001512594495
104.0	0.2946861034	0.0	-0.146386946	0.00172273259
108.0	0.3042776882	0.0	-0.1525755933	0.001949535457
112.0	0.3137622489	0.0	-0.1588101272	0.002193349121
116.0	0.3231417625	0.0	-0.1650911801	0.00245450802
120.0	0.3324181736	0.0	-0.1714155851	0.002733335464
124.0	0.3415933936	0.0	-0.1777775137	0.003030143435
128.0	0.350669301	0.0	-0.1841695583	0.00334523192
132.0	0.3596477404	0.0	-0.1905836845	0.003678888006
136.0	0.3685305219	0.0	-0.1970120116	0.004031384899
140.0	0.3773194203	0.0	-0.2034473973	0.00440298101
144.0	0.386016175	0.0	-0.2098838283	0.004793919206
148.0	0.3946224894	0.0	-0.2163166299	0.005204426293
152.0	0.4031400311	0.0	-0.2227425218	0.005634712751
156.0	0.4115704318	0.0	-0.2291595504	0.006084972729
160.0	0.4199152885	0.0	-0.2355669323	0.006555384273
164.0	0.4281761634	0.0	-0.2419648429	0.007046109758
168.0	0.4363545851	0.0	-0.2483541779	0.007557296467
172.0	0.4444520496	0.0	-0.2547363143	0.00808907729
176.0	0.4524700212	0.0	-0.2611128894	0.008641571472
180.0	0.4604099336	0.0	-0.2674856103	0.009214885394
184.0	0.4682731905	0.0	-0.2738561033	0.009809113332
188.0	0.4760611672	0.0	-0.2802258042	0.01042433818
192.0	0.4837752111	0.0	-0.2865958892	0.01106063211
196.0	0.4914166425	0.0	-0.292967243	0.0117180572
200.0	0.4989867555	0.0	-0.2993404567	0.01239666593
204.0	0.5064868186	0.0	-0.3057158494	0.01309650164
208.0	0.5139180754	0.0	-0.3120935066	0.01381759897
212.0	0.5212817452	0.0	-0.3184733277	0.01455998416
216.0	0.5285790231	0.0	-0.3248550767	0.01532367539
220.0	0.5358110811	0.0	-0.3312384329	0.01610868303
224.0	0.5429790682	0.0	-0.3376230348	0.01691500988
228.0	0.5500841108	0.0	-0.3440085184	0.01774265142
232.0	0.5571273133	0.0	-0.3503945461	0.01859159603
236.0	0.5641097585	0.0	-0.3567808266	0.01946182523
240.0	0.5710325078	0.0	-0.3631671271	0.02035331385
244.0	0.5778966019	0.0	-0.3695532772	0.02126603034
248.0	0.584703061	0.0	-0.3759391681	0.02219993694
252.0	0.5914528856	0.0	-0.3823247461	0.02315498995
256.0	0.5981470563	0.0	-0.3887100038	0.02413113994
260.0	0.6047865349	0.0	-0.3950949698	0.02512833203
264.0	0.6113722642	0.0	-0.4014796975	0.02614650608
268.0	0.6179051691	0.0	-0.4078642552	0.02718559698
272.0	0.6243861562	0.0	-0.4142487167	0.02824553484
276.0	0.6308161149	0.0	-0.4206331542	0.02932624521
280.0	0.6371959175	0.0	-0.4270176328	0.03042764934
284.0	0.6435264193	0.0	-0.4334022067	0.03154966434
288.0	0.6498084597	0.0	-0.4397869172	0.03269220341
292.0	0.6560428618	0.0	-0.4461717926	0.03385517603
296.0	0.6622304331	0.0	-0.4525568485	0.03503848811
