#t	#1	#2	#3	#4
0.0	0.0	0.0	0.0	0.0
4.0	-5.447401089076572e-7	0.00011565854124603761	0.0	-5.447401089076572e-7
8.0	-5.140140340649632e-6	0.0006734292084336406	0.0	-5.140140340649632e-6
12.0	-2.197229031341531e-5	0.0020232980286699746	0.0	-2.197229031341531e-5
16.0	-6.270881529615095e-5	0.0043739428836035415	0.0	-6.270881529615095e-5
20.0	-0.00014056686977846898	0.007805167035867387	0.0	-0.00014056686977846898
24.0	-0.00026872947959788527	0.012291989059360395	0.0	-0.00026872947959788527
28.0	-0.0004591511593108378	0.01773203831390218	0.0	-0.0004591511593108378
32.0	-0.0007217537238862035	0.023972308595130297	0.0	-0.0007217537238862035
36.0	-0.0010639795922507047	0.03083333014268062	0.0	-0.0010639795922507047
40.0	-0.001490651159141433	0.0381295683078879	0.0	-0.001490651159141433
44.0	-0.002004073001411856	0.04568540623777164	0.0	-0.002004073001411856
48.0	-0.002604310817475753	0.05334653855515743	0.0	-0.002604310817475753
52.0	-0.003289582706996882	0.06098700086437647	0.0	-0.003289582706996882
56.0	-0.004056705800844233	0.06851231558825949	0.0	-0.004056705800844233
59.99999999999999	-0.004901550411302013	0.07585941489331097	0.0	-0.004901550411302013
64.0	-0.005819464263228961	0.08299413908987234	0.0	-0.005819464263228961
68.0	-0.0068056403019293955	0.08990704820206494	0.0	-0.0068056403019293955
72.0	-0.007855411941148076	0.0966083135449417	0.0	-0.007855411941148076
76.0	-0.00896447089659824	0.10312227322586814	0.0	-0.00896447089659824
80.0	-0.010129010389110052	0.10948218696211254	0.0	-0.010129010389110052
84.0	-0.011345795529897987	0.11572555098230729	0.0	-0.011345795529897987
88.0	-0.012612174981044728	0.12189020518796191	0.0	-0.012612174981044728
92.0	-0.013926050161085102	0.12801134742738404	0.0	-0.013926050161085102
96.0	-0.015285810395181927	0.13411938480010444	0.0	-0.015285810395181927
100.0	-0.016690247457673536	0.14023865877768707	0.0	-0.016690247457673536
104.0	-0.01813846098001768	0.14638694602687635	0.0	-0.01813846098001768
108.0	-0.019629764245193804	0.15257559326918885	0.0	-0.019629764245193804
112.0	-0.021163597633963912	0.1588101271743621	0.0	-0.021163597633963912
116.00000000000001	-0.02273945468755255	0.16509118012646506	0.0	-0.02273945468755255
119.99999999999999	-0.02435682359828602	0.17141558508200502	0.0	-0.02435682359828602
124.0	-0.026015145068842824	0.1777775137447679	0.0	-0.026015145068842824
128.0	-0.02771378597309797	0.18416955827041476	0.0	-0.02771378597309797
132.0	-0.02945202714086092	0.19058368448555232	0.0	-0.02945202714086092
136.0	-0.031229062869871795	0.19701201156075923	0.0	-0.031229062869871795
140.0	-0.03304400940627172	0.20344739728171937	0.0	-0.03304400940627172
144.0	-0.0348959195745407	0.20988382825346008	0.0	-0.0348959195745407
148.0	-0.03678380091384933	0.2163166298966253	0.0	-0.03678380091384933
152.0	-0.03870663502077044	0.22274252182005191	0.0	-0.03870663502077044
156.0	-0.04066339624231671	0.22915955035727287	0.0	-0.04066339624231671
160.0	-0.04265306834970278	0.23556693230115405	0.0	-0.04265306834970278
164.0	-0.04467465830378416	0.24196484290730136	0.0	-0.04467465830378416
168.0	-0.046727206661377245	0.24835417790334402	0.0	-0.046727206661377245
172.0	-0.048809794542998705	0.2547363143375047	0.0	-0.048809794542998705
176.0	-0.050921547373264306	0.2611128893783371	0.0	-0.050921547373264306
180.0	-0.05306163581122702	0.2674856102980596	0.0	-0.05306163581122702
184.0	-0.05522927441292855	0.2738561033233523	0.0	-0.05522927441292855
188.0	-0.05742371862147609	0.2802258041801482	0.0	-0.05742371862147609
192.0	-0.059644260673674815	0.2865958892139836	0.0	-0.059644260673674815
196.0	-0.06189022496100384	0.29296724303244814	0.0	-0.06189022496100384
200.0	-0.06416096330106208	0.29934045668638165	0.0	-0.06416096330106208
204.0	-0.06645585047707227	0.30571584939884616	0.0	-0.06645585047707227
208.0	-0.06877428029932256	0.31209350662941404	0.0	-0.06877428029932256
212.00000000000003	-0.07111566234292423	0.3184733276597088	0.0	-0.07111566234292423
216.0	-0.0734794194278245	0.324855076728181	0.0	-0.0734794194278245
219.99999999999997	-0.07586498583402122	0.3312384328578133	0.0	-0.07586498583402122
224.0	-0.07827180618951718	0.33762303475799016	0.0	-0.07827180618951718
228.0	-0.08069933493098791	0.3440085184151982	0.0	-0.08069933493098791
232.00000000000003	-0.08314703621620438	0.3503945461203516	0.0	-0.08314703621620438
236.0	-0.08561438416071476	0.3567808266475359	0.0	-0.08561438416071476
239.99999999999997	-0.08810086327630268	0.3631671270624999	0.0	-0.08810086327630268
244.0	-0.09060596900220498	0.36955327718667974	0.0	-0.09060596900220498
248.0	-0.09312920823895975	0.37593916808129685	0.0	-0.09312920823895975
252.00000000000003	-0.09567009981630858	0.38232474606819994	0.0	-0.09567009981630858
256.0	-0.09822817484847617	0.388710003801252	0.0	-0.09822817484847617
260.0	-0.10080297695059183	0.39509496978063735	0.0	-0.10080297695059183
264.0	-0.10339406230773	0.4014796974997427	0.0	-0.10339406230773
268.0	-0.10600099960227562	0.40786425516521696	0.0	-0.10600099960227562
272.0	-0.10862336981575808	0.41424871666587587	0.0	-0.10862336981575808
276.0	-0.11126076592800777	0.4206331542098659	0.0	-0.11126076592800777
280.0	-0.11391279253981719	0.4270176328200986	0.0	-0.11391279253981719
284.0	-0.11657906544576004	0.43340220668719653	0.0	-0.11657906544576004
288.0	-0.11925921118206927	0.4397869172330631	0.0	-0.11925921118206927
292.0	-0.12195286657115725	0.4461717926377727	0.0	-0.12195286657115725
296.0	-0.12465967828010212	0.4525568485250036	0.0	-0.12465967828010212
300.0	-0.12737930240578546	0.45894208948120346	0.0	-0.12737930240578546
304.0	-0.13011140409479605	0.46532751109389936	0.0	-0.13011140409479605
308.0	-0.1328556572020615	0.47171310222718865	0.0	-0.1328556572020615
312.0	-0.13561174398866246	0.4780988472996476	0.0	-0.13561174398866246
316.0	-0.13837935485654657	0.48448472838456164	0.0	-0.13837935485654657
320.0	-0.14115818811593178	0.4908707270084615	0.0	-0.14115818811593178
324.0	-0.14394794978002923	0.49725682557668827	0.0	-0.14394794978002923
328.0	-0.14674835338124023	0.5036430084007473	0.0	-0.14674835338124023
332.0	-0.14955911980306696	0.5100292623394745	0.0	-0.14955911980306696
336.0	-0.15237997712248272	0.5164155770936482	0.0	-0.15237997712248272
340.0	-0.15521066045830195	0.5228019452117181	0.0	-0.15521066045830195
344.0	-0.15805091182203687	0.5291883618736035	0.0	-0.15805091182203687
348.0	-0.1609004799687223	0.535574824521351	0.0	-0.1609004799687223
352.0	-0.16375912024613967	0.5419613324014309	0.0	-0.16375912024613967
356.0	-0.16662659444171327	0.5483478860752804	0.0	-0.16662659444171327
360.0	-0.16950267062704671	0.5547344869439745	0.0	-0.16950267062704671
364.0	-0.1723871230005902	0.5611211368210756	0.0	-0.1723871230005902
368.0	-0.17527973172928688	0.5675078375759642	0.0	-0.17527973172928688
372.0	-0.17818028279024117	0.573894590859193	0.0	-0.17818028279024117
376.0	-0.18108856781351396	0.5802813979122478	0.0	-0.18108856781351396
380.0	-0.1840043839270998	0.5866682594569016	0.0	-0.1840043839270998
384.0	-0.18692753360501344	0.5930551756542	0.0	-0.18692753360501344
388.0	-0.18985782451923397	0.5994421461199648	0.0	-0.18985782451923397
392.0	-0.19279506939605126	0.6058291699823164	0.0	-0.19279506939605126
396.0	-0.19573908587715327	0.6122162459667934	0.0	-0.19573908587715327
400.0	-0.19868969638560177	0.6186033724958514	0.0	-0.19868969638560177
404.0	-0.20164672799667765	0.6249905477914736	0.0	-0.20164672799667765
408.0	-0.20461001231344592	0.6313777699720207	0.0	-0.20461001231344592
411.99999999999994	-0.2075793853467947	0.6377650371369739	0.0	-0.2075793853467947
416.0	-0.21055468739964228	0.6441523474356641	0.0	-0.21055468739964228
420.0	-0.21353576295497664	0.6505396991182528	0.0	-0.21353576295497664
424.00000000000006	-0.21652246056739335	0.6569270905690414	0.0	-0.21652246056739335
428.0	-0.21951463275781433	0.6633145203235539	0.0	-0.21951463275781433
432.0	-0.22251213591110644	0.6697019870717863	0.0	-0.22251213591110644
436.00000000000006	-0.22551483017636006	0.676089489650542	0.0	-0.22551483017636006
439.99999999999994	-0.228522579369636	0.6824770270279564	0.0	-0.228522579369636
444.0	-0.2315352508790328	0.6888645982832029	0.0	-0.2315352508790328
448.0	-0.23455271557196825	0.6952522025840534	0.0	-0.23455271557196825
451.99999999999994	-0.2375748477046051	0.7016398391645147	0.0	-0.2375748477046051
456.0	-0.24060152483337702	0.7080275073042369	0.0	-0.24060152483337702
460.0	-0.24363262772859087	0.7144152063108541	0.0	-0.24363262772859087
464.00000000000006	-0.24666804029009534	0.7208029355059193	0.0	-0.24666804029009534
468.0	-0.24970764946500967	0.7271906942146578	0.0	-0.24970764946500967
472.0	-0.25275134516750913	0.7335784817594103	0.0	-0.25275134516750913
476.00000000000006	-0.2557990202006577	0.7399662974563792	0.0	-0.2557990202006577
479.99999999999994	-0.2588505701802758	0.7463541406151213	0.0	-0.2588505701802758
484.0	-0.26190589346082	0.7527420105401472	0.0	-0.26190589346082
488.0	-0.2649648910632451	0.7591299065339683	0.0	-0.2649648910632451
491.99999999999994	-0.2680274666048121	0.765517827900978	0.0	-0.2680274666048121
496.0	-0.27109352623079735	0.7719057739516303	0.0	-0.27109352623079735
500.0	-0.27416297854805344	0.7782937440064782	0.0	-0.27416297854805344
504.00000000000006	-0.27723573456036993	0.784681737399757	0.0	-0.27723573456036993
508.0	-0.28031170760557783	0.791069753482299	0.0	-0.28031170760557783
512.0	-0.28339081329434374	0.7974577916236766	0.0	-0.28339081329434374
516.0	-0.2864729694505969	0.8038458512135498	0.0	-0.2864729694505969
