# (1)t	# (2) P[1<--1](t)	# (3) P[1<--2](t)	# (4) P[1<--3](t)	# (5) P[1<--4](t)
0.0	0.0	0.0	0.0	0.0
4.0	0.0	-0.01324503623	5.447401089e-7	0.0
8.0	0.0	-0.02631467126	5.140140341e-6	0.0
12.0	0.0	-0.03921133003	2.197229031e-5	0.0
16.0	0.0	-0.05193753799	6.27088153e-5	0.0
20.0	0.0	-0.06449595321	0.0001405668698	0.0
24.0	0.0	-0.07688937459	0.0002687294796	0.0
28.0	0.0	-0.08912073159	0.0004591511593	0.0
32.0	0.0	-0.1011930607	0.0007217537239	0.0
36.0	0.0	-0.1131094738	0.001063979592	0.0
40.0	0.0	-0.1248731235	0.001490651159	0.0
44.0	0.0	-0.136487168	0.002004073001	0.0
48.0	0.0	-0.1479547397	0.002604310817	0.0
52.0	0.0	-0.1592789179	0.003289582707	0.0
56.0	0.0	-0.1704627083	0.004056705801	0.0
60.0	0.0	-0.1815090281	0.004901550411	0.0
64.0	0.0	-0.1924206973	0.005819464263	0.0
68.0	0.0	-0.203200436	0.006805640302	0.0
72.0	0.0	-0.213850865	0.007855411941	0.0
76.0	0.0	-0.2243745109	0.008964470897	0.0
80.0	0.0	-0.234773813	0.01012901039	0.0
84.0	0.0	-0.2450511315	0.01134579553	0.0
88.0	0.0	-0.2552087563	0.01261217498	0.0
92.0	0.0	-0.2652489152	0.01392605016	0.0
96.0	0.0	-0.2751737821	0.0152858104	0.0
100.0	0.0	-0.2849854834	0.01669024746	0.0
104.0	0.0	-0.2946861034	0.01813846098	0.0
108.0	0.0	-0.3042776882	0.01962976425	0.0
112.0	0.0	-0.3137622489	0.02116359763	0.0
116.0	0.0	-0.3231417625	0.02273945469	0.0
120.0	0.0	-0.3324181736	0.0243568236	0.0
124.0	0.0	-0.3415933936	0.02601514507	0.0
128.0	0.0	-0.350669301	0.02771378597	0.0
132.0	0.0	-0.3596477404	0.02945202714	0.0
136.0	0.0	-0.3685305219	0.03122906287	0.0
140.0	0.0	-0.3773194203	0.03304400941	0.0
144.0	0.0	-0.386016175	0.03489591957	0.0
148.0	0.0	-0.3946224894	0.03678380091	0.0
152.0	0.0	-0.4031400311	0.03870663502	0.0
156.0	0.0	-0.4115704318	0.04066339624	0.0
160.0	0.0	-0.4199152885	0.04265306835	0.0
164.0	0.0	-0.4281761634	0.0446746583	0.0
168.0	0.0	-0.4363545851	0.04672720666	0.0
172.0	0.0	-0.4444520496	0.04880979454	0.0
176.0	0.0	-0.4524700212	0.05092154737	0.0
180.0	0.0	-0.4604099336	0.05306163581	0.0
184.0	0.0	-0.4682731905	0.05522927441	0.0
188.0	0.0	-0.4760611672	0.05742371862	0.0
192.0	0.0	-0.4837752111	0.05964426067	0.0
196.0	0.0	-0.4914166425	0.06189022496	0.0
200.0	0.0	-0.4989867555	0.0641609633	0.0
204.0	0.0	-0.5064868186	0.06645585048	0.0
208.0	0.0	-0.5139180754	0.0687742803	0.0
212.0	0.0	-0.5212817452	0.07111566234	0.0
216.0	0.0	-0.5285790231	0.07347941943	0.0
220.0	0.0	-0.5358110811	0.07586498583	0.0
224.0	0.0	-0.5429790682	0.07827180619	0.0
228.0	0.0	-0.5500841108	0.08069933493	0.0
232.0	0.0	-0.5571273133	0.08314703622	0.0
236.0	0.0	-0.5641097585	0.08561438416	0.0
240.0	0.0	-0.5710325078	0.08810086328	0.0
244.0	0.0	-0.5778966019	0.090605969	0.0
248.0	0.0	-0.584703061	0.09312920824	0.0
252.0	0.0	-0.5914528856	0.09567009982	0.0
256.0	0.0	-0.5981470563	0.09822817485	0.0
260.0	0.0	-0.6047865349	0.100802977	0.0
264.0	0.0	-0.6113722642	0.1033940623	0.0
268.0	0.0	-0.6179051691	0.1060009996	0.0
272.0	0.0	-0.6243861562	0.1086233698	0.0
276.0	0.0	-0.6308161149	0.1112607659	0.0
280.0	0.0	-0.6371959175	0.1139127925	0.0
284.0	0.0	-0.6435264193	0.1165790654	0.0
288.0	0.0	-0.6498084597	0.1192592112	0.0
292.0	0.0	-0.6560428618	0.1219528666	0.0
296.0	0.0	-0.6622304331	0.1246596783	0.0
300.0	0.0	-0.6683719658	0.1273793024	0.0
304.0	0.0	-0.6744682371	0.1301114041	0.0
