#t	#1	#2	#3	#4
18204.0	-4.393956170020495e-12	0.0	7.878751687304779e-12	-3.6868175309857604e-12
18208.0	-4.395852301928119e-12	0.0	7.88234868544917e-12	-3.6885569041761865e-12
18212.0	-4.397748847762749e-12	0.0	7.885949045274072e-12	-3.690296691233303e-12
18216.0	-4.39964580834507e-12	0.0	7.889538199497277e-12	-3.692036892978798e-12
18220.0	-4.401543183656452e-12	0.0	7.893121750919635e-12	-3.693777509395061e-12
18224.0	-4.403440971900393e-12	0.0	7.89671426682335e-12	-3.695518538776758e-12
18228.0	-4.405339171815903e-12	0.0	7.900311264967741e-12	-3.697259979862295e-12
18232.0	-4.40723778322997e-12	0.0	7.903909383672304e-12	-3.699001832387955e-12
18236.0	-4.409136806204074e-12	0.0	7.907505261256527e-12	-3.700744096416375e-12
18240.0	-4.411036240945624e-12	0.0	7.911102259400919e-12	-3.702486772155834e-12
18244.0	-4.412936087315172e-12	0.0	7.91470261922582e-12	-3.704229859467646e-12
18248.0	-4.414836345237275e-12	0.0	7.9183074612914e-12	-3.7059733583673694e-12
18252.0	-4.416737015286524e-12	0.0	7.921916785597656e-12	-3.707717269519368e-12
18256.0	-4.41863809864131e-12	0.0	7.925524989343744e-12	-3.709461594010092e-12
18260.0	-4.420539596248812e-12	0.0	7.929128710849154e-12	-3.711206332695985e-12
18264.0	-4.42244150824694e-12	0.0	7.932730191234224e-12	-3.712951485806064e-12
18268.0	-4.424343834180756e-12	0.0	7.936333912739634e-12	-3.714697052885297e-12
18272.0	-4.426246573392526e-12	0.0	7.939945478166231e-12	-3.716443033275882e-12
18276.0	-4.428149726129838e-12	0.0	7.943562646393677e-12	-3.7181894272248715e-12
18280.0	-4.430053293770644e-12	0.0	7.947171970699935e-12	-3.719936236019308e-12
18284.0	-4.4319572770134175e-12	0.0	7.950768968844327e-12	-3.7216834603585755e-12
18288.0	-4.4338616746068865e-12	0.0	7.95436708754889e-12	-3.723431098991986e-12
18292.0	-4.435766484542979e-12	0.0	7.957967447373791e-12	-3.725179149912315e-12
18296.0	-4.4376717051780236e-12	0.0	7.961562204397844e-12	-3.726927611567206e-12
18300.0	-4.439577334771565e-12	0.0	7.965155840861728e-12	-3.728676482306093e-12
18304.0	-4.4414833712560534e-12	0.0	7.968751718445951e-12	-3.7304257599696225e-12
18308.0	-4.443389812426528e-12	0.0	7.97234983715051e-12	-3.73217544226191e-12
18312.0	-4.4452966564251e-12	0.0	7.975946835294902e-12	-3.733925527325698e-12
18316.0	-4.4472039013845635e-12	0.0	7.979547195119804e-12	-3.735676013294879e-12
18320.0	-4.4491115453134466e-12	0.0	7.98316100166674e-12	-3.737426898269288e-12
18324.0	-4.451019587749444e-12	0.0	7.986782652134863e-12	-3.739178181786179e-12
18328.0	-4.4529280298560415e-12	0.0	7.990402061482647e-12	-3.74092986491824e-12
18332.0	-4.454836872815676e-12	0.0	7.994016988589753e-12	-3.742681948939066e-12
18336.0	-4.4567461170421515e-12	0.0	7.997631915696858e-12	-3.744434434352527e-12
18340.0	-4.458655762618611e-12	0.0	8.001256927845491e-12	-3.746187321138468e-12
18344.0	-4.460565810562913e-12	0.0	8.00489090447548e-12	-3.747940610224165e-12
18348.0	-4.462476263341435e-12	0.0	8.008524881105468e-12	-3.749694304088214e-12
18352.0	-4.464387123707316e-12	0.0	8.012153254934608e-12	-3.751448405473072e-12
18356.0	-4.46629839343315e-12	0.0	8.015777146523071e-12	-3.753202916242601e-12
18360.0	-4.468210073208674e-12	0.0	8.019406640912382e-12	-3.75495783718823e-12
18364.0	-4.470122163705869e-12	0.0	8.023040617542369e-12	-3.756713168980519e-12
18368.0	-4.472034666377396e-12	0.0	8.02666899137151e-12	-3.7584689129686726e-12
18372.0	-4.473947582351755e-12	0.0	8.030292882959973e-12	-3.760225070280745e-12
18376.0	-4.4758609116463924e-12	0.0	8.033913412867926e-12	-3.76198164094524e-12
18380.0	-4.477774653449788e-12	0.0	8.037524978294524e-12	-3.763738624060059e-12
18384.0	-4.479688805759358e-12	0.0	8.041134302600781e-12	-3.765496017713921e-12
18388.0	-4.48160336588229e-12	0.0	8.044749229707887e-12	-3.767253819202321e-12
18392.0	-4.483518331752617e-12	0.0	8.048363036254823e-12	-3.7690120263686805e-12
18396.0	-4.48543370145467e-12	0.0	8.051981325042438e-12	-3.77077063739993e-12
18400.0	-4.487349473288288e-12	0.0	8.05561081943175e-12	-3.7725296505955394e-12
18404.0	-4.4892656469105336e-12	0.0	8.05924031382106e-12	-3.774289065612193e-12
18408.0	-4.4911822226635624e-12	0.0	8.062867567090031e-12	-3.776048882882039e-12
18412.0	-4.493099200549316e-12	0.0	8.06650154372002e-12	-3.777809102315048e-12
18416.0	-4.495016581028407e-12	0.0	8.070146725951704e-12	-3.779569724281119e-12
18420.0	-4.496934365952511e-12	0.0	8.073789667063047e-12	-3.781330750632958e-12
18424.0	-4.4988525574954986e-12	0.0	8.077423643693036e-12	-3.783092183545417e-12
18428.0	-4.500771156492727e-12	0.0	8.081049776401837e-12	-3.7848540238546774e-12
18432.0	-4.502690162086493e-12	0.0	8.084668065189452e-12	-3.786616270794198e-12
18436.0	-4.504609572191662e-12	0.0	8.088288595097406e-12	-3.788378922278434e-12
18440.0	-4.506529384394437e-12	0.0	8.091916968926546e-12	-3.790141975802808e-12
18444.0	-4.508449597270036e-12	0.0	8.095550945556535e-12	-3.791905430033713e-12
18448.0	-4.510370210657631e-12	0.0	8.099182681066185e-12	-3.7936692848098894e-12
18452.0	-4.5122912243787925e-12	0.0	8.102813296015665e-12	-3.79543353986229e-12
18456.0	-4.514212637641632e-12	0.0	8.106451754886332e-12	-3.7971981943998465e-12
18460.0	-4.5161344499983156e-12	0.0	8.110100298798526e-12	-3.798963248065899e-12
18464.0	-4.518056662191738e-12	0.0	8.113752204391228e-12	-3.8007287016934146e-12
18468.0	-4.519979275946454e-12	0.0	8.117400748303422e-12	-3.8024945569149566e-12
18472.0	-4.521902292782874e-12	0.0	8.121048171655447e-12	-3.804260815250532e-12
18476.0	-4.523825713743908e-12	0.0	8.124702318368486e-12	-3.8060274777426355e-12
18480.0	-4.525749540236918e-12	0.0	8.128359826762036e-12	-3.8077945457079166e-12
18484.0	-4.5276737742547636e-12	0.0	8.132015094035248e-12	-3.809562021140372e-12
18488.0	-4.529598417589637e-12	0.0	8.13566812018812e-12	-3.8113299059232994e-12
18492.0	-4.531523471182555e-12	0.0	8.139321146340994e-12	-3.813098201087685e-12
18496.0	-4.533448935797627e-12	0.0	8.142980895854884e-12	-3.814866907305723e-12
18500.0	-4.535374812453572e-12	0.0	8.146640645368774e-12	-3.816636025595418e-12
18504.0	-4.5373011023267136e-12	0.0	8.150295912641986e-12	-3.818405557132924e-12
18508.0	-4.539227806351806e-12	0.0	8.153948938794859e-12	-3.8201755027624195e-12
18512.0	-4.541154924854363e-12	0.0	8.157596362146883e-12	-3.8219458628104055e-12
18516.0	-4.543082457052389e-12	0.0	8.161240423818399e-12	-3.823716636574759e-12
18520.0	-4.545010401335483e-12	0.0	8.164890088290762e-12	-3.825487822444866e-12
18524.0	-4.546938756669394e-12	0.0	8.168547596684312e-12	-3.8272594193073584e-12
18528.0	-4.5488675229463e-12	0.0	8.17221182843888e-12	-3.829031427055017e-12
18532.0	-4.550796700955918e-12	0.0	8.175881662994294e-12	-3.830803846568702e-12
18536.0	-4.552726292212712e-12	0.0	8.17955373867005e-12	-3.832576679362681e-12
18540.0	-4.554656298467672e-12	0.0	8.183225814345805e-12	-3.8343499271875664e-12
18544.0	-4.5565867215286e-12	0.0	8.186893407780882e-12	-3.836123591941074e-12
18548.0	-4.5585175626694986e-12	0.0	8.190550916174432e-12	-3.837897674793985e-12
18552.0	-4.560448821538283e-12	0.0	8.194198339526457e-12	-3.839672175303621e-12
18556.0	-4.562380496003156e-12	0.0	8.197844642318311e-12	-3.841447091350603e-12
18560.0	-4.56431258321604e-12	0.0	8.201494306790674e-12	-3.843222420087869e-12
18564.0	-4.566245080783827e-12	0.0	8.205146212383376e-12	-3.844998159122985e-12
