# (1)t	# (2) P[6<--1](t)	# (3) P[6<--2](t)	# (4) P[6<--3](t)	# (5) P[6<--4](t)	# (6) P[6<--5](t)	# (7) P[6<--6](t)	# (8) P[6<--7](t)
19.0	0.002062607386	8.221063004e-5	2.135011238e-5	-1.367608617e-5	-8.776663475e-5	0.0	3.747322342e-5
20.0	0.002249861397	9.96252052e-5	2.558885366e-5	-1.663633869e-5	-0.0001064277147	0.0	4.527096048e-5
21.0	0.002440187284	0.0001194663073	3.033141742e-5	-2.002831694e-5	-0.0001277110548	0.0	5.411178474e-5
22.0	0.002632852673	0.0001418934822	3.559024647e-5	-2.388489885e-5	-0.0001517946261	0.0	6.405357529e-5
23.0	0.002827137025	0.0001670600635	4.137303323e-5	-2.823855897e-5	-0.0001788507156	0.0	7.514959401e-5
24.0	0.003022335419	0.0001951120197	4.768249542e-5	-3.312113963e-5	-0.0002090447052	0.0	8.744793987e-5
25.0	0.003217762073	0.0002261868814	5.451621948e-5	-3.856362258e-5	-0.000242533927	0.0	0.0001009910574
26.0	0.003412753614	0.0002604127546	6.186657208e-5	-4.459590224e-5	-0.0002794665964	0.0	0.0001158153024
27.0	0.003606672059	0.000297907424	6.972067956e-5	-5.124656202e-5	-0.0003199808302	0.0	0.0001319505673
28.0	0.003798907528	0.0003387775511	7.806047401e-5	-5.854265529e-5	-0.0003642037532	0.0	0.0001494199675
29.0	0.003988880654	0.000383117969	8.686280382e-5	-6.650949217e-5	-0.0004122506942	0.0	0.0001682395901
30.0	0.004176044712	0.0004310110757	9.6099606e-5	-7.517043405e-5	-0.0004642244756	0.0	0.0001884183054
31.0	0.004359887447	0.0004825263285	0.0001057381365	-8.454669709e-5	-0.0005202147954	0.0	0.0002099576405
32.0	0.004539932618	0.0005377198365	0.0001157412541	-9.465716637e-5	-0.000580297704	0.0	0.0002328517156
33.0	0.004715741248	0.0005966340538	0.0001260677542	-0.0001055182222	-0.0006445351734	0.0	0.000257087241
34.0	0.004886912601	0.0006592975695	0.0001366727447	-0.0001171435801	-0.0007129747581	0.0	0.0002826435729
35.0	0.00505308488	0.000725724994	0.0001475080619	-0.0001295441456	-0.0007856493474	0.0	0.0003094928267
36.0	0.005213935661	0.0007959169378	0.0001585227177	-0.000142727886	-0.0008625770038	0.0	0.000337600046
37.0	0.005369182073	0.0008698600796	0.0001696633726	-0.0001566997193	-0.0009437608878	0.0	0.0003669234224
38.0	0.005518580741	0.0009475273211	0.0001808748302	-0.0001714614218	-0.001029189263	0.0	0.0003974145655
39.0	0.00566192749	0.001028878022	0.0001921005436	-0.0001870115567	-0.001118835582	0.0	0.000429018818
40.0	0.00579905684	0.001113858313	0.0002032831315	-0.0002033454217	-0.00121265864	0.0	0.0004616756136
41.0	0.005929841303	0.00120240148	0.0002143648943	-0.0002204550196	-0.001310602809	0.0	0.0004953188731
42.0	0.00605419048	0.001294428414	0.0002252883274	-0.0002383290503	-0.001412598325	0.0	0.0005298774347
43.0	0.006172050004	0.001389848124	0.0002359966242	-0.0002569529245	-0.001518561645	0.0	0.0005652755155
44.0	0.006283400315	0.001488558304	0.0002464341644	-0.0002763088016	-0.001628395859	0.0	0.0006014331991
45.0	0.006388255297	0.001590445949	0.0002565469833	-0.0002963756486	-0.001741991151	0.0	0.0006382669452
46.0	0.006486660799	0.001695388019	0.0002662832162	-0.000317129322	-0.001859225305	0.0	0.0006756901178
47.0	0.006578693035	0.001803252134	0.0002755935152	-0.0003385426716	-0.001979964266	0.0	0.0007136135263
48.0	0.006664456902	0.00191389731	0.000284431435	-0.0003605856659	-0.002104062721	0.0	0.0007519459772
49.0	0.006744084212	0.002027174711	0.000292753783	-0.0003832255374	-0.002231364728	0.0	0.0007905948307
50.0	0.006817731867	0.002142928434	0.0003005209338	-0.0004064269478	-0.002361704367	0.0	0.0008294665594
51.0	0.006885579976	0.002260996303	0.0003076971034	-0.0004301521719	-0.002494906418	0.0	0.0008684673039
52.0	0.006947829948	0.00238121067	0.0003142505835	-0.0004543612979	-0.002630787062	0.0	0.0009075034232
53.0	0.007004702552	0.002503399228	0.0003201539342	-0.0004790124439	-0.002769154596	0.0	0.0009464820345
54.0	0.007056435977	0.002627385823	0.0003253841345	-0.0005040619877	-0.002909810164	0.0	0.0009853115405
55.0	0.007103283879	0.002752991257	0.0003299226905	-0.0005294648092	-0.003052548501	0.0	0.00102390214
56.0	0.007145513461	0.002880034089	0.0003337557024	-0.0005551745431	-0.003197158676	0.0	0.00106216632
57.0	0.007183403556	0.003008331417	0.0003368738898	-0.0005811438398	-0.003343424851	0.0	0.001100019323
58.0	0.00721724276	0.003137699649	0.0003392725777	-0.0006073246326	-0.003491127033	0.0	0.001137379592
59.0	0.00724732759	0.003267955247	0.0003409516444	-0.0006336684092	-0.003640041828	0.0	0.001174169191
60.0	0.007273960707	0.003398915459	0.0003419154324	-0.0006601264852	-0.00378994319	0.0	0.001210314186
61.0	0.007297449186	0.003530399012	0.0003421726262	-0.0006866502784	-0.003940603171	0.0	0.001245745008
62.0	0.007318102849	0.003662226781	0.0003417360972	-0.0007131915795	-0.004091792653	0.0	0.001280396774
63.0	0.007336232674	0.003794222432	0.0003406227201	-0.0007397028201	-0.00424328208	0.0	0.001314209579
64.0	0.007352149269	0.003926213027	0.0003388531627	-0.000766137334	-0.004394842176	0.0	0.00134712875
65.0	0.007366161432	0.004058029591	0.0003364516526	-0.0007924496098	-0.004546244648	0.0	0.001379105064
66.0	0.007378574786	0.004189507647	0.0003334457227	-0.0008185955347	-0.004697262881	0.0	0.001410094934
67.0	0.0073896905	0.004320487715	0.0003298659402	-0.0008445326254	-0.004847672608	0.0	0.001440060552
68.0	0.007399804102	0.004450815768	0.0003257456208	-0.0008702202461	-0.004997252578	0.0	0.00146897
69.0	0.007409204369	0.004580343651	0.0003211205318	-0.0008956198121	-0.00514578519	0.0	0.001496797321
70.0	0.007418172318	0.004708929459	0.000316028587	-0.0009206949761	-0.005293057124	0.0	0.001523522557
71.0	0.007426980277	0.004836437881	0.0003105095367	-0.0009454117975	-0.00543885994	0.0	0.001549131749
72.0	0.00743589105	0.004962740493	0.0003046046555	-0.0009697388941	-0.005582990664	0.0	0.001573616902
73.0	0.00744515717	0.005087716026	0.0002983564298	-0.0009936475726	-0.005725252349	0.0	0.00159697592
74.0	0.007455020237	0.005211250581	0.0002918082491	-0.001017111941	-0.005865454617	0.0	0.001619212501
75.0	0.007465710348	0.005333237817	0.0002850041031	-0.001040108998	-0.006003414174	0.0	0.001640336012
76.0	0.007477445599	0.005453579094	0.0002779882855	-0.001062618707	-0.006138955302	0.0	0.001660361321
77.0	0.007490431688	0.005572183585	0.0002708051089	-0.001084624039	-0.006271910331	0.0	0.001679308613
78.0	0.007504861576	0.005688968345	0.0002634986308	-0.001106111006	-0.006402120077	0.0	0.001697203172
79.0	0.007520915241	0.005803858356	0.0002561123935	-0.001127068667	-0.006529434261	0.0	0.001714075148
80.0	0.007538759495	0.00591678653	0.0002486891784	-0.001147489113	-0.006653711896	0.0	0.001729959285
81.0	0.00755854788	0.006027693684	0.000241270777	-0.001167367437	-0.006774821652	0.0	0.001744894652
82.0	0.007580420623	0.006136528489	0.0002338977789	-0.00118670168	-0.006892642183	0.0	0.001758924336
83.0	0.007604504657	0.006243247379	0.0002266093784	-0.001205492761	-0.007007062436	0.0	0.00177209513
84.0	0.007630913704	0.00634781445	0.0002194431985	-0.001223744393	-0.007117981918	0.0	0.001784457208
85.0	0.00765974841	0.006450201316	0.0002124351355	-0.001241462974	-0.007225310945	0.0	0.001796063784
86.0	0.007691096533	0.006550386956	0.0002056192221	-0.001258657469	-0.007328970849	0.0	0.001806970764
87.0	0.00772503318	0.006648357528	0.0001990275098	-0.001275339284	-0.007428894155	0.0	0.001817236396
88.0	0.007761621088	0.006744106174	0.000192689971	-0.001291522113	-0.007525024732	0.0	0.001826920911
89.0	0.007800910941	0.006837632797	0.0001866344198	-0.001307221788	-0.007617317906	0.0	0.001836086163
90.0	0.00784294173	0.006928943824	0.0001808864507	-0.001322456111	-0.007705740534	0.0	0.001844795272
91.0	0.007887741142	0.007018051961	0.0001754693966	-0.001337244684	-0.007790271058	0.0	0.001853112265
92.0	0.007935325973	0.007104975923	0.0001704043025	-0.001351608725	-0.00787089951	0.0	0.001861101726
93.0	0.007985702577	0.007189740164	0.0001657099163	-0.001365570892	-0.007947627494	0.0	0.001868828453
94.0	0.008038867325	0.007272374587	0.0001614026952	-0.001379155089	-0.008020468126	0.0	0.001876357113
95.0	0.00809480709	0.007352914255	0.0001574968261	-0.00139238628	-0.008089445943	0.0	0.001883751925
96.0	0.008153499743	0.007431399089	0.0001540042601	-0.001405290299	-0.00815459678	0.0	0.001891076336
97.0	0.008214914661	0.007507873561	0.0001509347586	-0.001417893667	-0.008215967603	0.0	0.001898392725
98.0	0.008279013244	0.007582386389	0.0001482959513	-0.001430223399	-0.008273616324	0.0	0.001905762111
99.0	0.008345749435	0.007654990221	0.0001460934035	-0.001442306831	-0.008327611564	0.0	0.001913243884
100.0	0.008415070249	0.007725741326	0.0001443306936	-0.001454171439	-0.0083780324	0.0	0.001920895547
101.0	0.008486916295	0.007794699278	0.0001430094966	-0.001465844672	-0.00842496807	0.0	0.001928772483
102.0	0.008561222298	0.007861926648	0.0001421296759	-0.001477353791	-0.008468517649	0.0	0.001936927734
103.0	0.00863791762	0.007927488692	0.0001416893793	-0.001488725711	-0.008508789695	0.0	0.001945411802
104.0	0.008716926768	0.00799145305	0.0001416851402	-0.001499986865	-0.008545901866	0.0	0.001954272472
105.0	0.008798169898	0.008053889441	0.0001421119818	-0.001511163059	-0.008579980511	0.0	0.001963554651
106.0	0.00888156331	0.008114869371	0.0001429635233	-0.001522279358	-0.008611160228	0.0	0.001973300233
107.0	0.008967019923	0.008174465842	0.0001442320885	-0.001533359969	-0.008639583407	0.0	0.00198354798
108.0	0.009054449746	0.00823275307	0.0001459088134	-0.00154442814	-0.008665399738	0.0	0.001994333423
109.0	0.009143760327	0.008289806212	0.0001479837552	-0.001555506073	-0.008688765706	0.0	0.002005688794
110.0	0.009234857195	0.0083457011	0.0001504459985	-0.001566614846	-0.008709844062	0.0	0.002017642963
111.0	0.009327644269	0.008400513983	0.0001532837608	-0.001577774347	-0.008728803278	0.0	0.002030221406
112.0	0.009422024269	0.008454321281	0.0001564844952	-0.001589003226	-0.008745816983	0.0	0.002043446189
113.0	0.009517899096	0.008507199347	0.0001600349903	-0.001600318846	-0.008761063387	0.0	0.00205733597
114.0	0.009615170193	0.00855922424	0.0001639214663	-0.001611737264	-0.008774724693	0.0	0.002071906023
115.0	0.009713738895	0.008610471508	0.0001681296676	-0.001623273206	-0.0087869865	0.0	0.002087168273
116.0	0.009813506749	0.008661015981	0.000172644951	-0.001634940064	-0.008798037195	0.0	0.002103131355
117.0	0.009914375824	0.008710931583	0.0001774523691	-0.0016467499	-0.008808067346	0.0	0.002119800682
118.0	0.01001624899	0.00876029114	0.00018253675	-0.001658713457	-0.008817269084	0.0	0.002137178534
119.0	0.01011903019	0.008809166214	0.0001878827708	-0.001670840188	-0.008825835493	0.0	0.002155264155
120.0	0.01022262469	0.008857626941	0.000193475027	-0.001683138285	-0.008833959996	0.0	0.002174053864
121.0	0.01032693927	0.008905741884	0.0001992980967	-0.001695614717	-0.008841835746	0.0	0.002193541185
122.0	0.01043188249	0.00895357789	0.0002053365999	-0.001708275284	-0.008849655025	0.0	0.00221371697
123.0	0.01053736482	0.009001199972	0.0002115752523	-0.001721124665	-0.00885760865	0.0	0.002234569552
124.0	0.01064329886	0.009048671187	0.0002179989151	-0.001734166481	-0.008865885391	0.0	0.00225608489
125.0	0.01074959942	0.009096052536	0.0002245926392	-0.001747403359	-0.0088746714	0.0	0.002278246729
126.0	0.01085618375	0.009143402869	0.0002313417052	-0.001760837002	-0.008884149657	0.0	0.002301036759
127.0	0.01096297156	0.009190778808	0.0002382316592	-0.001774468257	-0.00889449943	0.0	0.002324434789
128.0	0.01106988519	0.009238234667	0.0002452483441	-0.001788297196	-0.008905895758	0.0	0.00234841891
129.0	0.01117684966	0.009285822397	0.0002523779265	-0.001802323188	-0.008918508951	0.0	0.002372965674
130.0	0.01128379276	0.009333591532	0.000259606921	-0.001816544975	-0.008932504113	0.0	0.002398050263
131.0	0.01139064506	0.009381589147	0.0002669222096	-0.001830960753	-0.00894804069	0.0	0.002423646665
132.0	0.01149734003	0.009429859826	0.0002743110588	-0.001845568247	-0.00896527204	0.0	0.002449727845
133.0	0.01160381399	0.009478445638	0.0002817611336	-0.001860364785	-0.008984345033	0.0	0.002476265917
134.0	0.01171000619	0.00952738612	0.0002892605079	-0.001875347376	-0.009005399681	0.0	0.00250323231
135.0	0.01181585876	0.009576718272	0.0002967976736	-0.001890512775	-0.009028568784	0.0	0.002530597931
136.0	0.01192131676	0.009626476559	0.0003043615466	-0.001905857557	-0.009053977626	0.0	0.002558333325
137.0	0.01202632813	0.009676692913	0.000311941471	-0.001921378178	-0.00908174368	0.0	0.002586408829
138.0	0.01213084368	0.009727396757	0.0003195272212	-0.001937071039	-0.009111976358	0.0	0.002614794718
139.0	0.01223481706	0.009778615018	0.0003271090032	-0.001952932538	-0.009144776792	0.0	0.002643461347
140.0	0.01233820472	0.009830372163	0.0003346774539	-0.001968959128	-0.009180237634	0.0	0.002672379286
141.0	0.01244096587	0.009882690224	0.0003422236388	-0.001985147358	-0.009218442905	0.0	0.002701519442
142.0	0.01254306242	0.009935588848	0.0003497390497	-0.002001493921	-0.009259467865	0.0	0.002730853185
143.0	0.01264445893	0.00998908533	0.0003572156007	-0.002017995687	-0.009303378913	0.0	0.002760352448
144.0	0.01274512256	0.01004319467	0.0003646456239	-0.002034649734	-0.009350233532	0.0	0.002789989837
145.0	0.01284502298	0.01009792962	0.0003720218641	-0.002051453378	-0.009400080247	0.0	0.002819738718
146.0	0.01294413233	0.01015330076	0.0003793374734	-0.002068404191	-0.009452958628	0.0	0.002849573305
147.0	0.01304242512	0.01020931651	0.0003865860054	-0.002085500017	-0.009508899318	0.0	0.00287946873
148.0	0.01313987818	0.01026598326	0.0003937614083	-0.002102738982	-0.009567924085	0.0	0.002909401115
149.0	0.0132364706	0.01032330539	0.000400858019	-0.0021201195	-0.009630045913	0.0	0.002939347622
150.0	0.01333218358	0.01038128534	0.0004078705563	-0.002137640274	-0.009695269113	0.0	0.002969286506
151.0	0.01342700046	0.01043992372	0.0004147941133	-0.00215530029	-0.009763589459	0.0	0.002999197152
152.0	0.01352090655	0.01049921931	0.0004216241514	-0.002173098809	-0.009834994357	0.0	0.003029060108
153.0	0.0136138891	0.01055916923	0.0004283564924	-0.002191035354	-0.009909463033	0.0	0.003058857106
154.0	0.0137059372	0.01061976894	0.0004349873116	-0.002209109695	-0.009986966738	0.0	0.003088571079
155.0	0.01379704172	0.01068101232	0.0004415131304	-0.002227321824	-0.01006746899	0.0	0.003118186163
156.0	0.01388719522	0.01074289181	0.000447930809	-0.002245671938	-0.01015092582	0.0	0.003147687705
157.0	0.01397639189	0.01080539841	0.0004542375391	-0.002264160407	-0.01023728605	0.0	0.00317706225
158.0	0.01406462745	0.01086852179	0.0004604308359	-0.002282787749	-0.01032649157	0.0	0.00320629753
159.0	0.01415189909	0.0109322504	0.0004665085309	-0.002301554596	-0.01041847765	0.0	0.003235382447
160.0	0.01423820542	0.01099657148	0.0004724687635	-0.002320461667	-0.01051317326	0.0	0.003264307043
161.0	0.01432354636	0.01106147118	0.0004783099738	-0.002339509727	-0.01061050139	0.0	0.003293062474
162.0	0.0144079231	0.01112693464	0.0004840308938	-0.002358699557	-0.0107103794	0.0	0.003321640976
163.0	0.01449133803	0.01119294602	0.0004896305396	-0.002378031918	-0.01081271939	0.0	0.003350035823
164.0	0.01457379467	0.01125948864	0.0004951082024	-0.002397507513	-0.01091742849	0.0	0.003378241288
165.0	0.01465529761	0.01132654498	0.0005004634402	-0.002417126954	-0.01102440932	0.0	0.003406252595
166.0	0.01473585246	0.0113940968	0.0005056960688	-0.002436890729	-0.01113356029	0.0	0.003434065875
167.0	0.01481546578	0.01146212521	0.0005108061525	-0.00245679916	-0.01124477599	0.0	0.003461678108
168.0	0.01489414503	0.01153061069	0.0005157939945	-0.00247685238	-0.01135794758	0.0	0.003489087077
169.0	0.01497189851	0.01159953322	0.000520660128	-0.002497050293	-0.01147296317	0.0	0.003516291315
170.0	0.01504873535	0.01166887229	0.0005254053055	-0.002517392548	-0.01158970814	0.0	0.003543290044
171.0	0.01512466539	0.01173860699	0.000530030489	-0.002537878509	-0.01170806559	0.0	0.003570083125
172.0	0.01519969921	0.01180871607	0.00053453684	-0.00255850723	-0.01182791667	0.0	0.003596671003
173.0	0.01527384801	0.011879178	0.0005389257084	-0.002579277431	-0.01194914093	0.0	0.003623054649
174.0	0.01534712366	0.011949971	0.0005431986224	-0.002600187476	-0.01207161671	0.0	0.003649235507
175.0	0.01541953856	0.01202107313	0.0005473572771	-0.002621235352	-0.01219522148	0.0	0.00367521544
176.0	0.01549110568	0.01209246232	0.0005514035239	-0.002642418657	-0.01231983219	0.0	0.003700996679
177.0	0.01556183848	0.01216411644	0.000555339359	-0.002663734581	-0.01244532559	0.0	0.003726581772
178.0	0.0156317509	0.01223601332	0.0005591669125	-0.002685179902	-0.01257157859	0.0	0.003751973533
179.0	0.01570085732	0.01230813081	0.0005628884373	-0.002706750971	-0.01269846855	0.0	0.003777174995
180.0	0.01576917251	0.01238044684	0.0005665062974	-0.002728443713	-0.01282587358	0.0	0.003802189369
181.0	0.01583671164	0.01245293945	0.0005700229571	-0.002750253619	-0.01295367287	0.0	0.003827019995
182.0	0.01590349021	0.0125255868	0.0005734409696	-0.002772175754	-0.01308174695	0.0	0.003851670309
183.0	0.01596952404	0.01259836726	0.0005767629663	-0.002794204753	-0.01320997796	0.0	0.003876143798
184.0	0.01603482926	0.01267125942	0.0005799916455	-0.002816334834	-0.01333824991	0.0	0.003900443971
185.0	0.01609942226	0.01274424213	0.0005831297621	-0.002838559802	-0.01346644891	0.0	0.003924574324
186.0	0.01616331968	0.0128172945	0.0005861801169	-0.002860873063	-0.01359446345	0.0	0.003948538313
187.0	0.01622653839	0.01289039599	0.0005891455468	-0.002883267636	-0.01372218457	0.0	0.003972339325
188.0	0.01628909545	0.01296352639	0.0005920289142	-0.002905736173	-0.01384950605	0.0	0.003995980654
189.0	0.01635100811	0.01303666586	0.0005948330985	-0.002928270973	-0.01397632466	0.0	0.004019465485
190.0	0.01641229377	0.01310979497	0.0005975609859	-0.002950864007	-0.01410254028	0.0	0.004042796872
191.0	0.01647296999	0.01318289469	0.0006002154615	-0.002973506935	-0.01422805609	0.0	0.004065977722
192.0	0.01653305443	0.01325594646	0.0006027994006	-0.002996191137	-0.01435277871	0.0	0.004089010787
193.0	0.01659256487	0.01332893216	0.0006053156608	-0.00301890773	-0.01447661831	0.0	0.004111898651
194.0	0.01665151915	0.01340183415	0.000607767075	-0.003041647604	-0.01459948877	0.0	0.004134643723
195.0	0.0167099352	0.01347463528	0.0006101564443	-0.003064401443	-0.01472130775	0.0	0.004157248233
196.0	0.01676783099	0.01354731893	0.0006124865316	-0.003087159758	-0.01484199681	0.0	0.004179714228
197.0	0.01682522452	0.01361986899	0.0006147600562	-0.003109912916	-0.01496148146	0.0	0.004202043573
198.0	0.0168821338	0.01369226988	0.000616979688	-0.003132651168	-0.01507969124	0.0	0.004224237953
199.0	0.01693857684	0.01376450658	0.0006191480435	-0.003155364685	-0.0151965598	0.0	0.004246298873
200.0	0.01699457163	0.01383656461	0.0006212676809	-0.003178043585	-0.01531202488	0.0	0.004268227668
201.0	0.01705013612	0.01390843007	0.0006233410971	-0.003200677967	-0.01542602839	0.0	0.004290025507
202.0	0.01710528822	0.01398008963	0.0006253707244	-0.003223257938	-0.01553851642	0.0	0.0043116934
203.0	0.01716004574	0.01405153051	0.0006273589279	-0.003245773652	-0.01564943924	0.0	0.004333232211
204.0	0.01721442645	0.01412274055	0.0006293080036	-0.00326821533	-0.01575875129	0.0	0.004354642666
205.0	0.01726844799	0.01419370813	0.0006312201769	-0.003290573298	-0.01586641119	0.0	0.004375925364
206.0	0.01732212787	0.01426442227	0.0006330976015	-0.003312838017	-0.01597238168	0.0	0.004397080792
207.0	0.0173754835	0.01433487253	0.0006349423589	-0.003335000102	-0.01607662963	0.0	0.004418109336
208.0	0.01742853211	0.01440504908	0.0006367564583	-0.003357050363	-0.01617912598	0.0	0.004439011293
209.0	0.0174812908	0.01447494267	0.0006385418369	-0.003378979821	-0.01627984569	0.0	0.004459786889
210.0	0.01753377647	0.01454454466	0.0006403003604	-0.003400779736	-0.01637876769	0.0	0.00448043629
211.0	0.01758600581	0.01461384696	0.0006420338243	-0.003422441637	-0.0164758748	0.0	0.004500959617
212.0	0.01763799534	0.01468284208	0.0006437439552	-0.003443957337	-0.0165711537	0.0	0.004521356958
213.0	0.01768976132	0.0147515231	0.0006454324124	-0.003465318959	-0.01666459482	0.0	0.004541628386
214.0	0.0177413198	0.01481988369	0.0006471007897	-0.003486518954	-0.01675619225	0.0	0.004561773971
215.0	0.01779268655	0.01488791807	0.0006487506179	-0.003507550122	-0.01684594369	0.0	0.00458179379
216.0	0.01784387708	0.01495562102	0.0006503833669	-0.003528405628	-0.01693385033	0.0	0.004601687945
217.0	0.01789490665	0.01502298789	0.0006520004482	-0.003549079014	-0.01701991677	0.0	0.004621456573
218.0	0.01794579018	0.01509001455	0.0006536032179	-0.003569564219	-0.01710415089	0.0	0.004641099857
219.0	0.01799654232	0.01515669745	0.0006551929789	-0.003589855586	-0.0171865638	0.0	0.004660618037
220.0	0.01804717737	0.01522303352	0.0006567709842	-0.003609947878	-0.01726716967	0.0	0.004680011422
221.0	0.01809770933	0.01528902026	0.0006583384394	-0.003629836279	-0.01734598566	0.0	0.004699280397
222.0	0.01814815182	0.01535465564	0.000659896506	-0.00364951641	-0.01742303181	0.0	0.004718425435
223.0	0.01819851815	0.01541993817	0.0006614463036	-0.003668984329	-0.01749833089	0.0	0.004737447101
224.0	0.01824882121	0.01548486682	0.0006629889136	-0.003688236538	-0.01757190832	0.0	0.004756346061
225.0	0.01829907357	0.01554944105	0.0006645253811	-0.003707269983	-0.01764379203	0.0	0.004775123086
226.0	0.01834928736	0.0156136608	0.0006660567178	-0.003726082061	-0.01771401236	0.0	0.004793779059
227.0	0.01839947436	0.01567752644	0.0006675839048	-0.003744670611	-0.01778260192	0.0	0.004812314979
228.0	0.01844964592	0.01574103881	0.0006691078948	-0.00376303392	-0.01784959548	0.0	0.004830731962
229.0	0.01849981298	0.01580419917	0.0006706296143	-0.003781170718	-0.01791502985	0.0	0.004849031243
230.0	0.01854998608	0.01586700919	0.0006721499658	-0.003799080169	-0.01797894375	0.0	0.004867214181
231.0	0.0186001753	0.01592947096	0.0006736698295	-0.003816761872	-0.01804137769	0.0	0.004885282254
232.0	0.01865039031	0.01599158696	0.0006751900655	-0.003834215852	-0.01810237387	0.0	0.004903237062
233.0	0.01870064034	0.01605336003	0.0006767115148	-0.003851442548	-0.01816197604	0.0	0.004921080324
234.0	0.01875093418	0.01611479339	0.0006782350009	-0.003868442812	-0.01822022938	0.0	0.004938813877
235.0	0.01880128016	0.0161758906	0.0006797613313	-0.003885217892	-0.0182771804	0.0	0.004956439671
236.0	0.01885168616	0.01623665557	0.0006812912975	-0.003901769423	-0.01833287679	0.0	0.004973959767
237.0	0.01890215963	0.0162970925	0.0006828256769	-0.003918099419	-0.01838736734	0.0	0.004991376331
238.0	0.01895270753	0.01635720593	0.0006843652324	-0.003934210254	-0.01844070182	0.0	0.00500869163
239.0	0.01900333639	0.01641700066	0.0006859107133	-0.003950104657	-0.01849293085	0.0	0.005025908026
240.0	0.01905405227	0.01647648179	0.0006874628553	-0.00396578569	-0.01854410578	0.0	0.005043027971
241.0	0.01910486078	0.01653565466	0.0006890223804	-0.003981256738	-0.01859427863	0.0	0.005060053997
242.0	0.01915576707	0.01659452487	0.0006905899968	-0.003996521495	-0.01864350195	0.0	0.005076988712
243.0	0.01920677583	0.01665309823	0.0006921663984	-0.004011583945	-0.01869182868	0.0	0.005093834791
244.0	0.0192578913	0.01671138079	0.0006937522648	-0.004026448348	-0.01873931214	0.0	0.005110594969
245.0	0.01930911728	0.01676937877	0.0006953482597	-0.004041119228	-0.01878600584	0.0	0.005127272033
246.0	0.01936045712	0.01682709861	0.0006969550312	-0.004055601349	-0.01883196341	0.0	0.005143868812
247.0	0.01941191373	0.01688454688	0.00069857321	-0.004069899703	-0.01887723854	0.0	0.005160388172
248.0	0.01946348957	0.01694173033	0.0007002034092	-0.004084019497	-0.01892188485	0.0	0.005176833002
249.0	0.01951518668	0.01699865585	0.0007018462225	-0.004097966127	-0.01896595579	0.0	0.005193206212
250.0	0.01956700668	0.01705533044	0.0007035022236	-0.004111745171	-0.01900950458	0.0	0.00520951072
251.0	0.01961895076	0.01711176121	0.0007051719646	-0.004125362365	-0.01905258412	0.0	0.005225749444
252.0	0.01967101972	0.01716795539	0.0007068559753	-0.004138823591	-0.01909524689	0.0	0.005241925294
253.0	0.01972321395	0.01722392025	0.0007085547613	-0.00415213486	-0.0191375449	0.0	0.005258041165
