# (1)t	# (2) P[7<--1](t)	# (3) P[7<--2](t)	# (4) P[7<--3](t)	# (5) P[7<--4](t)	# (6) P[7<--5](t)	# (7) P[7<--6](t)	# (8) P[7<--7](t)
38.0	0.003535364279	-6.493444693e-5	-8.518038811e-5	-0.0001148182474	3.301543348e-6	-0.0003974145655	0.0
39.0	0.003665166038	-7.093025975e-5	-9.198927219e-5	-0.0001248799498	3.51281824e-6	-0.000429018818	0.0
40.0	0.003794021688	-7.725993539e-5	-9.903996223e-5	-0.0001353704946	3.722682331e-6	-0.0004616756136	0.0
41.0	0.003921806824	-8.39268734e-5	-0.0001063217881	-0.0001462700105	3.92965229e-6	-0.0004953188731	0.0
42.0	0.004048408843	-9.093372836e-5	-0.0001138233591	-0.000157555251	4.132188099e-6	-0.0005298774347	0.0
43.0	0.004173726879	-9.828239644e-5	-0.000121532663	-0.0001691996064	4.328701778e-6	-0.0005652755155	0.0
44.0	0.004297671699	-0.0001059740042	-0.0001294371671	-0.0001811731413	4.517566495e-6	-0.0006014331991	0.0
45.0	0.004420165548	-0.0001140088996	-0.000137523919	-0.0001934426564	4.697125979e-6	-0.0006382669452	0.0
46.0	0.004541141948	-0.0001223866451	-0.0001457796476	-0.0002059717758	4.865704175e-6	-0.0006756901178	0.0
47.0	0.004660545468	-0.0001311060133	-0.0001541908622	-0.0002187210585	5.021615055e-6	-0.0007136135263	0.0
48.0	0.004778331439	-0.0001401649845	-0.0001627439495	-0.000231648135	5.163172523e-6	-0.0007519459772	0.0
49.0	0.004894465652	-0.0001495607469	-0.0001714252678	-0.0002447078675	5.288700331e-6	-0.0007905948307	0.0
50.0	0.005008924017	-0.0001592896991	-0.0001802212364	-0.0002578525331	5.396541942e-6	-0.0008294665594	0.0
51.0	0.005121692194	-0.0001693474546	-0.0001891184219	-0.0002710320292	5.485070275e-6	-0.0008684673039	0.0
52.0	0.005232765204	-0.0001797288493	-0.0001981036183	-0.0002841940993	5.552697255e-6	-0.0009075034232	0.0
53.0	0.005342147015	-0.0001904279509	-0.0002071639222	-0.0002972845782	5.597883108e-6	-0.0009464820345	0.0
54.0	0.005449850115	-0.000201438071	-0.000216286802	-0.000310247655	5.619145355e-6	-0.0009853115405	0.0
55.0	0.005555895059	-0.0002127517794	-0.0002254601607	-0.0003230261514	5.615067426e-6	-0.00102390214	0.0
56.0	0.005660310022	-0.0002243609209	-0.0002346723926	-0.0003355618142	5.584306858e-6	-0.00106216632	0.0
57.0	0.005763130318	-0.0002362566344	-0.0002439124327	-0.0003477956193	5.52560302e-6	-0.001100019323	0.0
58.0	0.005864397936	-0.0002484293744	-0.0002531698002	-0.0003596680851	5.437784331e-6	-0.001137379592	0.0
59.0	0.005964161057	-0.000260868935	-0.0002624346346	-0.000371119593	5.319774913e-6	-0.001174169191	0.0
60.0	0.006062473568	-0.0002735644753	-0.0002716977258	-0.0003820907126	5.17060067e-6	-0.001210314186	0.0
61.0	0.006159394587	-0.0002865045483	-0.0002809505366	-0.0003925225296	4.989394735e-6	-0.001245745008	0.0
62.0	0.006254987981	-0.0002996771307	-0.0002901852202	-0.0004023569721	4.775402286e-6	-0.001280396774	0.0
63.0	0.006349321889	-0.0003130696551	-0.0002993946307	-0.0004115371362	4.527984689e-6	-0.001314209579	0.0
64.0	0.006442468256	-0.0003266690444	-0.0003085723273	-0.0004200076045	4.246622963e-6	-0.00134712875	0.0
65.0	0.006534502367	-0.0003404617478	-0.0003177125744	-0.0004277147582	3.930920561e-6	-0.001379105064	0.0
66.0	0.006625502399	-0.0003544337781	-0.000326810335	-0.000434607079	3.580605449e-6	-0.001410094934	0.0
67.0	0.006715548978	-0.0003685707511	-0.0003358612601	-0.0004406354382	3.195531485e-6	-0.001440060552	0.0
68.0	0.006804724748	-0.0003828579261	-0.0003448616736	-0.0004457533721	2.77567911e-6	-0.00146897	0.0
69.0	0.006893113954	-0.0003972802476	-0.000353808553	-0.000449917341	2.321155351e-6	-0.001496797321	0.0
70.0	0.006980802043	-0.0004118223884	-0.0003626995068	-0.0004530869693	1.832193139e-6	-0.001523522557	0.0
71.0	0.007067875272	-0.0004264687933	-0.0003715327482	-0.0004552252658	1.309149978e-6	-0.001549131749	0.0
72.0	0.007154420342	-0.0004412037236	-0.000380307067	-0.000456298823	7.525059645e-7	-0.001573616902	0.0
73.0	0.007240524035	-0.0004560113026	-0.0003890217987	-0.0004562779922	1.628611959e-7	-0.00159697592	0.0
74.0	0.007326272886	-0.0004708755609	-0.0003976767917	-0.000455137036	-4.590674227e-7	-0.001619212501	0.0
75.0	0.007411752854	-0.0004857804827	-0.0004062723736	-0.0004528542542	-1.112449929e-6	-0.001640336012	0.0
76.0	0.007497049025	-0.0005007100511	-0.000414809316	-0.0004494120847	-1.796347589e-6	-0.001660361321	0.0
77.0	0.007582245326	-0.0005156482944	-0.000423288799	-0.000444797178	-2.50971768e-6	-0.001679308613	0.0
78.0	0.007667424256	-0.0005305793317	-0.0004317123756	-0.0004390004442	-3.25141874e-6	-0.001697203172	0.0
79.0	0.007752666645	-0.0005454874176	-0.0004400819356	-0.000432017074	-4.020216235e-6	-0.001714075148	0.0
80.0	0.007838051416	-0.0005603569869	-0.0004483996707	-0.0004238465324	-4.814788614e-6	-0.001729959285	0.0
81.0	0.007923655382	-0.0005751726981	-0.00045666804	-0.0004144925262	-5.633733713e-6	-0.001744894652	0.0
82.0	0.008009553047	-0.0005899194762	-0.000464889736	-0.0004039629452	-6.475575456e-6	-0.001758924336	0.0
83.0	0.008095816432	-0.000604582554	-0.0004730676526	-0.0003922697785	-7.338770819e-6	-0.00177209513	0.0
84.0	0.008182514918	-0.0006191475128	-0.0004812048541	-0.0003794290065	-8.221717011e-6	-0.001784457208	0.0
85.0	0.008269715106	-0.0006336003207	-0.0004893045459	-0.0003654604692	-9.122758827e-6	-0.001796063784	0.0
86.0	0.00835748069	-0.0006479273701	-0.0004973700463	-0.0003503877128	-1.004019614e-5	-0.001806970764	0.0
87.0	0.008445872352	-0.0006621155135	-0.0005054047616	-0.0003342378155	-1.097229149e-5	-0.001817236396	0.0
88.0	0.008534947668	-0.000676152097	-0.0005134121612	-0.0003170411945	-1.191727768e-5	-0.001826920911	0.0
89.0	0.008624761033	-0.0006900249922	-0.0005213957564	-0.0002988313946	-1.287336544e-5	-0.001836086163	0.0
90.0	0.008715363598	-0.0007037226263	-0.0005293590802	-0.0002796448622	-1.383875101e-5	-0.001844795272	0.0
91.0	0.008806803223	-0.0007172340094	-0.0005373056693	-0.0002595207046	-1.481162369e-5	-0.001853112265	0.0
92.0	0.008899124441	-0.0007305487607	-0.0005452390482	-0.0002385004375	-1.579017326e-5	-0.001861101726	0.0
93.0	0.008992368439	-0.0007436571313	-0.0005531627156	-0.0002166277223	-1.677259721e-5	-0.001868828453	0.0
94.0	0.009086573046	-0.0007565500255	-0.0005610801318	-0.0001939480954	-1.775710794e-5	-0.001876357113	0.0
95.0	0.009181772739	-0.0007692190194	-0.0005689947091	-0.0001705086917	-1.874193958e-5	-0.001883751925	0.0
96.0	0.009277998653	-0.0007816563773	-0.0005769098029	-0.0001463579633	-1.972535466e-5	-0.001891076336	0.0
97.0	0.009375278606	-0.0007938550654	-0.0005848287051	-0.0001215453967	-2.070565054e-5	-0.001898392725	0.0
98.0	0.009473637134	-0.0008058087638	-0.000592754639	-9.612122975e-5	-2.16811655e-5	-0.001905762111	0.0
99.0	0.009573095531	-0.0008175118749	-0.0006006907553	-7.013617032e-5	-2.26502845e-5	-0.001913243884	0.0
100.0	0.009673671901	-0.0008289595305	-0.0006086401297	-4.364111848e-5	-2.361144468e-5	-0.001920895547	0.0
101.0	0.009775381216	-0.0008401475959	-0.0006166057618	-1.668689431e-5	-2.456314046e-5	-0.001928772483	0.0
102.0	0.009878235383	-0.000851072672	-0.0006245905744	1.067602729e-5	-2.550392828e-5	-0.001936927734	0.0
103.0	0.009982243312	-0.0008617320946	-0.0006325974145	3.83977731e-5	-2.643243096e-5	-0.001945411802	0.0
104.0	0.010087411	-0.0008721239321	-0.0006406290546	6.64293178e-5	-2.73473417e-5	-0.001954272472	0.0
105.0	0.01019374161	-0.0008822469802	-0.000648688195	9.47227187e-5	-2.824742762e-5	-0.001963554651	0.0
106.0	0.01030123555	-0.0008921007548	-0.000656777466	0.0001232313377	-2.913153295e-5	-0.001973300233	0.0
107.0	0.01040989059	-0.0009016854832	-0.0006648994314	0.0001519100489	-2.999858182e-5	-0.00198354798	0.0
108.0	0.01051970194	-0.0009110020924	-0.0006730565913	0.0001807154323	-3.08475806e-5	-0.001994333423	0.0
109.0	0.01063066233	-0.0009200521963	-0.0006812513859	0.0002096059501	-3.167761983e-5	-0.002005688794	0.0
110.0	0.01074276215	-0.0009288380803	-0.0006894861989	0.0002385421081	-3.248787582e-5	-0.002017642963	0.0
111.0	0.01085598954	-0.000937362685	-0.0006977633612	0.0002674865993	-3.327761175e-5	-0.002030221406	0.0
112.0	0.01097033047	-0.0009456295873	-0.0007060851537	0.0002964044295	-3.404617846e-5	-0.002043446189	0.0
113.0	0.01108576889	-0.0009536429806	-0.0007144538114	0.0003252630267	-3.479301481e-5	-0.00205733597	0.0
114.0	0.01120228678	-0.000961407653	-0.0007228715254	0.0003540323306	-3.551764767e-5	-0.002071906023	0.0
115.0	0.01131986432	-0.0009689289649	-0.0007313404461	0.0003826848657	-3.621969158e-5	-0.002087168273	0.0
116.0	0.01143847995	-0.0009762128245	-0.0007398626853	0.0004111957959	-3.689884805e-5	-0.002103131355	0.0
117.0	0.01155811052	-0.0009832656626	-0.0007484403178	0.0004395429615	-3.755490449e-5	-0.002119800682	0.0
118.0	0.01167873133	-0.0009900944063	-0.0007570753832	0.0004677068992	-3.818773286e-5	-0.002137178534	0.0
119.0	0.01180031632	-0.0009967064518	-0.0007657698864	0.0004956708453	-3.879728805e-5	-0.002155264155	0.0
120.0	0.01192283811	-0.001003109636	-0.0007745257981	0.0005234207224	-3.938360589e-5	-0.002174053864	0.0
121.0	0.01204626813	-0.001009312209	-0.000783345055	0.0005509451109	-3.994680097e-5	-0.002193541185	0.0
122.0	0.01217057672	-0.001015322803	-0.0007922295592	0.0005782352058	-4.048706422e-5	-0.00221371697	0.0
123.0	0.01229573322	-0.001021150403	-0.0008011811768	0.0006052847588	-4.100466017e-5	-0.002234569552	0.0
124.0	0.01242170608	-0.001026804318	-0.0008102017369	0.0006320900087	-4.149992416e-5	-0.00225608489	0.0
125.0	0.01254846297	-0.001032294147	-0.0008192930295	0.000658649598	-4.197325919e-5	-0.002278246729	0.0
126.0	0.01267597084	-0.001037629752	-0.0008284568032	0.0006849644801	-4.242513277e-5	-0.002301036759	0.0
127.0	0.01280419602	-0.001042821228	-0.0008376947624	0.0007110378149	-4.28560735e-5	-0.002324434789	0.0
128.0	0.01293310432	-0.001047878867	-0.0008470085646	0.0007368748567	-4.326666759e-5	-0.00234841891	0.0
129.0	0.01306266113	-0.001052813131	-0.0008563998166	0.0007624828334	-4.365755528e-5	-0.002372965674	0.0
130.0	0.01319283147	-0.001057634622	-0.000865870071	0.0007878708191	-4.402942713e-5	-0.002398050263	0.0
131.0	0.01332358008	-0.001062354051	-0.0008754208228	0.0008130496014	-4.438302027e-5	-0.002423646665	0.0
132.0	0.01345487152	-0.001066982209	-0.0008850535048	0.0008380315433	-4.471911466e-5	-0.002449727845	0.0
133.0	0.01358667022	-0.001071529935	-0.0008947694837	0.0008628304425	-4.50385292e-5	-0.002476265917	0.0
134.0	0.01371894056	-0.001076008092	-0.0009045700559	0.0008874613879	-4.534211792e-5	-0.00250323231	0.0
135.0	0.01385164696	-0.001080427533	-0.0009144564432	0.0009119406144	-4.563076619e-5	-0.002530597931	0.0
136.0	0.0139847539	-0.001084799081	-0.0009244297885	0.0009362853579	-4.590538684e-5	-0.002558333325	0.0
137.0	0.01411822602	-0.001089133494	-0.0009344911515	0.0009605137105	-4.616691648e-5	-0.002586408829	0.0
138.0	0.01425202818	-0.001093441447	-0.0009446415046	0.000984644477	-4.641631171e-5	-0.002614794718	0.0
139.0	0.01438612551	-0.001097733499	-0.000954881729	0.001008697035	-4.66545455e-5	-0.002643461347	0.0
140.0	0.01452048343	-0.001102020077	-0.0009652126103	0.001032691195	-4.688260362e-5	-0.002672379286	0.0
141.0	0.01465506778	-0.001106311447	-0.0009756348357	0.001056647069	-4.710148114e-5	-0.002701519442	0.0
142.0	0.0147898448	-0.001110617694	-0.0009861489897	0.001080584942	-4.731217903e-5	-0.002730853185	0.0
143.0	0.01492478121	-0.001114948701	-0.0009967555512	0.001104525142	-4.751570091e-5	-0.002760352448	0.0
144.0	0.01505984422	-0.001119314126	-0.001007454891	0.001128487931	-4.771304986e-5	-0.002789989837	0.0
145.0	0.01519500164	-0.001123723389	-0.001018247268	0.001152493384	-4.79052254e-5	-0.002819738718	0.0
146.0	0.01533022183	-0.001128185647	-0.001029132828	0.001176561291	-4.809322057e-5	-0.002849573305	0.0
147.0	0.01546547379	-0.001132709783	-0.001040111601	0.001200711052	-4.827801916e-5	-0.00287946873	0.0
148.0	0.01560072721	-0.001137304386	-0.001051183502	0.001224961593	-4.846059306e-5	-0.002909401115	0.0
149.0	0.01573595244	-0.00114197774	-0.001062348324	0.001249331277	-4.864189981e-5	-0.002939347622	0.0
150.0	0.01587112057	-0.001146737807	-0.001073605742	0.001273837832	-4.882288024e-5	-0.002969286506	0.0
151.0	0.01600620343	-0.001151592219	-0.001084955314	0.001298498278	-4.900445626e-5	-0.002999197152	0.0
152.0	0.01614117362	-0.001156548264	-0.001096396473	0.001323328874	-4.918752888e-5	-0.003029060108	0.0
153.0	0.01627600454	-0.001161612877	-0.001107928535	0.001348345061	-4.937297624e-5	-0.003058857106	0.0
154.0	0.0164106704	-0.00116679263	-0.001119550697	0.001373561418	-4.956165194e-5	-0.003088571079	0.0
155.0	0.01654514626	-0.001172093726	-0.001131262034	0.001398991625	-4.975438342e-5	-0.003118186163	0.0
156.0	0.01667940799	-0.001177521995	-0.001143061508	0.001424648435	-4.995197053e-5	-0.003147687705	0.0
157.0	0.01681343234	-0.001183082883	-0.001154947962	0.00145054365	-5.015518424e-5	-0.00317706225	0.0
158.0	0.01694719694	-0.001188781451	-0.001166920125	0.001476688106	-5.036476548e-5	-0.00320629753	0.0
159.0	0.01708068029	-0.001194622372	-0.001178976616	0.001503091666	-5.058142412e-5	-0.003235382447	0.0
160.0	0.01721386179	-0.00120060993	-0.001191115943	0.001529763215	-5.080583814e-5	-0.003264307043	0.0
161.0	0.01734672173	-0.001206748015	-0.001203336508	0.001556710666	-5.103865284e-5	-0.003293062474	0.0
162.0	0.0174792413	-0.001213040127	-0.001215636607	0.001583940968	-5.128048023e-5	-0.003321640976	0.0
163.0	0.0176114026	-0.001219489375	-0.001228014439	0.00161146012	-5.153189859e-5	-0.003350035823	0.0
164.0	0.01774318864	-0.00122609848	-0.001240468102	0.001639273193	-5.179345203e-5	-0.003378241288	0.0
165.0	0.01787458333	-0.001232869775	-0.001252995604	0.00166738435	-5.206565027e-5	-0.003406252595	0.0
166.0	0.01800557149	-0.001239805212	-0.00126559486	0.001695796879	-5.234896849e-5	-0.003434065875	0.0
167.0	0.01813613886	-0.001246906367	-0.001278263701	0.001724513218	-5.264384724e-5	-0.003461678108	0.0
168.0	0.01826627206	-0.00125417444	-0.001290999876	0.001753534995	-5.295069253e-5	-0.003489087077	0.0
169.0	0.01839595861	-0.001261610268	-0.001303801056	0.001782863061	-5.326987595e-5	-0.003516291315	0.0
170.0	0.01852518693	-0.001269214325	-0.00131666484	0.001812497533	-5.360173488e-5	-0.003543290044	0.0
171.0	0.01865394631	-0.001276986736	-0.001329588757	0.001842437834	-5.394657281e-5	-0.003570083125	0.0
172.0	0.01878222694	-0.001284927279	-0.001342570273	0.001872682734	-5.430465968e-5	-0.003596671003	0.0
173.0	0.01891001985	-0.0012930354	-0.001355606794	0.001903230395	-5.467623238e-5	-0.003623054649	0.0
174.0	0.01903731694	-0.001301310217	-0.001368695672	0.001934078419	-5.506149519e-5	-0.003649235507	0.0
175.0	0.01916411095	-0.001309750531	-0.001381834207	0.001965223886	-5.546062039e-5	-0.00367521544	0.0
176.0	0.01929039545	-0.00131835484	-0.001395019655	0.001996663405	-5.587374885e-5	-0.003700996679	0.0
177.0	0.01941616482	-0.001327121343	-0.001408249233	0.002028393157	-5.630099069e-5	-0.003726581772	0.0
178.0	0.01954141428	-0.001336047959	-0.001421520118	0.002060408935	-5.674242601e-5	-0.003751973533	0.0
179.0	0.01966613981	-0.001345132331	-0.00143482946	0.002092706194	-5.71981056e-5	-0.003777174995	0.0
180.0	0.01979033818	-0.001354371844	-0.00144817438	0.002125280088	-5.766805174e-5	-0.003802189369	0.0
181.0	0.0199140069	-0.001363763633	-0.00146155198	0.002158125511	-5.8152259e-5	-0.003827019995	0.0
182.0	0.02003714424	-0.001373304597	-0.00147495934	0.002191237139	-5.865069505e-5	-0.003851670309	0.0
183.0	0.0201597492	-0.001382991411	-0.001488393534	0.002224609466	-5.916330154e-5	-0.003876143798	0.0
184.0	0.02028182147	-0.001392820539	-0.001501851623	0.002258236836	-5.968999495e-5	-0.003900443971	0.0
185.0	0.02040336145	-0.001402788248	-0.001515330666	0.002292113484	-6.023066747e-5	-0.003924574324	0.0
186.0	0.02052437019	-0.001412890618	-0.001528827725	0.002326233558	-6.078518794e-5	-0.003948538313	0.0
187.0	0.02064484939	-0.001423123558	-0.001542339865	0.002360591158	-6.135340269e-5	-0.003972339325	0.0
188.0	0.0207648014	-0.001433482817	-0.001555864163	0.002395180355	-6.193513649e-5	-0.003995980654	0.0
189.0	0.02088422916	-0.001443963997	-0.001569397707	0.00242999522	-6.253019346e-5	-0.004019465485	0.0
190.0	0.0210031362	-0.001454562569	-0.001582937606	0.002465029845	-6.313835798e-5	-0.004042796872	0.0
191.0	0.02112152663	-0.00146527388	-0.001596480991	0.002500278365	-6.375939562e-5	-0.004065977722	0.0
192.0	0.0212394051	-0.001476093173	-0.001610025016	0.002535734971	-6.439305401e-5	-0.004089010787	0.0
193.0	0.02135677678	-0.001487015594	-0.001623566869	0.002571393931	-6.503906383e-5	-0.004111898651	0.0
194.0	0.02147364734	-0.001498036206	-0.00163710377	0.002607249599	-6.569713961e-5	-0.004134643723	0.0
195.0	0.02159002294	-0.001509150002	-0.001650632977	0.00264329643	-6.636698073e-5	-0.004157248233	0.0
196.0	0.0217059102	-0.001520351919	-0.001664151787	0.002679528986	-6.704827223e-5	-0.004179714228	0.0
197.0	0.02182131614	-0.001531636843	-0.001677657545	0.002715941944	-6.774068575e-5	-0.004202043573	0.0
198.0	0.02193624824	-0.001542999631	-0.001691147642	0.002752530103	-6.844388035e-5	-0.004224237953	0.0
199.0	0.02205071435	-0.001554435112	-0.00170461952	0.002789288384	-6.915750342e-5	-0.004246298873	0.0
200.0	0.02216472267	-0.001565938105	-0.001718070676	0.002826211835	-6.988119149e-5	-0.004268227668	0.0
201.0	0.02227828176	-0.001577503429	-0.001731498665	0.00286329563	-7.061457111e-5	-0.004290025507	0.0
202.0	0.02239140051	-0.001589125908	-0.001744901099	0.002900535066	-7.135725964e-5	-0.0043116934	0.0
203.0	0.02250408809	-0.001600800389	-0.001758275658	0.002937925564	-7.210886607e-5	-0.004333232211	0.0
204.0	0.02261635395	-0.001612521747	-0.001771620083	0.002975462664	-7.286899185e-5	-0.004354642666	0.0
205.0	0.02272820779	-0.001624284894	-0.001784932186	0.003013142018	-7.363723167e-5	-0.004375925364	0.0
206.0	0.02283965957	-0.001636084791	-0.001798209849	0.003050959387	-7.441317422e-5	-0.004397080792	0.0
207.0	0.0229507194	-0.001647916455	-0.001811451027	0.003088910635	-7.519640295e-5	-0.004418109336	0.0
208.0	0.02306139764	-0.001659774966	-0.001824653749	0.003126991719	-7.598649687e-5	-0.004439011293	0.0
209.0	0.02317170477	-0.001671655479	-0.001837816121	0.003165198684	-7.678303124e-5	-0.004459786889	0.0
210.0	0.02328165143	-0.001683553227	-0.001850936329	0.003203527654	-7.75855783e-5	-0.00448043629	0.0
211.0	0.02339124838	-0.001695463531	-0.001864012639	0.003241974824	-7.839370801e-5	-0.004500959617	0.0
212.0	0.02350050649	-0.001707381805	-0.001877043397	0.00328053645	-7.920698872e-5	-0.004521356958	0.0
213.0	0.02360943668	-0.001719303565	-0.001890027036	0.003319208843	-8.002498786e-5	-0.004541628386	0.0
214.0	0.02371804996	-0.001731224432	-0.00190296207	0.003357988358	-8.084727262e-5	-0.004561773971	0.0
215.0	0.02382635737	-0.001743140139	-0.001915847099	0.003396871388	-8.167341061e-5	-0.00458179379	0.0
216.0	0.02393436998	-0.001755046536	-0.001928680813	0.003435854352	-8.250297048e-5	-0.004601687945	0.0
217.0	0.02404209883	-0.001766939594	-0.001941461985	0.003474933691	-8.333552257e-5	-0.004621456573	0.0
218.0	0.02414955498	-0.00177881541	-0.001954189478	0.003514105858	-8.417063953e-5	-0.004641099857	0.0
219.0	0.02425674944	-0.001790670213	-0.001966862243	0.003553367311	-8.50078969e-5	-0.004660618037	0.0
220.0	0.02436369316	-0.001802500363	-0.001979479318	0.003592714505	-8.584687372e-5	-0.004680011422	0.0
221.0	0.02447039702	-0.001814302358	-0.001992039832	0.003632143891	-8.668715309e-5	-0.004699280397	0.0
222.0	0.02457687183	-0.001826072836	-0.002004543001	0.003671651901	-8.75283227e-5	-0.004718425435	0.0
223.0	0.02468312829	-0.001837808576	-0.002016988129	0.003711234953	-8.836997543e-5	-0.004737447101	0.0
224.0	0.02478917697	-0.001849506502	-0.002029374608	0.003750889438	-8.921170983e-5	-0.004756346061	0.0
225.0	0.02489502831	-0.001861163684	-0.002041701919	0.003790611723	-9.005313067e-5	-0.004775123086	0.0
226.0	0.02500069262	-0.001872777339	-0.002053969627	0.003830398142	-9.089384937e-5	-0.004793779059	0.0
227.0	0.02510618003	-0.001884344832	-0.002066177384	0.003870244998	-9.173348456e-5	-0.004812314979	0.0
228.0	0.0252115005	-0.001895863678	-0.002078324926	0.003910148557	-9.257166247e-5	-0.004830731962	0.0
229.0	0.0253166638	-0.001907331542	-0.002090412074	0.003950105052	-9.340801743e-5	-0.004849031243	0.0
230.0	0.02542167951	-0.001918746237	-0.002102438729	0.003990110678	-9.424219224e-5	-0.004867214181	0.0
231.0	0.025526557	-0.001930105727	-0.002114404875	0.004030161592	-9.507383865e-5	-0.004885282254	0.0
232.0	0.02563130541	-0.001941408125	-0.002126310571	0.004070253919	-9.590261768e-5	-0.004903237062	0.0
233.0	0.02573593364	-0.001952651692	-0.002138155959	0.004110383749	-9.672820005e-5	-0.004921080324	0.0
234.0	0.02584045037	-0.001963834837	-0.002149941251	0.004150547138	-9.755026647e-5	-0.004938813877	0.0
