# (1)t	# (2) d/dt P[2<--1](t)	# (3) d/dt P[2<--2](t)	# (4) d/dt P[2<--3](t)	# (5) d/dt P[2<--4](t)	# (6) d/dt P[2<--5](t)	# (7) d/dt P[2<--6](t)	# (8) d/dt P[2<--7](t)
29.0	0.01040655695	0.0	-0.0002201215723	1.040040498e-5	-1.33213323e-6	-4.609775186e-5	3.123426827e-6
30.0	0.01046462526	0.0	-0.0002369961387	1.132905211e-5	-1.432924964e-6	-4.968846169e-5	3.391730236e-6
31.0	0.0105014001	0.0	-0.0002541294271	1.229450358e-5	-1.534911229e-6	-5.334204385e-5	3.669439968e-6
32.0	0.01051727766	0.0	-0.0002714565958	1.329515588e-5	-1.637645573e-6	-5.704497215e-5	3.956044253e-6
33.0	0.01051269965	0.0	-0.0002889121261	1.432923664e-5	-1.74067422e-6	-6.078346237e-5	4.25099761e-6
34.0	0.01048814998	0.0	-0.0003064303056	1.539480981e-5	-1.843539265e-6	-6.454356906e-5	4.553723045e-6
35.0	0.01044415157	0.0	-0.0003239456927	1.648978145e-5	-1.945781804e-6	-6.831127999e-5	4.863614217e-6
36.0	0.01038126311	0.0	-0.0003413935593	1.761190613e-5	-2.046944971e-6	-7.207260747e-5	5.18003759e-6
37.0	0.01030007593	0.0	-0.0003587103086	1.87587939e-5	-2.146576871e-6	-7.581367618e-5	5.502334551e-6
38.0	0.0102012109	0.0	-0.0003758338667	1.992791797e-5	-2.244233378e-6	-7.952080681e-5	5.829823533e-6
39.0	0.01008531541	0.0	-0.0003927040448	2.111662299e-5	-2.339480802e-6	-8.318059529e-5	6.161802117e-6
40.0	0.009953060388	0.0	-0.0004092628719	2.232213394e-5	-2.431898391e-6	-8.677998714e-5	6.497549151e-6
41.0	0.009805137446	0.0	-0.0004254548967	2.354156574e-5	-2.521080674e-6	-9.030634675e-5	6.836326872e-6
42.0	0.009642256083	0.0	-0.0004412274566	2.477193338e-5	-2.606639619e-6	-9.374752119e-5	7.177383045e-6
43.0	0.009465140981	0.0	-0.0004565309154	2.601016277e-5	-2.688206615e-6	-9.709189862e-5	7.519953119e-6
44.0	0.009274529404	0.0	-0.0004713188683	2.725310202e-5	-2.765434257e-6	-0.0001003284608	7.863262421e-6
45.0	0.009071168683	0.0	-0.0004855483138	2.849753336e-5	-2.837997933e-6	-0.00010344683	8.206528359e-6
46.0	0.008855813811	0.0	-0.000499179795	2.97401855e-5	-2.905597225e-6	-0.0001064373098	8.548962671e-6
47.0	0.008629225129	0.0	-0.0005121775092	3.097774642e-5	-2.967957091e-6	-0.0001092909208	8.889773698e-6
48.0	0.008392166127	0.0	-0.0005245093872	3.220687655e-5	-3.024828871e-6	-0.0001119994295	9.228168693e-6
49.0	0.008145401332	0.0	-0.0005361471439	3.342422228e-5	-3.075991078e-6	-0.0001145553726	9.563356149e-6
50.0	0.007889694314	0.0	-0.0005470663007	3.462642968e-5	-3.121250004e-6	-0.0001169520749	9.894548165e-6
51.0	0.007625805787	0.0	-0.0005572461814	3.581015843e-5	-3.160440131e-6	-0.0001191836626	1.022096282e-5
52.0	0.007354491812	0.0	-0.0005666698838	3.697209582e-5	-3.193424367e-6	-0.0001212450707	1.054182658e-5
53.0	0.007076502107	0.0	-0.0005753242274	3.810897078e-5	-3.220094093e-6	-0.0001231320458	1.085637668e-5
54.0	0.00679257845	0.0	-0.0005831996803	3.921756782e-5	-3.240369052e-6	-0.000124841144	1.116386357e-5
55.0	0.006503453185	0.0	-0.0005902902661	4.029474091e-5	-3.254197065e-6	-0.0001263697246	1.146355325e-5
56.0	0.006209847821	0.0	-0.0005965934527	4.133742704e-5	-3.261553606e-6	-0.0001277159392	1.175472971e-5
57.0	0.00591247173	0.0	-0.0006021100257	4.234265952e-5	-3.262441222e-6	-0.0001288787169	1.203669726e-5
58.0	0.005612020935	0.0	-0.0006068439473	4.330758085e-5	-3.256888831e-6	-0.0001298577458	1.230878283e-5
59.0	0.005309176983	0.0	-0.0006108022029	4.422945524e-5	-3.24495089e-6	-0.0001306534517	1.257033825e-5
60.0	0.005004605918	0.0	-0.0006139946377	4.510568041e-5	-3.226706452e-6	-0.0001312669726	1.282074245e-5
61.0	0.004698957326	0.0	-0.0006164337839	4.593379893e-5	-3.20225813e-6	-0.0001317001316	1.305940358e-5
62.0	0.00439286347	0.0	-0.0006181346818	4.671150883e-5	-3.171730957e-6	-0.0001319554064	1.32857611e-5
63.0	0.004086938504	0.0	-0.0006191146949	4.743667344e-5	-3.135271178e-6	-0.0001320358973	1.349928766e-5
64.0	0.003781777761	0.0	-0.0006193933217	4.810733046e-5	-3.093044972e-6	-0.0001319452929	1.369949103e-5
65.0	0.00347795712	0.0	-0.0006189920055	4.872170019e-5	-3.045237109e-6	-0.0001316878342	1.388591576e-5
66.0	0.003176032443	0.0	-0.0006179339431	4.927819283e-5	-2.992049576e-6	-0.0001312682781	1.405814485e-5
67.0	0.002876539079	0.0	-0.000616243894	4.977541485e-5	-2.933700146e-6	-0.0001306918583	1.421580117e-5
68.0	0.002579991435	0.0	-0.0006139479922	5.021217444e-5	-2.87042094e-6	-0.0001299642476	1.43585488e-5
69.0	0.002286882618	0.0	-0.0006110735599	5.058748587e-5	-2.802456958e-6	-0.0001290915176	1.448609423e-5
70.0	0.001997684124	0.0	-0.000607648926	5.090057296e-5	-2.730064607e-6	-0.0001280800993	1.459818736e-5
71.0	0.001712845601	0.0	-0.0006037032494	5.115087142e-5	-2.653510236e-6	-0.0001269367435	1.469462234e-5
72.0	0.001432794657	0.0	-0.0005992663478	5.133803017e-5	-2.573068668e-6	-0.0001256684811	1.477523828e-5
73.0	0.001157936728	0.0	-0.0005943685332	5.146191174e-5	-2.489021759e-6	-0.000124282584	1.483991972e-5
74.0	0.0008886549904	0.0	-0.0005890404546	5.15225915e-5	-2.401656979e-6	-0.0001227865261	1.488859701e-5
75.0	0.0006253103318	0.0	-0.000583312948	5.152035598e-5	-2.311266018e-6	-0.0001211879459	1.492124646e-5
76.0	0.0003682413593	0.0	-0.000577216895	5.145570021e-5	-2.218143435e-6	-0.000119494609	1.493789029e-5
77.0	0.0001177644565	0.0	-0.0005707830895	5.132932403e-5	-2.122585348e-6	-0.0001177143721	1.493859643e-5
78.0	-0.0001258261182	0.0	-0.0005640421133	5.114212755e-5	-2.02488817e-6	-0.0001158551484	1.492347817e-5
79.0	-0.0003622580943	0.0	-0.0005570242206	5.089520574e-5	-1.925347397e-6	-0.0001139248736	1.489269362e-5
80.0	-0.0005912810133	0.0	-0.0005497592311	5.058984207e-5	-1.824256451e-6	-0.0001119314739	1.484644493e-5
81.0	-0.0008126660175	0.0	-0.0005422764328	5.022750148e-5	-1.721905583e-6	-0.0001098828352	1.478497746e-5
82.0	-0.001026205605	0.0	-0.0005346044929	4.980982255e-5	-1.618580837e-6	-0.0001077867736	1.470857869e-5
83.0	-0.001231713353	0.0	-0.0005267713789	4.933860897e-5	-1.514563076e-6	-0.000105651008	1.461757704e-5
84.0	-0.00142902361	0.0	-0.0005188042868	4.881582046e-5	-1.410127078e-6	-0.0001034831337	1.451234052e-5
85.0	-0.001617991162	0.0	-0.0005107295794	4.824356297e-5	-1.30554069e-6	-0.0001012905987	1.439327521e-5
86.0	-0.001798490872	0.0	-0.0005025727314	4.762407858e-5	-1.201064062e-6	-9.908068025e-5	1.426082367e-5
87.0	-0.001970417291	0.0	-0.0004943582842	4.695973478e-5	-1.09694894e-6	-9.686046467e-5	1.411546316e-5
88.0	-0.002133684251	0.0	-0.0004861098062	4.625301347e-5	-9.934380247e-7	-9.46368277e-5	1.395770381e-5
89.0	-0.002288224433	0.0	-0.0004778498628	4.550649963e-5	-8.907644099e-7	-9.241641725e-5	1.378808663e-5
90.0	-0.002433988918	0.0	-0.0004695999913	4.472286972e-5	-7.891510748e-7	-9.02056377e-5	1.360718146e-5
91.0	-0.002570946717	0.0	-0.0004613806837	4.390487997e-5	-6.888104499e-7	-8.801063585e-5	1.341558484e-5
92.0	-0.002699084285	0.0	-0.000453211375	4.305535446e-5	-5.899440448e-7	-8.58372886e-5	1.321391775e-5
93.0	-0.002818405019	0.0	-0.0004451104371	4.217717324e-5	-4.927421391e-7	-8.369119231e-5	1.300282343e-5
94.0	-0.002928928745	0.0	-0.0004370951787	4.127326042e-5	-3.973835346e-7	-8.157765371e-5	1.278296493e-5
95.0	-0.003030691186	0.0	-0.0004291818494	4.034657231e-5	-3.040353664e-7	-7.950168238e-5	1.255502285e-5
96.0	-0.003123743425	0.0	-0.0004213856481	3.940008572e-5	-2.12852971e-7	-7.746798484e-5	1.23196929e-5
97.0	-0.003208151355	0.0	-0.0004137207364	3.843678649e-5	-1.23979809e-7	-7.548095999e-5	1.207768348e-5
98.0	-0.003283995117	0.0	-0.0004062002545	3.745965812e-5	-3.754743863e-8	-7.354469604e-5	1.182971328e-5
99.0	-0.003351368538	0.0	-0.0003988363409	3.647167087e-5	4.632445997e-8	-7.166296872e-5	1.157650886e-5
100.0	-0.003410378553	0.0	-0.0003916401548	3.547577102e-5	1.275280153e-7	-6.983924086e-5	1.131880225e-5
101.0	-0.003461144631	0.0	-0.0003846219007	3.447487062e-5	2.059670506e-7	-6.807666314e-5	1.105732856e-5
102.0	-0.003503798188	0.0	-0.0003777908556	3.347183759e-5	2.815569289e-7	-6.637807601e-5	1.079282362e-5
103.0	-0.003538482003	0.0	-0.0003711553972	3.246948633e-5	3.542243611e-7	-6.474601268e-5	1.052602173e-5
104.0	-0.003565349628	0.0	-0.0003647230343	3.147056872e-5	4.239071776e-7	-6.318270318e-5	1.025765332e-5
105.0	-0.003584564802	0.0	-0.0003585004375	3.047776576e-5	4.90554069e-7	-6.169007931e-5	9.98844281e-6
106.0	-0.003596300856	0.0	-0.0003524934712	2.949367958e-5	5.541242965e-7	-6.026978053e-5	9.719106462e-6
107.0	-0.003600740128	0.0	-0.0003467072263	2.852082618e-5	6.14587376e-7	-5.892316059e-5	9.450350293e-6
108.0	-0.003598073373	0.0	-0.0003411460526	2.756162854e-5	6.719227387e-7	-5.765129501e-5	9.182868109e-6
109.0	-0.003588499181	0.0	-0.000335813592	2.661841051e-5	7.261193706e-7	-5.645498913e-5	8.917339595e-6
110.0	-0.003572223391	0.0	-0.0003307128109	2.569339118e-5	7.771754332e-7	-5.533478682e-5	8.654428502e-6
111.0	-0.003549458518	0.0	-0.0003258460329	2.478867982e-5	8.250978693e-7	-5.429097973e-5	8.394780927e-6
112.0	-0.003520423181	0.0	-0.0003212149709	2.390627153e-5	8.699019945e-7	-5.332361702e-5	8.139023686e-6
113.0	-0.003485341534	0.0	-0.0003168207581	2.304804338e-5	9.116110784e-7	-5.243251549e-5	7.8877628e-6
114.0	-0.003444442706	0.0	-0.0003126639792	2.221575118e-5	9.502559174e-7	-5.161727006e-5	7.641582067e-6
115.0	-0.003397960253	0.0	-0.0003087447001	2.141102689e-5	9.858744e-7	-5.087726462e-5	7.401041759e-6
116.0	-0.003346131607	0.0	-0.0003050624971	2.063537649e-5	1.01851107e-6	-5.021168296e-5	7.166677414e-6
117.0	-0.003289197549	0.0	-0.0003016164849	1.989017854e-5	1.048216684e-6	-4.96195201e-5	6.938998748e-6
118.0	-0.003227401672	0.0	-0.0002984053437	1.917668322e-5	1.075047773e-6	-4.909959352e-5	6.718488666e-6
119.0	-0.003160989875	0.0	-0.0002954273453	1.849601187e-5	1.099066201e-6	-4.865055467e-5	6.505602394e-6
120.0	-0.003090209847	0.0	-0.0002926803782	1.784915713e-5	1.120338732e-6	-4.827090041e-5	6.30076672e-6
121.0	-0.003015310578	0.0	-0.0002901619714	1.723698351e-5	1.138936592e-6	-4.795898443e-5	6.104379339e-6
122.0	-0.002936541875	0.0	-0.0002878693174	1.666022846e-5	1.15493505e-6	-4.77130287e-5	5.916808313e-6
123.0	-0.002854153886	0.0	-0.0002857992939	1.611950387e-5	1.168412994e-6	-4.753113472e-5	5.73839164e-6
124.0	-0.002768396645	0.0	-0.0002839484846	1.561529798e-5	1.179452525e-6	-4.741129474e-5	5.569436925e-6
125.0	-0.002679519622	0.0	-0.0002823131992	1.514797773e-5	1.188138557e-6	-4.735140274e-5	5.410221156e-6
126.0	-0.002587771291	0.0	-0.0002808894916	1.471779144e-5	1.194558424e-6	-4.734926525e-5	5.260990585e-6
127.0	-0.002493398711	0.0	-0.0002796731783	1.432487183e-5	1.198801505e-6	-4.740261195e-5	5.121960703e-6
128.0	-0.002396647119	0.0	-0.0002786598549	1.396923941e-5	1.200958859e-6	-4.750910597e-5	4.993316313e-6
129.0	-0.002297759536	0.0	-0.0002778449123	1.36508061e-5	1.201122869e-6	-4.766635399e-5	4.8752117e-6
130.0	-0.002196976393	0.0	-0.0002772235521	1.336937911e-5	1.199386907e-6	-4.787191592e-5	4.76777088e-6
131.0	-0.002094535168	0.0	-0.0002767908005	1.31246651e-5	1.195845008e-6	-4.812331441e-5	4.671087946e-6
132.0	-0.001990670035	0.0	-0.0002765415229	1.291627451e-5	1.190591561e-6	-4.841804389e-5	4.58522749e-6
133.0	-0.001885611533	0.0	-0.0002764704361	1.274372609e-5	1.183721012e-6	-4.875357931e-5	4.510225099e-6
134.0	-0.00177958625	0.0	-0.0002765721216	1.260645153e-5	1.175327587e-6	-4.912738457e-5	4.446087933e-6
135.0	-0.00167281652	0.0	-0.0002768410368	1.25038003e-5	1.165505026e-6	-4.953692043e-5	4.392795367e-6
136.0	-0.001565520133	0.0	-0.0002772715271	1.243504453e-5	1.154346334e-6	-4.997965222e-5	4.3502997e-6
137.0	-0.00145791007	0.0	-0.0002778578363	1.239938399e-5	1.14194355e-6	-5.045305696e-5	4.318526922e-6
138.0	-0.001350194244	0.0	-0.0002785941174	1.239595109e-5	1.128387528e-6	-5.095463024e-5	4.297377542e-6
139.0	-0.001242575257	0.0	-0.0002794744428	1.242381599e-5	1.113767737e-6	-5.148189266e-5	4.286727463e-6
140.0	-0.001135250182	0.0	-0.0002804928141	1.248199163e-5	1.09817207e-6	-5.203239579e-5	4.286428911e-6
141.0	-0.001028410353	0.0	-0.0002816431717	1.25694388e-5	1.081686679e-6	-5.260372782e-5	4.296311396e-6
142.0	-0.0009222411653	0.0	-0.0002829194039	1.268507117e-5	1.064395814e-6	-5.31935188e-5	4.316182725e-6
143.0	-0.0008169219081	0.0	-0.0002843153564	1.28277603e-5	1.046381683e-6	-5.379944541e-5	4.345830041e-6
144.0	-0.0007126255947	0.0	-0.0002858248405	1.299634051e-5	1.027724324e-6	-5.441923544e-5	4.385020892e-6
145.0	-0.0006095188186	0.0	-0.0002874416427	1.318961373e-5	1.008501496e-6	-5.505067182e-5	4.433504327e-6
146.0	-0.000507761621	0.0	-0.0002891595323	1.340635429e-5	9.887885706e-7	-5.569159627e-5	4.491012016e-6
147.0	-0.0004075073744	0.0	-0.0002909722706	1.364531349e-5	9.68658456e-7	-5.633991262e-5	4.557259388e-6
148.0	-0.00030890268	0.0	-0.0002928736187	1.390522414e-5	9.481815161e-7	-5.699358973e-5	4.631946773e-6
149.0	-0.0002120872809	0.0	-0.000294857346	1.418480498e-5	9.274255127e-7	-5.765066408e-5	4.714760565e-6
150.0	-0.0001171939883	0.0	-0.0002969172381	1.448276487e-5	9.064555548e-7	-5.830924202e-5	4.805374385e-6
151.0	-2.43486232e-5	0.0	-0.0002990471049	1.479780689e-5	8.853340612e-7	-5.896750165e-5	4.903450247e-6
152.0	6.633002909e-5	0.0	-0.0003012407886	1.512863231e-5	8.641207326e-7	-5.962369445e-5	5.008639723e-6
153.0	0.0001547302502	0.0	-0.0003034921712	1.547394433e-5	8.428725347e-7	-6.027614658e-5	5.120585105e-6
154.0	0.000240747407	0.0	-0.0003057951828	1.58324517e-5	8.216436909e-7	-6.092325985e-5	5.238920554e-6
155.0	0.0003242839565	0.0	-0.0003081438087	1.620287215e-5	8.004856838e-7	-6.156351243e-5	5.363273242e-6
156.0	0.0004052494382	0.0	-0.0003105320973	1.658393561e-5	7.794472654e-7	-6.219545937e-5	5.493264479e-6
157.0	0.0004835604547	0.0	-0.0003129541675	1.697438733e-5	7.585744756e-7	-6.281773274e-5	5.628510825e-6
158.0	0.0005591406388	0.0	-0.0003154042158	1.737299073e-5	7.379106676e-7	-6.342904165e-5	5.768625176e-6
159.0	0.0006319206107	0.0	-0.0003178765238	1.777853012e-5	7.174965409e-7	-6.402817197e-5	5.913217836e-6
160.0	0.0007018379225	0.0	-0.0003203654653	1.818981325e-5	6.9737018e-7	-6.461398586e-5	6.06189756e-6
161.0	0.0007688369925	0.0	-0.0003228655129	1.86056736e-5	6.775670994e-7	-6.518542118e-5	6.214272572e-6
162.0	0.0008328690285	0.0	-0.0003253712451	1.90249726e-5	6.581202932e-7	-6.574149056e-5	6.36995155e-6
163.0	0.0008938919415	0.0	-0.0003278773527	1.944660155e-5	6.390602904e-7	-6.628128047e-5	6.52854459e-6
164.0	0.0009518702494	0.0	-0.0003303786451	1.98694835e-5	6.204152138e-7	-6.680395007e-5	6.689664128e-6
165.0	0.001006774971	0.0	-0.000332870057	2.029257479e-5	6.022108426e-7	-6.730872987e-5	6.852925832e-6
166.0	0.001058583511	0.0	-0.0003353466536	2.071486661e-5	5.844706787e-7	-6.779492033e-5	7.017949466e-6
167.0	0.001107279538	0.0	-0.000337803637	2.113538622e-5	5.672160152e-7	-6.826189035e-5	7.184359699e-6
168.0	0.001152852853	0.0	-0.0003402363515	2.155319811e-5	5.504660079e-7	-6.870907561e-5	7.351786899e-6
169.0	0.001195299249	0.0	-0.0003426402886	2.196740499e-5	5.342377486e-7	-6.913597684e-5	7.519867874e-6
170.0	0.001234620368	0.0	-0.0003450110921	2.237714858e-5	5.185463389e-7	-6.954215806e-5	7.688246574e-6
171.0	0.001270823544	0.0	-0.0003473445631	2.278161033e-5	5.034049671e-7	-6.992724464e-5	7.856574763e-6
172.0	0.001303921649	0.0	-0.0003496366637	2.31800119e-5	4.888249838e-7	-7.029092143e-5	8.024512642e-6
173.0	0.001333932922	0.0	-0.0003518835216	2.357161561e-5	4.748159792e-7	-7.063293077e-5	8.191729429e-6
174.0	0.001360880804	0.0	-0.0003540814337	2.395572468e-5	4.613858605e-7	-7.095307045e-5	8.357903912e-6
175.0	0.00138479376	0.0	-0.0003562268692	2.433168339e-5	4.485409279e-7	-7.125119171e-5	8.52272494e-6
176.0	0.001405705096	0.0	-0.0003583164732	2.469887707e-5	4.362859516e-7	-7.152719714e-5	8.685891895e-6
177.0	0.00142365278	0.0	-0.000360347069	2.505673205e-5	4.24624247e-7	-7.178103862e-5	8.847115104e-6
178.0	0.001438679251	0.0	-0.0003623156605	2.540471548e-5	4.135577496e-7	-7.201271526e-5	9.006116222e-6
179.0	0.001450831227	0.0	-0.0003642194344	2.574233497e-5	4.030870881e-7	-7.222227126e-5	9.162628572e-6
180.0	0.001460159513	0.0	-0.0003660557616	2.606913827e-5	3.932116565e-7	-7.240979391e-5	9.316397439e-6
181.0	0.001466718802	0.0	-0.0003678221987	2.638471276e-5	3.839296845e-7	-7.257541148e-5	9.467180337e-6
182.0	0.001470567476	0.0	-0.0003695164888	2.668868491e-5	3.752383062e-7	-7.271929119e-5	9.614747221e-6
183.0	0.00147176741	0.0	-0.0003711365619	2.698071964e-5	3.671336268e-7	-7.284163721e-5	9.758880678e-6
184.0	0.001470383764	0.0	-0.0003726805353	2.72605196e-5	3.596107876e-7	-7.294268866e-5	9.899376065e-6
185.0	0.001466484783	0.0	-0.0003741467133	2.752782445e-5	3.52664029e-7	-7.302271764e-5	1.003604162e-5
186.0	0.001460141598	0.0	-0.0003755335865	2.778240997e-5	3.462867505e-7	-7.308202729e-5	1.016869855e-5
187.0	0.001451428015	0.0	-0.0003768398311	2.802408723e-5	3.4047157e-7	-7.312094997e-5	1.029718104e-5
188.0	0.001440420318	0.0	-0.0003780643075	2.825270164e-5	3.352103793e-7	-7.313984534e-5	1.042133629e-5
189.0	0.001427197066	0.0	-0.0003792060588	2.8468132e-5	3.304943985e-7	-7.313909857e-5	1.054102446e-5
190.0	0.001411838888	0.0	-0.0003802643087	2.867028946e-5	3.263142274e-7	-7.311911863e-5	1.065611865e-5
191.0	0.001394428289	0.0	-0.0003812384591	2.885911648e-5	3.226598951e-7	-7.308033649e-5	1.076650478e-5
192.0	0.001375049446	0.0	-0.0003821280878	2.903458581e-5	3.195209071e-7	-7.302320351e-5	1.087208147e-5
193.0	0.001353788015	0.0	-0.0003829329452	2.919669932e-5	3.168862899e-7	-7.294818982e-5	1.097275995e-5
194.0	0.001330730933	0.0	-0.0003836529516	2.934548693e-5	3.14744634e-7	-7.285578268e-5	1.106846384e-5
195.0	0.001305966234	0.0	-0.0003842881928	2.948100548e-5	3.130841342e-7	-7.274648503e-5	1.115912896e-5
196.0	0.001279582851	0.0	-0.0003848389172	2.960333757e-5	3.118926281e-7	-7.262081397e-5	1.124470316e-5
197.0	0.001251670437	0.0	-0.0003853055312	2.971259041e-5	3.111576322e-7	-7.247929933e-5	1.132514604e-5
198.0	0.001222319179	0.0	-0.0003856885949	2.980889465e-5	3.108663768e-7	-7.232248227e-5	1.14004287e-5
199.0	0.001191619622	0.0	-0.0003859888176	2.989240326e-5	3.110058377e-7	-7.215091399e-5	1.147053347e-5
200.0	0.001159662492	0.0	-0.0003862070533	2.996329033e-5	3.115627676e-7	-7.19651544e-5	1.153545363e-5
201.0	0.001126538527	0.0	-0.0003863442951	3.002174993e-5	3.125237244e-7	-7.176577088e-5	1.159519309e-5
202.0	0.001092338307	0.0	-0.0003864016704	3.006799497e-5	3.138750985e-7	-7.155333708e-5	1.164976604e-5
203.0	0.001057152097	0.0	-0.0003863804356	3.010225603e-5	3.156031387e-7	-7.132843177e-5	1.169919668e-5
204.0	0.001021069687	0.0	-0.0003862819701	3.012478028e-5	3.176939761e-7	-7.109163772e-5	1.174351878e-5
205.0	0.0009841802379	0.0	-0.0003861077711	3.013583031e-5	3.20133647e-7	-7.084354063e-5	1.17827754e-5
206.0	0.0009465721373	0.0	-0.0003858594477	3.013568307e-5	3.22908114e-7	-7.05847281e-5	1.18170185e-5
207.0	0.0009083328544	0.0	-0.0003855387145	3.012462876e-5	3.260032867e-7	-7.031578862e-5	1.184630852e-5
208.0	0.0008695488039	0.0	-0.0003851473863	3.010296981e-5	3.294050404e-7	-7.003731063e-5	1.187071406e-5
209.0	0.0008303052141	0.0	-0.0003846873714	3.007101976e-5	3.330992342e-7	-6.974988163e-5	1.189031144e-5
210.0	0.0007906860005	0.0	-0.0003841606657	3.00291023e-5	3.370717282e-7	-6.945408724e-5	1.190518434e-5
211.0	0.0007507736449	0.0	-0.0003835693464	2.997755027e-5	3.413083994e-7	-6.915051041e-5	1.191542339e-5
212.0	0.0007106490805	0.0	-0.0003829155659	2.991670461e-5	3.457951574e-7	-6.883973055e-5	1.192112575e-5
213.0	0.0006703915827	0.0	-0.0003822015451	2.984691352e-5	3.505179587e-7	-6.852232284e-5	1.192239477e-5
214.0	0.0006300786649	0.0	-0.0003814295678	2.976853141e-5	3.554628206e-7	-6.819885739e-5	1.191933951e-5
215.0	0.0005897859816	0.0	-0.0003806019738	2.968191811e-5	3.60615835e-7	-6.786989858e-5	1.19120744e-5
216.0	0.0005495872356	0.0	-0.0003797211529	2.958743792e-5	3.659631806e-7	-6.753600436e-5	1.190071883e-5
217.0	0.0005095540928	0.0	-0.0003787895389	2.948545877e-5	3.714911356e-7	-6.719772561e-5	1.188539673e-5
218.0	0.0004697561016	0.0	-0.0003778096032	2.937635143e-5	3.771860895e-7	-6.685560548e-5	1.18662362e-5
219.0	0.0004302606187	0.0	-0.000376783849	2.926048871e-5	3.830345542e-7	-6.651017883e-5	1.184336913e-5
220.0	0.0003911327409	0.0	-0.000375714805	2.913824466e-5	3.890231758e-7	-6.616197163e-5	1.181693079e-5
221.0	0.0003524352429	0.0	-0.0003746050197	2.900999386e-5	3.951387446e-7	-6.581150044e-5	1.178705948e-5
