# (1)t	# (2) d/dt P[1<--1](t)	# (3) d/dt P[1<--2](t)	# (4) d/dt P[1<--3](t)	# (5) d/dt P[1<--4](t)	# (6) d/dt P[1<--5](t)	# (7) d/dt P[1<--6](t)	# (8) d/dt P[1<--7](t)
58.0	0.0	-0.005612020935	-5.374336431e-5	-6.675866984e-5	-8.517614094e-5	-3.188700949e-5	-0.0001005025807
59.0	0.0	-0.005309176983	-5.523244679e-5	-6.587233932e-5	-8.350185587e-5	-2.828265094e-5	-9.902365981e-5
60.0	0.0	-0.005004605918	-5.678232711e-5	-6.493963617e-5	-8.173550599e-5	-2.498358392e-5	-9.760136247e-5
61.0	0.0	-0.004698957326	-5.839034267e-5	-6.396444234e-5	-7.988260913e-5	-2.199337339e-5	-9.62406764e-5
62.0	0.0	-0.00439286347	-6.005357963e-5	-6.295072038e-5	-7.794890522e-5	-1.931395299e-5	-9.494611147e-5
63.0	0.0	-0.004086938504	-6.176889593e-5	-6.190249721e-5	-7.594033299e-5	-1.694569658e-5	-9.372170484e-5
64.0	0.0	-0.003781777761	-6.353294444e-5	-6.082384783e-5	-7.386300612e-5	-1.488749421e-5	-9.257102779e-5
65.0	0.0	-0.00347795712	-6.534219617e-5	-5.971887902e-5	-7.172318902e-5	-1.313683199e-5	-9.149719421e-5
66.0	0.0	-0.003176032443	-6.719296342e-5	-5.859171323e-5	-6.952727227e-5	-1.168987519e-5	-9.050287061e-5
67.0	0.0	-0.002876539079	-6.908142267e-5	-5.744647264e-5	-6.728174791e-5	-1.054155369e-5	-8.959028747e-5
68.0	0.0	-0.002579991435	-7.100363713e-5	-5.628726362e-5	-6.499318473e-5	-9.685649406e-6	-8.87612518e-5
69.0	0.0	-0.002286882618	-7.29555788e-5	-5.511816145e-5	-6.266820374e-5	-9.114884941e-6	-8.801716087e-5
70.0	0.0	-0.001997684124	-7.493315e-5	-5.394319564e-5	-6.031345372e-5	-8.821012823e-6	-8.735901681e-5
71.0	0.0	-0.001712845601	-7.693220414e-5	-5.276633566e-5	-5.79355873e-5	-8.794904867e-6	-8.678744215e-5
72.0	0.0	-0.001432794657	-7.894856579e-5	-5.159147733e-5	-5.554123736e-5	-9.026641226e-6	-8.630269601e-5
73.0	0.0	-0.001157936728	-8.097804992e-5	-5.042242984e-5	-5.313699409e-5	-9.505598493e-6	-8.590469096e-5
74.0	0.0	-0.0008886549904	-8.301648025e-5	-4.926290346e-5	-5.072938259e-5	-1.022053656e-5	-8.559301035e-5
75.0	0.0	-0.0006253103318	-8.505970662e-5	-4.811649801e-5	-4.832484132e-5	-1.115968379e-5	-8.536692604e-5
76.0	0.0	-0.0003682413593	-8.710362142e-5	-4.698669203e-5	-4.592970133e-5	-1.231082009e-5	-8.522541641e-5
77.0	0.0	-0.0001177644565	-8.914417496e-5	-4.58768329e-5	-4.355016636e-5	-1.366135756e-5	-8.516718457e-5
78.0	0.0	0.0001258261182	-9.117738977e-5	-4.479012764e-5	-4.119229394e-5	-1.51984185e-5	-8.519067672e-5
79.0	0.0	0.0003622580943	-9.319937396e-5	-4.372963466e-5	-3.886197749e-5	-1.690891051e-5	-8.529410042e-5
80.0	0.0	0.0005912810133	-9.520633335e-5	-4.269825633e-5	-3.656492948e-5	-1.877959827e-5	-8.547544289e-5
81.0	0.0	0.0008126660175	-9.719458262e-5	-4.169873247e-5	-3.43066657e-5	-2.07971722e-5	-8.573248919e-5
82.0	0.0	0.001026205605	-9.916055543e-5	-4.073363459e-5	-3.209249068e-5	-2.294831334e-5	-8.606284009e-5
83.0	0.0	0.001231713353	-0.0001011008134	-3.98053612e-5	-2.992748428e-5	-2.521975477e-5	-8.646392976e-5
84.0	0.0	0.00142902361	-0.000103012054	-3.891613377e-5	-2.781648951e-5	-2.759833912e-5	-8.69330431e-5
85.0	0.0	0.001617991162	-0.0001048911177	-3.806799371e-5	-2.576410147e-5	-3.007107232e-5	-8.74673327e-5
86.0	0.0	0.001798490872	-0.000106734994	-3.726280009e-5	-2.377465758e-5	-3.262517353e-5	-8.806383536e-5
87.0	0.0	0.001970417291	-0.000108540826	-3.650222817e-5	-2.185222906e-5	-3.5248121e-5	-8.871948812e-5
88.0	0.0	0.002133684251	-0.0001103059151	-3.578776881e-5	-2.00006135e-5	-3.792769423e-5	-8.943114384e-5
89.0	0.0	0.002288224433	-0.0001120277241	-3.512072852e-5	-1.822332874e-5	-4.065201208e-5	-9.01955862e-5
90.0	0.0	0.002433988918	-0.0001137038794	-3.450223031e-5	-1.652360795e-5	-4.340956707e-5	-9.10095441e-5
91.0	0.0	0.002570946717	-0.0001153321726	-3.393321528e-5	-1.490439579e-5	-4.618925596e-5	-9.186970552e-5
92.0	0.0	0.002699084285	-0.0001169105618	-3.341444474e-5	-1.336834583e-5	-4.898040655e-5	-9.277273071e-5
93.0	0.0	0.002818405019	-0.0001184371713	-3.294650313e-5	-1.191781896e-5	-5.17728009e-5	-9.371526482e-5
94.0	0.0	0.002928928745	-0.0001199102914	-3.252980135e-5	-1.055488304e-5	-5.455669504e-5	-9.469394982e-5
95.0	0.0	0.003030691186	-0.0001213283771	-3.216458083e-5	-9.281313468e-6	-5.732283521e-5	-9.57054358e-5
96.0	0.0	0.003123743425	-0.0001226900468	-3.185091789e-5	-8.098594829e-6	-6.006247095e-5	-9.674639162e-5
97.0	0.0	0.003208151355	-0.0001239940797	-3.15887288e-5	-7.007923517e-6	-6.276736495e-5	-9.781351485e-5
98.0	0.0	0.003283995117	-0.0001252394133	-3.137777506e-5	-6.010211255e-6	-6.542979994e-5	-9.890354114e-5
99.0	0.0	0.003351368538	-0.0001264251407	-3.121766921e-5	-5.106089511e-6	-6.804258279e-5	-0.0001000132529
100.0	0.0	0.003410378553	-0.0001275505067	-3.110788089e-5	-4.295914745e-6	-7.059904589e-5	-0.0001011394872
101.0	0.0	0.003461144631	-0.0001286149042	-3.104774327e-5	-3.579774444e-6	-7.309304597e-5	-0.0001022791434
102.0	0.0	0.003503798188	-0.0001296178701	-3.103645967e-5	-2.957493879e-6	-7.551896066e-5	-0.0001034291896
103.0	0.0	0.003538482003	-0.0001305590814	-3.107311046e-5	-2.428643545e-6	-7.787168277e-5	-0.0001045866691
104.0	0.0	0.003565349628	-0.0001314383497	-3.115666015e-5	-1.992547231e-6	-8.014661259e-5	-0.0001057487057
105.0	0.0	0.003584564802	-0.0001322556177	-3.12859645e-5	-1.648290659e-6	-8.233964833e-5	-0.0001069125088
106.0	0.0	0.003596300856	-0.0001330109534	-3.145977792e-5	-1.394730646e-6	-8.444717483e-5	-0.0001080753777
107.0	0.0	0.003600740128	-0.0001337045454	-3.167676083e-5	-1.230504733e-6	-8.646605081e-5	-0.0001092347057
108.0	0.0	0.003598073373	-0.000134336698	-3.193548704e-5	-1.154041238e-6	-8.839359469e-5	-0.0001103879829
109.0	0.0	0.003588499181	-0.0001349078259	-3.223445122e-5	-1.163569655e-6	-9.02275692e-5	-0.0001115327999
110.0	0.0	0.003572223391	-0.0001354184492	-3.257207629e-5	-1.257131374e-6	-9.196616498e-5	-0.0001126668491
111.0	0.0	0.003549458518	-0.000135869188	-3.294672076e-5	-1.432590665e-6	-9.360798323e-5	-0.0001137879274
112.0	0.0	0.003520423181	-0.0001362607574	-3.335668602e-5	-1.687645865e-6	-9.515201762e-5	-0.0001148939373
113.0	0.0	0.003485341534	-0.0001365939624	-3.380022346e-5	-2.019840739e-6	-9.659763555e-5	-0.0001159828879
114.0	0.0	0.003444442706	-0.0001368696925	-3.427554159e-5	-2.426575955e-6	-9.794455891e-5	-0.0001170528958
115.0	0.0	0.003397960253	-0.0001370889173	-3.478081285e-5	-2.905120635e-6	-9.919284454e-5	-0.000118102185
116.0	0.0	0.003346131607	-0.000137252681	-3.531418039e-5	-3.45262392e-6	-0.0001003428643	-0.0001191290871
117.0	0.0	0.003289197549	-0.0001373620975	-3.587376456e-5	-4.066126542e-6	-0.0001013952853	-0.0001201320408
118.0	0.0	0.003227401672	-0.0001374183462	-3.645766928e-5	-4.742572335e-6	-0.0001023510497	-0.0001211095911
119.0	0.0	0.003160989875	-0.0001374226667	-3.706398816e-5	-5.478819661e-6	-0.0001032113548	-0.0001220603887
120.0	0.0	0.003090209847	-0.0001373763549	-3.769081037e-5	-6.271652706e-6	-0.0001039776335	-0.0001229831883
121.0	0.0	0.003015310578	-0.0001372807577	-3.833622632e-5	-7.117792632e-6	-0.0001046515345	-0.0001238768472
122.0	0.0	0.002936541875	-0.0001371372696	-3.899833305e-5	-8.013908516e-6	-0.0001052349033	-0.0001247403241
123.0	0.0	0.002854153886	-0.0001369473278	-3.96752394e-5	-8.95662809e-6	-0.0001057297635	-0.0001255726766
124.0	0.0	0.002768396645	-0.0001367124087	-4.03650709e-5	-9.942548224e-6	-0.0001061382982	-0.0001263730595
125.0	0.0	0.002679519622	-0.0001364340234	-4.106597437e-5	-1.096824514e-5	-0.0001064628327	-0.0001271407225
126.0	0.0	0.002587771291	-0.0001361137144	-4.177612235e-5	-1.203028436e-5	-0.0001067058166	-0.0001278750077
127.0	0.0	0.002493398711	-0.0001357530515	-4.249371712e-5	-1.312523026e-5	-0.0001068698079	-0.0001285753476
128.0	0.0	0.002396647119	-0.0001353536286	-4.321699459e-5	-1.42496554e-5	-0.0001069574566	-0.000129241262
129.0	0.0	0.002297759536	-0.0001349170599	-4.39442278e-5	-1.540014943e-5	-0.0001069714898	-0.0001298723554
130.0	0.0	0.002196976393	-0.0001344449768	-4.467373023e-5	-1.657332763e-5	-0.0001069146968	-0.0001304683148
131.0	0.0	0.002094535168	-0.0001339390248	-4.540385883e-5	-1.776583913e-5	-0.0001067899156	-0.0001310289062
132.0	0.0	0.001990670035	-0.0001334008601	-4.613301677e-5	-1.897437466e-5	-0.0001066000197	-0.0001315539722
133.0	0.0	0.001885611533	-0.0001328321469	-4.685965595e-5	-2.0195674e-5	-0.0001063479059	-0.000132043429
134.0	0.0	0.00177958625	-0.0001322345544	-4.758227924e-5	-2.142653294e-5	-0.0001060364828	-0.0001324972633
135.0	0.0	0.00167281652	-0.0001316097541	-4.829944251e-5	-2.266380989e-5	-0.0001056686599	-0.0001329155299
136.0	0.0	0.001565520133	-0.000130959417	-4.900975637e-5	-2.390443205e-5	-0.000105247338	-0.0001332983482
137.0	0.0	0.00145791007	-0.0001302852113	-4.971188771e-5	-2.514540115e-5	-0.0001047753993	-0.0001336458995
138.0	0.0	0.001350194244	-0.0001295887998	-5.040456102e-5	-2.638379884e-5	-0.0001042556998	-0.0001339584243
139.0	0.0	0.001242575257	-0.0001288718372	-5.108655947e-5	-2.761679158e-5	-0.0001036910609	-0.0001342362191
140.0	0.0	0.001135250182	-0.0001281359687	-5.175672578e-5	-2.88416352e-5	-0.0001030842627	-0.0001344796338
141.0	0.0	0.001028410353	-0.0001273828267	-5.241396292e-5	-3.005567901e-5	-0.0001024380375	-0.0001346890687
142.0	0.0	0.0009222411653	-0.0001266140295	-5.305723457e-5	-3.125636946e-5	-0.0001017550642	-0.0001348649719
143.0	0.0	0.0008169219081	-0.0001258311788	-5.368556543e-5	-3.244125356e-5	-0.0001010379637	-0.0001350078364
144.0	0.0	0.0007126255947	-0.0001250358582	-5.429804136e-5	-3.36079817e-5	-0.000100289294	-0.0001351181974
145.0	0.0	0.0006095188186	-0.0001242296308	-5.489380931e-5	-3.475431025e-5	-9.951154676e-5	-0.0001351966298
146.0	0.0	0.000507761621	-0.0001234140376	-5.547207713e-5	-3.587810375e-5	-9.870714395e-5	-0.0001352437455
147.0	0.0	0.0004075073744	-0.000122590596	-5.603211325e-5	-3.697733667e-5	-9.787843545e-5	-0.0001352601911
148.0	0.0	0.00030890268	-0.0001217607978	-5.657324614e-5	-3.805009489e-5	-9.702769676e-5	-0.0001352466451
149.0	0.0	0.0002120872809	-0.0001209261076	-5.709486374e-5	-3.909457682e-5	-9.615712747e-5	-0.0001352038158
150.0	0.0	0.0001171939883	-0.0001200879616	-5.759641267e-5	-4.010909416e-5	-9.526885e-5	-0.0001351324386
151.0	0.0	2.43486232e-5	-0.0001192477658	-5.807739741e-5	-4.109207238e-5	-9.436490892e-5	-0.0001350332742
152.0	0.0	-6.633002909e-5	-0.0001184068948	-5.853737934e-5	-4.204205089e-5	-9.344727056e-5	-0.0001349071061
153.0	0.0	-0.0001547302502	-0.0001175666902	-5.897597566e-5	-4.295768286e-5	-9.251782303e-5	-0.0001347547383
154.0	0.0	-0.000240747407	-0.0001167284598	-5.939285825e-5	-4.383773485e-5	-9.157837653e-5	-0.0001345769936
155.0	0.0	-0.0003242839565	-0.0001158934759	-5.978775244e-5	-4.468108608e-5	-9.063066402e-5	-0.0001343747113
156.0	0.0	-0.0004052494382	-0.0001150629745	-6.016043571e-5	-4.548672751e-5	-8.967634208e-5	-0.0001341487453
157.0	0.0	-0.0004835604547	-0.0001142381541	-6.051073634e-5	-4.625376068e-5	-8.871699212e-5	-0.0001338999625
158.0	0.0	-0.0005591406388	-0.0001134201745	-6.083853194e-5	-4.698139627e-5	-8.775412169e-5	-0.0001336292404
159.0	0.0	-0.0006319206107	-0.0001126101563	-6.114374799e-5	-4.766895245e-5	-8.678916607e-5	-0.0001333374658
160.0	0.0	-0.0007018379225	-0.0001118091798	-6.142635632e-5	-4.831585314e-5	-8.582348999e-5	-0.0001330255328
161.0	0.0	-0.0007688369925	-0.0001110182838	-6.168637354e-5	-4.892162591e-5	-8.485838945e-5	-0.0001326943416
162.0	0.0	-0.0008328690285	-0.0001102384658	-6.192385942e-5	-4.948589984e-5	-8.389509374e-5	-0.0001323447962
163.0	0.0	-0.0008938919415	-0.0001094706802	-6.213891529e-5	-5.000840317e-5	-8.293476749e-5	-0.0001319778037
164.0	0.0	-0.0009518702494	-0.0001087158386	-6.233168236e-5	-5.048896079e-5	-8.197851279e-5	-0.0001315942721
165.0	0.0	-0.001006774971	-0.0001079748088	-6.250234008e-5	-5.092749161e-5	-8.102737139e-5	-0.0001311951092
166.0	0.0	-0.001058583511	-0.0001072484144	-6.265110443e-5	-5.132400583e-5	-8.008232697e-5	-0.0001307812214
167.0	0.0	-0.001107279538	-0.0001065374345	-6.277822626e-5	-5.167860201e-5	-7.914430732e-5	-0.0001303535121
168.0	0.0	-0.001152852853	-0.0001058426033	-6.288398955e-5	-5.199146419e-5	-7.821418663e-5	-0.0001299128804
169.0	0.0	-0.001195299249	-0.0001051646098	-6.296870979e-5	-5.226285878e-5	-7.729278771e-5	-0.0001294602202
170.0	0.0	-0.001234620368	-0.0001045040977	-6.303273222e-5	-5.249313141e-5	-7.638088419e-5	-0.0001289964189
171.0	0.0	-0.001270823544	-0.0001038616652	-6.307643019e-5	-5.268270381e-5	-7.547920275e-5	-0.000128522356
172.0	0.0	-0.001303921649	-0.000103237865	-6.310020348e-5	-5.283207048e-5	-7.458842514e-5	-0.0001280389025
173.0	0.0	-0.001333932922	-0.0001026332043	-6.310447664e-5	-5.294179541e-5	-7.370919038e-5	-0.0001275469195
174.0	0.0	-0.001360880804	-0.0001020481448	-6.308969737e-5	-5.301250877e-5	-7.284209664e-5	-0.0001270472574
175.0	0.0	-0.00138479376	-0.0001014831032	-6.305633489e-5	-5.304490352e-5	-7.198770328e-5	-0.0001265407551
176.0	0.0	-0.001405705096	-0.0001009384508	-6.300487834e-5	-5.303973206e-5	-7.114653262e-5	-0.0001260282385
177.0	0.0	-0.00142365278	-0.0001004145145	-6.293583523e-5	-5.299780277e-5	-7.031907179e-5	-0.0001255105205
178.0	0.0	-0.001438679251	-9.991157665e-5	-6.284972985e-5	-5.29199767e-5	-6.950577436e-5	-0.0001249883994
179.0	0.0	-0.001450831227	-9.942987561e-5	-6.274710183e-5	-5.280716413e-5	-6.870706197e-5	-0.0001244626589
180.0	0.0	-0.001460159513	-9.896960639e-5	-6.262850458e-5	-5.266032121e-5	-6.792332584e-5	-0.0001239340665
181.0	0.0	-0.001466718802	-9.853092105e-5	-6.249450386e-5	-5.24804466e-5	-6.715492817e-5	-0.0001234033736
182.0	0.0	-0.001470567476	-9.811392939e-5	-6.234567638e-5	-5.226857816e-5	-6.640220348e-5	-0.0001228713142
183.0	0.0	-0.00147176741	-9.771869957e-5	-6.218260839e-5	-5.202578963e-5	-6.566545986e-5	-0.0001223386049
184.0	0.0	-0.001470383764	-9.734525893e-5	-6.200589433e-5	-5.175318739e-5	-6.494498009e-5	-0.0001218059436
185.0	0.0	-0.001466484783	-9.699359472e-5	-6.181613552e-5	-5.145190722e-5	-6.424102268e-5	-0.0001212740096
186.0	0.0	-0.001460141598	-9.666365496e-5	-6.161393886e-5	-5.112311118e-5	-6.355382291e-5	-0.000120743463
187.0	0.0	-0.001451428015	-9.63553494e-5	-6.139991561e-5	-5.076798445e-5	-6.288359364e-5	-0.0001202149436
188.0	0.0	-0.001440420318	-9.606855042e-5	-6.117468016e-5	-5.03877323e-5	-6.223052615e-5	-0.0001196890712
189.0	0.0	-0.001427197066	-9.580309406e-5	-6.09388489e-5	-4.998357711e-5	-6.159479088e-5	-0.000119166445
190.0	0.0	-0.001411838888	-9.55587811e-5	-6.069303904e-5	-4.955675541e-5	-6.097653807e-5	-0.0001186476431
191.0	0.0	-0.001394428289	-9.533537811e-5	-6.043786755e-5	-4.910851504e-5	-6.037589834e-5	-0.0001181332221
192.0	0.0	-0.001375049446	-9.513261863e-5	-6.017395009e-5	-4.864011235e-5	-5.979298324e-5	-0.000117623717
193.0	0.0	-0.001353788015	-9.495020435e-5	-5.990190003e-5	-4.81528095e-5	-5.922788569e-5	-0.0001171196409
194.0	0.0	-0.001330730933	-9.478780632e-5	-5.962232742e-5	-4.764787185e-5	-5.86806804e-5	-0.0001166214848
195.0	0.0	-0.001305966234	-9.46450662e-5	-5.93358381e-5	-4.712656532e-5	-5.815142426e-5	-0.0001161297172
196.0	0.0	-0.001279582851	-9.452159755e-5	-5.904303276e-5	-4.659015401e-5	-5.764015658e-5	-0.0001156447843
197.0	0.0	-0.001251670437	-9.441698715e-5	-5.874450612e-5	-4.603989775e-5	-5.714689944e-5	-0.0001151671094
198.0	0.0	-0.001222319179	-9.433079634e-5	-5.844084608e-5	-4.54770498e-5	-5.66716579e-5	-0.0001146970932
199.0	0.0	-0.001191619622	-9.426256235e-5	-5.813263294e-5	-4.490285466e-5	-5.621442021e-5	-0.0001142351138
200.0	0.0	-0.001159662492	-9.421179972e-5	-5.782043865e-5	-4.43185459e-5	-5.577515798e-5	-0.0001137815261
201.0	0.0	-0.001126538527	-9.41780017e-5	-5.750482611e-5	-4.372534411e-5	-5.535382639e-5	-0.0001133366624
202.0	0.0	-0.001092338307	-9.416064162e-5	-5.718634849e-5	-4.312445497e-5	-5.495036429e-5	-0.0001129008323
203.0	0.0	-0.001057152097	-9.415917434e-5	-5.686554856e-5	-4.251706736e-5	-5.456469436e-5	-0.0001124743225
204.0	0.0	-0.001021069687	-9.417303769e-5	-5.654295816e-5	-4.19043516e-5	-5.419672323e-5	-0.0001120573972
205.0	0.0	-0.0009841802379	-9.420165387e-5	-5.621909754e-5	-4.128745773e-5	-5.384634162e-5	-0.0001116502981
206.0	0.0	-0.0009465721373	-9.424443092e-5	-5.58944749e-5	-4.066751393e-5	-5.351342446e-5	-0.0001112532446
207.0	0.0	-0.0009083328544	-9.430076413e-5	-5.556958587e-5	-4.004562499e-5	-5.3197831e-5	-0.0001108664338
208.0	0.0	-0.0008695488039	-9.43700375e-5	-5.524491302e-5	-3.942287091e-5	-5.289940497e-5	-0.000110490041
209.0	0.0	-0.0008303052141	-9.44516251e-5	-5.492092547e-5	-3.880030555e-5	-5.261797472e-5	-0.0001101242199
210.0	0.0	-0.0007906860005	-9.454489257e-5	-5.459807846e-5	-3.81789554e-5	-5.235335339e-5	-0.0001097691027
211.0	0.0	-0.0007507736449	-9.464919844e-5	-5.427681299e-5	-3.75598184e-5	-5.210533907e-5	-0.0001094248003
212.0	0.0	-0.0007106490805	-9.476389557e-5	-5.39575555e-5	-3.694386286e-5	-5.187371499e-5	-0.0001090914032
213.0	0.0	-0.0006703915827	-9.488833248e-5	-5.364071754e-5	-3.63320265e-5	-5.165824977e-5	-0.000108768981
