# (1)t	# (2) d/dt P[7<--1](t)	# (3) d/dt P[7<--2](t)	# (4) d/dt P[7<--3](t)	# (5) d/dt P[7<--4](t)	# (6) d/dt P[7<--5](t)	# (7) d/dt P[7<--6](t)	# (8) d/dt P[7<--7](t)
31.0	3.187783345e-6	-8.875950826e-8	-1.149470779e-7	-1.582218487e-7	4.411545424e-9	-5.374543998e-7	0.0
32.0	3.196314368e-6	-9.56921344e-8	-1.219641338e-7	-1.697220141e-7	4.585291355e-9	-5.701079917e-7	0.0
33.0	3.199789021e-6	-1.028267149e-7	-1.289193822e-7	-1.813087761e-7	4.738791163e-9	-6.023506594e-7	0.0
34.0	3.198458424e-6	-1.10149293e-7	-1.357812348e-7	-1.929151448e-7	4.869546233e-9	-6.340055508e-7	0.0
35.0	3.192583336e-6	-1.17645202e-7	-1.425193784e-7	-2.044706703e-7	4.975149558e-9	-6.648992366e-7	0.0
36.0	3.182432508e-6	-1.252991174e-7	-1.491050111e-7	-2.159018397e-7	5.053306084e-9	-6.948630081e-7	0.0
37.0	3.168281087e-6	-1.330951081e-7	-1.555110525e-7	-2.271325112e-7	5.101851931e-9	-7.237341035e-7	0.0
38.0	3.150409063e-6	-1.410166877e-7	-1.617123289e-7	-2.380843843e-7	5.11877233e-9	-7.513568568e-7	0.0
39.0	3.129099768e-6	-1.490468656e-7	-1.676857305e-7	-2.486775027e-7	5.102218166e-9	-7.775837638e-7	0.0
40.0	3.10463844e-6	-1.57168198e-7	-1.734103423e-7	-2.588307849e-7	5.050521045e-9	-8.022764592e-7	0.0
41.0	3.077310839e-6	-1.653628392e-7	-1.788675471e-7	-2.684625803e-7	4.96220676e-9	-8.253066008e-7	0.0
42.0	3.047401947e-6	-1.736125935e-7	-1.840411019e-7	-2.774912445e-7	4.836007122e-9	-8.465566577e-7	0.0
43.0	3.015194721e-6	-1.818989674e-7	-1.889171877e-7	-2.858357301e-7	4.670870064e-9	-8.659205994e-7	0.0
44.0	2.980968929e-6	-1.902032223e-7	-1.934844332e-7	-2.934161878e-7	4.465968005e-9	-8.833044835e-7	0.0
45.0	2.945000065e-6	-1.985064282e-7	-1.97733915e-7	-3.001545709e-7	4.220704427e-9	-8.986269427e-7	0.0
46.0	2.907558331e-6	-2.067895181e-7	-2.016591338e-7	-3.059752402e-7	3.934718682e-9	-9.118195693e-7	0.0
47.0	2.868907705e-6	-2.150333427e-7	-2.052559685e-7	-3.108055616e-7	3.607889009e-9	-9.228271987e-7	0.0
48.0	2.829305081e-6	-2.232187261e-7	-2.085226111e-7	-3.145764928e-7	3.240333798e-9	-9.316080933e-7	0.0
49.0	2.788999491e-6	-2.31326523e-7	-2.114594824e-7	-3.172231514e-7	2.832411118e-9	-9.381340275e-7	0.0
50.0	2.748231406e-6	-2.393376747e-7	-2.140691313e-7	-3.186853612e-7	2.384716553e-9	-9.423902771e-7	0.0
51.0	2.707232108e-6	-2.472332677e-7	-2.163561197e-7	-3.189081693e-7	1.898079417e-9	-9.443755163e-7	0.0
52.0	2.666223142e-6	-2.549945909e-7	-2.183268941e-7	-3.178423307e-7	1.373557386e-9	-9.441016253e-7	0.0
53.0	2.625415843e-6	-2.62603194e-7	-2.199896475e-7	-3.15444755e-7	8.124296537e-10	-9.415934127e-7	0.0
54.0	2.58501093e-6	-2.700409461e-7	-2.213541714e-7	-3.116789104e-7	2.161886705e-10	-9.368882579e-7	0.0
55.0	2.545198174e-6	-2.772900928e-7	-2.224317026e-7	-3.065151827e-7	-4.134694415e-10	-9.300356769e-7	0.0
56.0	2.50615613e-6	-2.843333146e-7	-2.232347634e-7	-2.999311832e-7	-1.074655693e-9	-9.21096817e-7	0.0
57.0	2.468051935e-6	-2.911537835e-7	-2.237770005e-7	-2.919120051e-7	-1.765300154e-9	-9.101438873e-7	0.0
58.0	2.431041173e-6	-2.977352187e-7	-2.240730219e-7	-2.824504228e-7	-2.483164876e-9	-8.972595288e-7	0.0
59.0	2.395267787e-6	-3.040619417e-7	-2.241382344e-7	-2.71547036e-7	-3.225857737e-9	-8.825361311e-7	0.0
60.0	2.360864059e-6	-3.101189296e-7	-2.239886837e-7	-2.59210353e-7	-3.990847049e-9	-8.660751016e-7	0.0
61.0	2.327950637e-6	-3.158918664e-7	-2.236408976e-7	-2.454568157e-7	-4.775476852e-9	-8.479860927e-7	0.0
62.0	2.296636609e-6	-3.213671928e-7	-2.231117342e-7	-2.303107633e-7	-5.576982756e-9	-8.283861941e-7	0.0
63.0	2.267019629e-6	-3.265321534e-7	-2.224182367e-7	-2.138043367e-7	-6.392508222e-9	-8.073990952e-7	0.0
64.0	2.239186082e-6	-3.313748413e-7	-2.215774945e-7	-1.959773235e-7	-7.219121148e-9	-7.851542263e-7	0.0
65.0	2.21321129e-6	-3.3588424e-7	-2.206065136e-7	-1.768769451e-7	-8.053830667e-9	-7.617858816e-7	0.0
66.0	2.189159752e-6	-3.400502624e-7	-2.195220949e-7	-1.56557588e-7	-8.893604037e-9	-7.374323335e-7	0.0
67.0	2.167085422e-6	-3.438637863e-7	-2.183407225e-7	-1.350804813e-7	-9.735383503e-9	-7.122349402e-7	0.0
68.0	2.147032008e-6	-3.473166865e-7	-2.170784617e-7	-1.125133232e-7	-1.057610305e-8	-6.86337257e-7	0.0
69.0	2.129033309e-6	-3.50401863e-7	-2.157508678e-7	-8.89298602e-8	-1.14127049e-8	-6.598841525e-7	0.0
70.0	2.113113565e-6	-3.531132661e-7	-2.143729053e-7	-6.440942205e-8	-1.224215572e-8	-6.330209388e-7	0.0
71.0	2.099287836e-6	-3.554459167e-7	-2.129588776e-7	-3.903641731e-8	-1.306146238e-8	-6.058925193e-7	0.0
72.0	2.087562387e-6	-3.573959229e-7	-2.115223678e-7	-1.2899793e-8	-1.386768719e-8	-5.786425588e-7	0.0
73.0	2.077935105e-6	-3.589604921e-7	-2.100761899e-7	1.390753629e-8	-1.465796259e-8	-5.51412681e-7	0.0
74.0	2.070395912e-6	-3.601379396e-7	-2.086323498e-7	4.128928551e-8	-1.542950516e-8	-5.243416981e-7	0.0
75.0	2.064927194e-6	-3.60927692e-7	-2.072020171e-7	6.914641745e-8	-1.61796289e-8	-4.97564875e-7	0.0
76.0	2.06150424e-6	-3.613302868e-7	-2.057955062e-7	9.737777679e-8	-1.69057577e-8	-4.712132345e-7	0.0
77.0	2.060095679e-6	-3.613473675e-7	-2.044222663e-7	1.258807343e-7	-1.760543697e-8	-4.45412904e-7	0.0
78.0	2.060663927e-6	-3.609816745e-7	-2.0309088e-7	1.545518369e-7	-1.827634441e-8	-4.202845091e-7	0.0
79.0	2.063165626e-6	-3.602370318e-7	-2.018090701e-7	1.832874578e-7	-1.891629977e-8	-3.959426144e-7	0.0
80.0	2.067552091e-6	-3.591183295e-7	-2.005837135e-7	2.119844417e-7	-1.952327371e-8	-3.724952152e-7	0.0
81.0	2.073769744e-6	-3.576315024e-7	-1.99420862e-7	2.405407398e-7	-2.00953956e-8	-3.500432815e-7	0.0
82.0	2.08176055e-6	-3.557835045e-7	-1.983257683e-7	2.688560306e-7	-2.063096038e-8	-3.28680356e-7	0.0
83.0	2.091462445e-6	-3.535822799e-7	-1.973029184e-7	2.968323206e-7	-2.112843431e-8	-3.084922063e-7	0.0
84.0	2.102809754e-6	-3.510367302e-7	-1.963560675e-7	3.243745212e-7	-2.158645974e-8	-2.895565335e-7	0.0
85.0	2.115733602e-6	-3.481566781e-7	-1.954882801e-7	3.513909978e-7	-2.20038588e-8	-2.719427356e-7	0.0
86.0	2.130162311e-6	-3.449528285e-7	-1.947019733e-7	3.777940871e-7	-2.23796361e-8	-2.557117271e-7	0.0
87.0	2.146021793e-6	-3.41436726e-7	-1.939989621e-7	4.035005798e-7	-2.271298038e-8	-2.409158136e-7	0.0
88.0	2.163235921e-6	-3.376207099e-7	-1.933805067e-7	4.284321639e-7	-2.300326522e-8	-2.275986209e-7	0.0
89.0	2.181726898e-6	-3.335178665e-7	-1.928473608e-7	4.525158282e-7	-2.325004866e-8	-2.157950776e-7	0.0
90.0	2.201415598e-6	-3.291419797e-7	-1.923998207e-7	4.756842211e-7	-2.345307203e-8	-2.055314497e-7	0.0
91.0	2.222221908e-6	-3.245074789e-7	-1.920377736e-7	4.978759658e-7	-2.361225772e-8	-1.96825425e-7	0.0
92.0	2.244065043e-6	-3.196293855e-7	-1.917607459e-7	5.190359273e-7	-2.372770617e-8	-1.896862463e-7	0.0
93.0	2.266863852e-6	-3.145232578e-7	-1.915679503e-7	5.391154332e-7	-2.379969203e-8	-1.841148901e-7	0.0
94.0	2.29053711e-6	-3.092051351e-7	-1.91458331e-7	5.580724447e-7	-2.382865943e-8	-1.801042892e-7	0.0
95.0	2.315003786e-6	-3.0369148e-7	-1.914306079e-7	5.758716802e-7	-2.381521664e-8	-1.776395963e-7	0.0
96.0	2.340183303e-6	-2.979991207e-7	-1.914833173e-7	5.924846893e-7	-2.376012998e-8	-1.766984852e-7	0.0
97.0	2.36599578e-6	-2.921451927e-7	-1.916148514e-7	6.0788988e-7	-2.366431708e-8	-1.772514874e-7	0.0
98.0	2.392362255e-6	-2.861470805e-7	-1.918234938e-7	6.22072498e-7	-2.35288396e-8	-1.7926236e-7	0.0
99.0	2.419204899e-6	-2.800223585e-7	-1.92107453e-7	6.350245616e-7	-2.335489545e-8	-1.826884828e-7	0.0
100.0	2.446447204e-6	-2.737887336e-7	-1.924648928e-7	6.46744751e-7	-2.314381046e-8	-1.874812803e-7	0.0
101.0	2.474014169e-6	-2.674639874e-7	-1.928939585e-7	6.572382566e-7	-2.289702972e-8	-1.935866658e-7	0.0
102.0	2.501832457e-6	-2.61065919e-7	-1.933928014e-7	6.665165874e-7	-2.261610858e-8	-2.009455037e-7	0.0
103.0	2.529830547e-6	-2.546122897e-7	-1.939595986e-7	6.745973413e-7	-2.23027033e-8	-2.094940866e-7	0.0
104.0	2.557938868e-6	-2.481207683e-7	-1.945925709e-7	6.81503941e-7	-2.195856155e-8	-2.191646239e-7	0.0
105.0	2.586089919e-6	-2.416088776e-7	-1.952899965e-7	6.87265339e-7	-2.158551268e-8	-2.298857392e-7	0.0
106.0	2.614218373e-6	-2.350939429e-7	-1.960502222e-7	6.919156923e-7	-2.118545795e-8	-2.415829713e-7	0.0
107.0	2.642261174e-6	-2.28593042e-7	-1.968716719e-7	6.954940125e-7	-2.076036059e-8	-2.541792777e-7	0.0
108.0	2.670157618e-6	-2.221229574e-7	-1.977528516e-7	6.980437935e-7	-2.031223599e-8	-2.67595536e-7	0.0
109.0	2.697849415e-6	-2.157001298e-7	-1.986923526e-7	6.996126204e-7	-1.984314184e-8	-2.817510406e-7	0.0
110.0	2.725280753e-6	-2.093406146e-7	-1.996888513e-7	7.002517627e-7	-1.93551684e-8	-2.965639917e-7	0.0
111.0	2.752398341e-6	-2.030600401e-7	-2.007411084e-7	7.000157557e-7	-1.885042896e-8	-3.119519737e-7	0.0
112.0	2.779151441e-6	-1.968735683e-7	-2.018479639e-7	6.98961973e-7	-1.833105044e-8	-3.278324209e-7	0.0
113.0	2.805491897e-6	-1.907958581e-7	-2.030083326e-7	6.971501945e-7	-1.779916419e-8	-3.441230678e-7	0.0
114.0	2.831374151e-6	-1.848410309e-7	-2.042211963e-7	6.946421708e-7	-1.725689717e-8	-3.607423816e-7	0.0
115.0	2.856755242e-6	-1.790226391e-7	-2.054855956e-7	6.915011907e-7	-1.670636335e-8	-3.776099746e-7	0.0
116.0	2.881594816e-6	-1.733536367e-7	-2.068006202e-7	6.87791652e-7	-1.614965546e-8	-3.946469954e-7	0.0
117.0	2.905855105e-6	-1.678463531e-7	-2.081653988e-7	6.835786391e-7	-1.558883717e-8	-4.117764965e-7	0.0
118.0	2.929500918e-6	-1.625124693e-7	-2.095790879e-7	6.789275119e-7	-1.502593558e-8	-4.289237774e-7	0.0
119.0	2.952499611e-6	-1.573629967e-7	-2.1104086e-7	6.739035062e-7	-1.44629342e-8	-4.460167021e-7	0.0
120.0	2.974821065e-6	-1.524082587e-7	-2.125498926e-7	6.685713491e-7	-1.390176633e-8	-4.62985989e-7	0.0
121.0	2.996437642e-6	-1.476578751e-7	-2.141053557e-7	6.629948918e-7	-1.334430893e-8	-4.797654739e-7	0.0
122.0	3.017324149e-6	-1.431207489e-7	-2.157064007e-7	6.572367621e-7	-1.279237691e-8	-4.96292344e-7	0.0
123.0	3.037457794e-6	-1.38805056e-7	-2.173521487e-7	6.513580369e-7	-1.224771797e-8	-5.125073433e-7	0.0
124.0	3.05681813e-6	-1.347182368e-7	-2.190416801e-7	6.454179377e-7	-1.171200783e-8	-5.2835495e-7	0.0
125.0	3.075387009e-6	-1.308669916e-7	-2.207740236e-7	6.394735494e-7	-1.118684606e-8	-5.437835238e-7	0.0
126.0	3.09314852e-6	-1.272572767e-7	-2.225481474e-7	6.335795647e-7	-1.067375233e-8	-5.587454259e-7	0.0
127.0	3.110088931e-6	-1.238943047e-7	-2.2436295e-7	6.27788053e-7	-1.017416316e-8	-5.731971101e-7	0.0
128.0	3.126196629e-6	-1.207825457e-7	-2.262172523e-7	6.221482565e-7	-9.68942919e-9	-5.870991857e-7	0.0
129.0	3.14146205e-6	-1.179257317e-7	-2.281097907e-7	6.167064128e-7	-9.220812867e-9	-6.004164552e-7	0.0
130.0	3.155877618e-6	-1.153268625e-7	-2.300392113e-7	6.115056037e-7	-8.769486683e-9	-6.131179239e-7	0.0
131.0	3.169437676e-6	-1.129882142e-7	-2.32004065e-7	6.065856317e-7	-8.336531806e-9	-6.25176786e-7	0.0
132.0	3.182138415e-6	-1.109113491e-7	-2.340028037e-7	6.019829222e-7	-7.922937187e-9	-6.365703861e-7	0.0
133.0	3.193977808e-6	-1.09097128e-7	-2.360337774e-7	5.977304519e-7	-7.529599089e-9	-6.47280158e-7	0.0
134.0	3.204955536e-6	-1.075457242e-7	-2.380952331e-7	5.938577034e-7	-7.157321036e-9	-6.572915425e-7	0.0
135.0	3.215072921e-6	-1.062566386e-7	-2.401853137e-7	5.903906436e-7	-6.806814148e-9	-6.665938848e-7	0.0
136.0	3.224332852e-6	-1.052287176e-7	-2.423020589e-7	5.873517262e-7	-6.478697863e-9	-6.75180314e-7	0.0
137.0	3.232739716e-6	-1.044601709e-7	-2.444434065e-7	5.847599174e-7	-6.173501007e-9	-6.830476054e-7	0.0
138.0	3.240299329e-6	-1.039485918e-7	-2.466071951e-7	5.826307419e-7	-5.891663195e-9	-6.901960274e-7	0.0
139.0	3.247018864e-6	-1.036909787e-7	-2.487911672e-7	5.809763506e-7	-5.63353655e-9	-6.966291754e-7	0.0
140.0	3.252906784e-6	-1.036837571e-7	-2.509929736e-7	5.798056058e-7	-5.399387708e-9	-7.023537929e-7	0.0
141.0	3.257972773e-6	-1.03922803e-7	-2.532101787e-7	5.791241847e-7	-5.189400083e-9	-7.073795825e-7	0.0
142.0	3.262227668e-6	-1.044034674e-7	-2.554402657e-7	5.78934698e-7	-5.003676378e-9	-7.117190089e-7	0.0
143.0	3.265683394e-6	-1.051206017e-7	-2.576806433e-7	5.792368236e-7	-4.842241309e-9	-7.153870937e-7	0.0
144.0	3.268352899e-6	-1.060685831e-7	-2.599286527e-7	5.800274517e-7	-4.705044527e-9	-7.184012059e-7	0.0
145.0	3.270250087e-6	-1.072413413e-7	-2.62181575e-7	5.813008423e-7	-4.591963699e-9	-7.207808477e-7	0.0
146.0	3.271389763e-6	-1.086323858e-7	-2.64436639e-7	5.830487908e-7	-4.502807751e-9	-7.225474381e-7	0.0
147.0	3.271787563e-6	-1.102348331e-7	-2.666910292e-7	5.852608026e-7	-4.437320222e-9	-7.237240965e-7	0.0
148.0	3.271459901e-6	-1.120414345e-7	-2.689418948e-7	5.879242725e-7	-4.395182719e-9	-7.243354254e-7	0.0
149.0	3.270423909e-6	-1.140446043e-7	-2.711863578e-7	5.910246699e-7	-4.376018463e-9	-7.244072964e-7	0.0
150.0	3.268697378e-6	-1.162364478e-7	-2.734215218e-7	5.945457262e-7	-4.379395878e-9	-7.239666387e-7	0.0
151.0	3.266298706e-6	-1.186087895e-7	-2.756444811e-7	5.984696239e-7	-4.404832227e-9	-7.230412319e-7	0.0
152.0	3.263246844e-6	-1.211532012e-7	-2.778523291e-7	6.027771867e-7	-4.451797272e-9	-7.216595046e-7	0.0
153.0	3.259561243e-6	-1.238610305e-7	-2.800421672e-7	6.07448067e-7	-4.519716927e-9	-7.198503393e-7	0.0
154.0	3.255261804e-6	-1.267234282e-7	-2.822111134e-7	6.124609325e-7	-4.607976895e-9	-7.176428846e-7	0.0
155.0	3.25036883e-6	-1.297313758e-7	-2.843563102e-7	6.177936478e-7	-4.715926281e-9	-7.150663763e-7	0.0
156.0	3.244902975e-6	-1.328757135e-7	-2.864749332e-7	6.234234519e-7	-4.84288115e-9	-7.121499666e-7	0.0
157.0	3.238885207e-6	-1.361471662e-7	-2.885641989e-7	6.293271304e-7	-4.988128029e-9	-7.089225638e-7	0.0
158.0	3.232336752e-6	-1.395363702e-7	-2.906213717e-7	6.354811804e-7	-5.150927338e-9	-7.054126812e-7	0.0
159.0	3.225279061e-6	-1.430338994e-7	-2.926437716e-7	6.418619681e-7	-5.33051673e-9	-7.016482979e-7	0.0
160.0	3.217733764e-6	-1.4663029e-7	-2.946287808e-7	6.48445879e-7	-5.526114347e-9	-6.976567291e-7	0.0
161.0	3.209722631e-6	-1.503160653e-7	-2.965738502e-7	6.552094577e-7	-5.736921958e-9	-6.934645093e-7	0.0
162.0	3.201267533e-6	-1.540817597e-7	-2.98476505e-7	6.621295405e-7	-5.962128001e-9	-6.890972856e-7	0.0
163.0	3.192390409e-6	-1.579179418e-7	-3.003343508e-7	6.691833765e-7	-6.200910491e-9	-6.84579723e-7	0.0
164.0	3.183113222e-6	-1.618152371e-7	-3.021450782e-7	6.7634874e-7	-6.452439822e-9	-6.799354217e-7	0.0
165.0	3.173457935e-6	-1.657643489e-7	-3.039064679e-7	6.836040321e-7	-6.715881423e-9	-6.751868454e-7	0.0
166.0	3.163446467e-6	-1.697560797e-7	-3.056163948e-7	6.909283719e-7	-6.990398297e-9	-6.703552606e-7	0.0
167.0	3.153100673e-6	-1.737813507e-7	-3.072728317e-7	6.98301677e-7	-7.275153411e-9	-6.654606879e-7	0.0
168.0	3.142442302e-6	-1.77831221e-7	-3.088738528e-7	7.057047346e-7	-7.569311959e-9	-6.605218638e-7	0.0
169.0	3.131492976e-6	-1.818969054e-7	-3.104176368e-7	7.131192614e-7	-7.87204349e-9	-6.555562125e-7	0.0
170.0	3.120274158e-6	-1.859697914e-7	-3.119024692e-7	7.205279534e-7	-8.182523887e-9	-6.505798288e-7	0.0
171.0	3.108807126e-6	-1.900414556e-7	-3.133267445e-7	7.279145264e-7	-8.499937221e-9	-6.456074698e-7	0.0
172.0	3.097112944e-6	-1.941036786e-7	-3.146889685e-7	7.352637464e-7	-8.823477467e-9	-6.406525565e-7	0.0
173.0	3.085212445e-6	-1.981484592e-7	-3.159877589e-7	7.425614509e-7	-9.152350084e-9	-6.357271837e-7	0.0
174.0	3.073126198e-6	-2.021680278e-7	-3.172218471e-7	7.497945614e-7	-9.485773467e-9	-6.308421384e-7	0.0
175.0	3.060874491e-6	-2.061548578e-7	-3.183900787e-7	7.569510878e-7	-9.822980277e-9	-6.260069252e-7	0.0
176.0	3.048477308e-6	-2.101016777e-7	-3.194914139e-7	7.640201242e-7	-1.016321864e-8	-6.212297995e-7	0.0
177.0	3.035954307e-6	-2.140014806e-7	-3.205249278e-7	7.70991838e-7	-1.050575323e-8	-6.165178066e-7	0.0
178.0	3.023324804e-6	-2.178475337e-7	-3.214898104e-7	7.778574521e-7	-1.084986624e-8	-6.118768262e-7	0.0
179.0	3.010607748e-6	-2.216333864e-7	-3.22385366e-7	7.8460922e-7	-1.119485826e-8	-6.073116232e-7	0.0
180.0	2.997821711e-6	-2.253528775e-7	-3.232110129e-7	7.912403963e-7	-1.154004899e-8	-6.028259016e-7	0.0
181.0	2.984984862e-6	-2.290001413e-7	-3.239662827e-7	7.977452015e-7	-1.188477796e-8	-5.984223634e-7	0.0
182.0	2.972114962e-6	-2.325696136e-7	-3.24650819e-7	8.041187822e-7	-1.222840504e-8	-5.9410277e-7	0.0
183.0	2.959229338e-6	-2.360560352e-7	-3.252643766e-7	8.103571674e-7	-1.257031093e-8	-5.898680068e-7	0.0
184.0	2.946344878e-6	-2.394544561e-7	-3.258068199e-7	8.164572216e-7	-1.290989757e-8	-5.857181493e-7	0.0
185.0	2.933478012e-6	-2.427602379e-7	-3.262781218e-7	8.224165952e-7	-1.324658846e-8	-5.816525313e-7	0.0
186.0	2.920644701e-6	-2.459690555e-7	-3.266783618e-7	8.282336717e-7	-1.357982887e-8	-5.776698136e-7	0.0
187.0	2.907860428e-6	-2.490768984e-7	-3.270077246e-7	8.339075146e-7	-1.390908606e-8	-5.737680531e-7	0.0
188.0	2.895140184e-6	-2.520800702e-7	-3.27266498e-7	8.394378122e-7	-1.423384935e-8	-5.69944772e-7	0.0
189.0	2.882498461e-6	-2.549751886e-7	-3.274550711e-7	8.448248216e-7	-1.455363025e-8	-5.661970263e-7	0.0
190.0	2.869949242e-6	-2.577591839e-7	-3.275739322e-7	8.500693131e-7	-1.486796241e-8	-5.625214735e-7	0.0
191.0	2.857505993e-6	-2.604292965e-7	-3.27623667e-7	8.551725145e-7	-1.517640162e-8	-5.589144381e-7	0.0
192.0	2.845181654e-6	-2.629830747e-7	-3.276049558e-7	8.601360556e-7	-1.547852571e-8	-5.553719766e-7	0.0
193.0	2.832988637e-6	-2.654183707e-7	-3.275185719e-7	8.649619147e-7	-1.577393449e-8	-5.518899387e-7	0.0
194.0	2.820938817e-6	-2.677333369e-7	-3.273653785e-7	8.696523653e-7	-1.606224953e-8	-5.484640278e-7	0.0
195.0	2.809043528e-6	-2.699264215e-7	-3.27146327e-7	8.742099256e-7	-1.634311405e-8	-5.450898568e-7	0.0
196.0	2.797313561e-6	-2.719963624e-7	-3.268624539e-7	8.786373093e-7	-1.66161927e-8	-5.417630029e-7	0.0
197.0	2.785759158e-6	-2.739421825e-7	-3.265148785e-7	8.829373785e-7	-1.688117131e-8	-5.384790575e-7	0.0
198.0	2.774390012e-6	-2.757631829e-7	-3.261048003e-7	8.871130997e-7	-1.713775671e-8	-5.352336736e-7	0.0
199.0	2.763215263e-6	-2.774589363e-7	-3.25633496e-7	8.911675018e-7	-1.738567643e-8	-5.320226097e-7	0.0
200.0	2.752243501e-6	-2.790292799e-7	-3.251023169e-7	8.951036373e-7	-1.762467844e-8	-5.288417693e-7	0.0
201.0	2.741482763e-6	-2.804743082e-7	-3.245126857e-7	8.989245462e-7	-1.785453087e-8	-5.256872378e-7	0.0
202.0	2.730940537e-6	-2.817943649e-7	-3.238660942e-7	9.026332233e-7	-1.807502173e-8	-5.225553145e-7	0.0
203.0	2.720623759e-6	-2.829900347e-7	-3.231640996e-7	9.062325877e-7	-1.828595861e-8	-5.194425417e-7	0.0
204.0	2.710538818e-6	-2.840621351e-7	-3.224083215e-7	9.097254564e-7	-1.848716835e-8	-5.163457295e-7	0.0
205.0	2.700691562e-6	-2.850117075e-7	-3.216004393e-7	9.131145206e-7	-1.867849679e-8	-5.132619769e-7	0.0
206.0	2.691087296e-6	-2.858400084e-7	-3.20742188e-7	9.164023248e-7	-1.885980837e-8	-5.101886895e-7	0.0
207.0	2.68173079e-6	-2.865485001e-7	-3.198353558e-7	9.195912498e-7	-1.90309859e-8	-5.071235932e-7	0.0
