# (1)t	# (2) P[3<--1](t)	# (3) P[3<--2](t)	# (4) P[3<--3](t)	# (5) P[3<--4](t)	# (6) P[3<--5](t)	# (7) P[3<--6](t)	# (8) P[3<--7](t)
23.0	0.0004672067317	0.0008064113465	0.0	-8.953415939e-5	3.992733794e-6	-4.137303323e-5	1.614787371e-5
24.0	0.0005012791001	0.0009411680267	0.0	-0.0001053701816	4.714918359e-6	-4.768249542e-5	1.878260113e-5
25.0	0.0005358232303	0.001090289696	0.0	-0.0001231180074	5.527704104e-6	-5.451621948e-5	2.168260845e-5
26.0	0.0005707793354	0.001254356359	0.0	-0.0001429010643	6.437410284e-6	-6.186657208e-5	2.485559426e-5
27.0	0.0006060938485	0.001433896103	0.0	-0.0001648419893	7.450336086e-6	-6.972067956e-5	2.83079524e-5
28.0	0.0006417197118	0.00162938159	0.0	-0.0001890620559	8.572720441e-6	-7.806047401e-5	3.204472694e-5
29.0	0.0006776166031	0.001841227072	0.0	-0.0002156805994	9.8107004e-6	-8.686280382e-5	3.60695817e-5
30.0	0.0007137511032	0.002069785928	0.0	-0.0002448144446	1.117026835e-5	-9.6099606e-5	4.038478411e-5
31.0	0.0007500968035	0.002315348711	0.0	-0.0002765773393	1.265722844e-5	-0.0001057381365	4.499120314e-5
32.0	0.0007866343572	0.002578141722	0.0	-0.0003110793953	1.427715251e-5	-0.0001157412541	4.988832056e-5
33.0	0.0008233514742	0.002858326083	0.0	-0.0003484265414	1.603533599e-5	-0.0001260677542	5.507425511e-5
34.0	0.000860242864	0.003155997299	0.0	-0.0003887199915	1.793675406e-5	-0.0001366727447	6.054579863e-5
35.0	0.0008973101285	0.003471185298	0.0	-0.0004320557307	1.998601856e-5	-0.0001475080619	6.62984634e-5
36.0	0.0009345616074	0.003803854924	0.0	-0.0004785240234	2.2187336e-5	-0.0001585227177	7.232653978e-5
37.0	0.0009720121801	0.004153906858	0.0	-0.000528208946	2.454446708e-5	-0.0001696633726	7.862316299e-5
38.0	0.001009683027	0.004521178946	0.0	-0.0005811879487	2.706068813e-5	-0.0001808748302	8.518038811e-5
39.0	0.001047601352	0.004905447902	0.0	-0.0006375314479	2.973875484e-5	-0.0001921005436	9.198927219e-5
40.0	0.001085800078	0.00530643136	0.0	-0.0006973024534	3.258086869e-5	-0.0002032831315	9.903996223e-5
41.0	0.001124317505	0.005723790244	0.0	-0.0007605562327	3.558864631e-5	-0.0002143648943	0.0001063217881
42.0	0.001163196943	0.006157131421	0.0	-0.0008273400151	3.876309222e-5	-0.0002252883274	0.0001138233591
43.0	0.001202486331	0.006606010607	0.0	-0.0008976927378	4.21045752e-5	-0.0002359966242	0.000121532663
44.0	0.00124223783	0.007069935499	0.0	-0.0009716448357	4.561280845e-5	-0.0002464341644	0.0001294371671
45.0	0.001282507398	0.00754836909	0.0	-0.001049218078	4.92868339e-5	-0.0002565469833	0.000137523919
46.0	0.001323354366	0.008040733144	0.0	-0.001130425448	5.312501079e-5	-0.0002662832162	0.0001457796476
47.0	0.00136484099	0.008546411796	0.0	-0.001215271079	5.71250086e-5	-0.0002755935152	0.0001541908622
48.0	0.001407032017	0.009064755244	0.0	-0.00130375023	6.128380452e-5	-0.000284431435	0.0001627439495
49.0	0.001449994228	0.00959508351	0.0	-0.001395849313	6.559768549e-5	-0.000292753783	0.0001714252678
50.0	0.001493796002	0.01013669023	0.0	-0.001491545975	7.006225475e-5	-0.0003005209338	0.0001802212364
51.0	0.001538506873	0.01068884647	0.0	-0.001590809217	7.467244303e-5	-0.0003076971034	0.0001891184219
52.0	0.001584197097	0.01125080451	0.0	-0.001693599572	7.942252409e-5	-0.0003142505835	0.0001981036183
53.0	0.001630937229	0.01182180156	0.0	-0.001799869324	8.430613471e-5	-0.0003201539342	0.0002071639222
54.0	0.00167879771	0.01240106352	0.0	-0.001909562767	8.931629885e-5	-0.0003253841345	0.000216286802
55.0	0.001727848469	0.01298780849	0.0	-0.002022616516	9.444545578e-5	-0.0003299226905	0.0002254601607
56.0	0.001778158541	0.01358125035	0.0	-0.002138959851	9.968549213e-5	-0.0003337557024	0.0002346723926
57.0	0.001829795701	0.01418060209	0.0	-0.002258515103	0.0001050277773	-0.0003368738898	0.0002439124327
58.0	0.001882826118	0.01478507907	0.0	-0.002381198077	0.0001104632024	-0.0003392725777	0.0002531698002
59.0	0.001937314023	0.01539390215	0.0	-0.002506918496	0.0001159822216	-0.0003409516444	0.0002624346346
60.0	0.00199332141	0.01600630057	0.0	-0.00263558049	0.0001215748972	-0.0003419154324	0.0002716977258
61.0	0.002050907745	0.01662151478	0.0	-0.0027670831	0.0001272309455	-0.0003421726262	0.0002809505366
62.0	0.002110129706	0.01723879901	0.0	-0.002901320804	0.0001329397858	-0.0003417360972	0.0002901852202
63.0	0.002171040944	0.0178574237	0.0	-0.003038184068	0.0001386905904	-0.0003406227201	0.0002993946307
64.0	0.002233691864	0.01847667771	0.0	-0.003177559901	0.0001444723359	-0.0003388531627	0.0003085723273
65.0	0.002298129435	0.01909587037	0.0	-0.003319332434	0.0001502738554	-0.0003364516526	0.0003177125744
66.0	0.002364397015	0.01971433335	0.0	-0.003463383495	0.000156083891	-0.0003334457227	0.000326810335
67.0	0.002432534208	0.02033142227	0.0	-0.00360959319	0.000161891146	-0.0003298659402	0.0003358612601
68.0	0.002502576737	0.02094651821	0.0	-0.003757840485	0.0001676843379	-0.0003257456208	0.0003448616736
69.0	0.002574556345	0.02155902899	0.0	-0.003908003785	0.0001734522491	-0.0003211205318	0.000353808553
70.0	0.00264850071	0.02216839023	0.0	-0.004059961501	0.0001791837782	-0.000316028587	0.0003626995068
71.0	0.002724433387	0.02277406632	0.0	-0.004213592605	0.0001848679888	-0.0003105095367	0.0003715327482
72.0	0.002802373772	0.02337555111	0.0	-0.00436877718	0.0001904941573	-0.0003046046555	0.000380307067
73.0	0.00288233708	0.02397236856	0.0	-0.004525396938	0.0001960518183	-0.0002983564298	0.0003890217987
74.0	0.002964334345	0.02456407305	0.0	-0.004683335733	0.0002015308082	-0.0002918082491	0.0003976767917
75.0	0.003048372438	0.02515024975	0.0	-0.004842480033	0.0002069213062	-0.0002850041031	0.0004062723736
76.0	0.003134454102	0.02573051467	0.0	-0.005002719387	0.0002122138729	-0.0002779882855	0.000414809316
77.0	0.003222578	0.02630451466	0.0	-0.005163946843	0.0002173994852	-0.0002708051089	0.000423288799
78.0	0.003312738783	0.02687192727	0.0	-0.005326059357	0.0002224695695	-0.0002634986308	0.0004317123756
79.0	0.003404927165	0.02743246043	0.0	-0.005488958153	0.0002274160309	-0.0002561123935	0.0004400819356
80.0	0.003499130018	0.02798585216	0.0	-0.005652549061	0.0002322312793	-0.0002486891784	0.0004483996707
81.0	0.003595330476	0.02853186999	0.0	-0.005816742819	0.0002369082522	-0.000241270777	0.00045666804
82.0	0.003693508045	0.02907031045	0.0	-0.005981455337	0.0002414404347	-0.0002338977789	0.000464889736
83.0	0.00379363873	0.02960099839	0.0	-0.00614660793	0.0002458218753	-0.0002266093784	0.0004730676526
84.0	0.003895695163	0.03012378622	0.0	-0.006312127513	0.0002500471988	-0.0002194431985	0.0004812048541
85.0	0.003999646749	0.03063855315	0.0	-0.006477946763	0.0002541116159	-0.0002124351355	0.0004893045459
86.0	0.004105459805	0.03114520431	0.0	-0.00664400424	0.0002580109292	-0.0002056192221	0.0004973700463
87.0	0.004213097715	0.03164366982	0.0	-0.006810244482	0.0002617415365	-0.0001990275098	0.0005054047616
88.0	0.004322521086	0.03213390386	0.0	-0.006976618055	0.0002653004303	-0.000192689971	0.0005134121612
89.0	0.004433687905	0.0326158837	0.0	-0.007143081578	0.000268685195	-0.0001866344198	0.0005213957564
90.0	0.004546553707	0.03308960862	0.0	-0.007309597714	0.0002718940007	-0.0001808864507	0.0005293590802
91.0	0.004661071733	0.03355509896	0.0	-0.007476135125	0.0002749255949	-0.0001754693966	0.0005373056693
92.0	0.0047771931	0.03401239499	0.0	-0.007642668402	0.0002777792904	-0.0001704043025	0.0005452390482
93.0	0.004894866967	0.0344615559	0.0	-0.007809177966	0.0002804549527	-0.0001657099163	0.0005531627156
94.0	0.005014040698	0.03490265871	0.0	-0.007975649941	0.0002829529833	-0.0001614026952	0.0005610801318
95.0	0.005134660032	0.03533579722	0.0	-0.008142076001	0.0002852743019	-0.0001574968261	0.0005689947091
96.0	0.005256669244	0.03576108097	0.0	-0.008308453197	0.0002874203273	-0.0001540042601	0.0005769098029
97.0	0.005380011308	0.03617863416	0.0	-0.008474783762	0.000289392955	-0.0001509347586	0.0005848287051
98.0	0.005504628054	0.03658859466	0.0	-0.008641074896	0.0002911945354	-0.0001482959513	0.000592754639
99.0	0.005630460331	0.03699111295	0.0	-0.008807338532	0.000292827849	-0.0001460934035	0.0006006907553
100.0	0.005757448155	0.0373863512	0.0	-0.008973591089	0.0002942960815	-0.0001443306936	0.0006086401297
101.0	0.00588553086	0.03777448223	0.0	-0.009139853215	0.0002956027982	-0.0001430094966	0.0006166057618
102.0	0.006014647247	0.03815568861	0.0	-0.009306149512	0.0002967519168	-0.0001421296759	0.0006245905744
103.0	0.006144735723	0.03853016173	0.0	-0.009472508257	0.0002977476807	-0.0001416893793	0.0006325974145
104.0	0.006275734439	0.03889810095	0.0	-0.009638961112	0.0002985946315	-0.0001416851402	0.0006406290546
105.0	0.006407581422	0.03925971269	0.0	-0.009805542834	0.0002992975814	-0.0001421119818	0.000648688195
106.0	0.006540214708	0.03961520964	0.0	-0.009972290974	0.0002998615859	-0.0001429635233	0.000656777466
107.0	0.006673572457	0.03996480999	0.0	-0.01013924558	0.0003002919163	-0.0001442320885	0.0006648994314
108.0	0.006807593079	0.04030873663	0.0	-0.01030644891	0.0003005940327	-0.0001459088134	0.0006730565913
109.0	0.006942215341	0.04064721645	0.0	-0.01047394512	0.0003007735579	-0.0001479837552	0.0006812513859
110.0	0.007077378479	0.04098047965	0.0	-0.01064177995	0.0003008362506	-0.0001504459985	0.0006894861989
111.0	0.007213022297	0.04130875907	0.0	-0.0108100005	0.0003007879811	-0.0001532837608	0.0006977633612
112.0	0.00734908727	0.04163228958	0.0	-0.01097865488	0.0003006347061	-0.0001564844952	0.0007060851537
113.0	0.00748551463	0.04195130744	0.0	-0.01114779196	0.0003003824454	-0.0001600349903	0.0007144538114
114.0	0.007622246457	0.04226604981	0.0	-0.01131746111	0.0003000372593	-0.0001639214663	0.0007228715254
115.0	0.007759225762	0.04257675415	0.0	-0.01148771192	0.0002996052264	-0.0001681296676	0.0007313404461
116.0	0.007896396561	0.04288365775	0.0	-0.01165859395	0.0002990924239	-0.000172644951	0.0007398626853
117.0	0.008033703951	0.04318699724	0.0	-0.01183015653	0.000298504907	-0.0001774523691	0.0007484403178
118.0	0.008171094172	0.04348700815	0.0	-0.01200244846	0.0002978486913	-0.00018253675	0.0007570753832
119.0	0.008308514679	0.0437839245	0.0	-0.01217551788	0.0002971297353	-0.0001878827708	0.0007657698864
120.0	0.00844591419	0.04407797836	0.0	-0.01234941197	0.0002963539242	-0.000193475027	0.0007745257981
121.0	0.008583242746	0.04436939953	0.0	-0.01252417684	0.0002955270551	-0.0001992980967	0.000783345055
122.0	0.00872045176	0.04465841518	0.0	-0.01269985731	0.0002946548233	-0.0002053365999	0.0007922295592
123.0	0.008857494058	0.04494524948	0.0	-0.01287649675	0.0002937428096	-0.0002115752523	0.0008011811768
124.0	0.008994323927	0.04523012337	0.0	-0.01305413692	0.0002927964686	-0.0002179989151	0.0008102017369
125.0	0.009130897143	0.04551325421	0.0	-0.01323281783	0.0002918211189	-0.0002245926392	0.0008192930295
126.0	0.009267171011	0.04579485556	0.0	-0.01341257764	0.0002908219333	-0.0002313417052	0.0008284568032
127.0	0.009403104394	0.04607513689	0.0	-0.0135934525	0.0002898039306	-0.0002382316592	0.0008376947624
128.0	0.009538657734	0.04635430341	0.0	-0.01377547647	0.0002887719688	-0.0002452483441	0.0008470085646
129.0	0.009673793079	0.0466325558	0.0	-0.01395868144	0.0002877307381	-0.0002523779265	0.0008563998166
130.0	0.009808474097	0.04691009003	0.0	-0.01414309703	0.0002866847563	-0.000259606921	0.000865870071
131.0	0.009942666098	0.0471870972	0.0	-0.01432875052	0.0002856383637	-0.0002669222096	0.0008754208228
132.0	0.01007633604	0.04746376337	0.0	-0.01451566681	0.0002845957196	-0.0002743110588	0.0008850535048
133.0	0.01020945254	0.04774026934	0.0	-0.01470386837	0.0002835607999	-0.0002817611336	0.0008947694837
134.0	0.01034198589	0.04801679062	0.0	-0.01489337522	0.000282537394	-0.0002892605079	0.0009045700559
135.0	0.01047390805	0.0482934972	0.0	-0.01508420484	0.0002815291044	-0.0002967976736	0.0009144564432
136.0	0.01060519263	0.04857055348	0.0	-0.01527637225	0.000280539345	-0.0003043615466	0.0009244297885
137.0	0.01073581495	0.04884811817	0.0	-0.01546988991	0.0002795713411	-0.000311941471	0.0009344911515
138.0	0.01086575195	0.04912634414	0.0	-0.0156647678	0.0002786281299	-0.0003195272212	0.0009446415046
139.0	0.01099498227	0.04940537842	0.0	-0.01586101336	0.0002777125612	-0.0003271090032	0.000954881729
140.0	0.01112348618	0.04968536205	0.0	-0.01605863156	0.0002768272983	-0.0003346774539	0.0009652126103
141.0	0.01125124557	0.04996643004	0.0	-0.01625762488	0.0002759748199	-0.0003422236388	0.0009756348357
142.0	0.011378244	0.05024871133	0.0	-0.01645799339	0.0002751574222	-0.0003497390497	0.0009861489897
143.0	0.01150446661	0.05053232871	0.0	-0.01665973472	0.0002743772209	-0.0003572156007	0.0009967555512
144.0	0.01162990012	0.05081739881	0.0	-0.01686284415	0.0002736361542	-0.0003646456239	0.001007454891
145.0	0.01175453287	0.05110403205	0.0	-0.01706731465	0.0002729359855	-0.0003720218641	0.001018247268
146.0	0.0118783547	0.05139233264	0.0	-0.01727313692	0.0002722783063	-0.0003793374734	0.001029132828
147.0	0.01200135702	0.05168239854	0.0	-0.01748029943	0.0002716645402	-0.0003865860054	0.001040111601
148.0	0.01212353272	0.05197432149	0.0	-0.01768878851	0.0002710959457	-0.0003937614083	0.001051183502
149.0	0.01224487617	0.05226818697	0.0	-0.0178985884	0.0002705736204	-0.000400858019	0.001062348324
150.0	0.0123653832	0.05256407426	0.0	-0.01810968129	0.0002700985048	-0.0004078705563	0.001073605742
151.0	0.01248505107	0.05286205643	0.0	-0.01832204744	0.000269671386	-0.0004147941133	0.001084955314
152.0	0.0126038784	0.05316220038	0.0	-0.01853566519	0.0002692929019	-0.0004216241514	0.001096396473
153.0	0.01272186519	0.05346456686	0.0	-0.01875051109	0.0002689635455	-0.0004283564924	0.001107928535
154.0	0.01283901277	0.05376921054	0.0	-0.01896655994	0.0002686836691	-0.0004349873116	0.001119550697
155.0	0.01295532373	0.05407618003	0.0	-0.01918378485	0.0002684534886	-0.0004415131304	0.001131262034
156.0	0.01307080196	0.05438551798	0.0	-0.01940215737	0.000268273088	-0.000447930809	0.001143061508
157.0	0.01318545252	0.05469726112	0.0	-0.01962164754	0.0002681424235	-0.0004542375391	0.001154947962
158.0	0.01329928169	0.05501144031	0.0	-0.01984222394	0.0002680613286	-0.0004604308359	0.001166920125
159.0	0.01341229685	0.05532808068	0.0	-0.02006385383	0.0002680295182	-0.0004665085309	0.001178976616
160.0	0.01352450652	0.05564720167	0.0	-0.02028650318	0.0002680465933	-0.0004724687635	0.001191115943
161.0	0.01363592025	0.05596881716	0.0	-0.02051013679	0.0002681120457	-0.0004783099738	0.001203336508
162.0	0.01374654863	0.05629293554	0.0	-0.02073471834	0.0002682252626	-0.0004840308938	0.001215636607
163.0	0.0138564032	0.05661955984	0.0	-0.02096021049	0.0002683855314	-0.0004896305396	0.001228014439
164.0	0.01396549646	0.05694868784	0.0	-0.02118657496	0.000268592044	-0.0004951082024	0.001240468102
165.0	0.01407384178	0.05728031219	0.0	-0.02141377261	0.0002688439022	-0.0005004634402	0.001252995604
166.0	0.01418145339	0.05761442055	0.0	-0.02164176351	0.0002691401219	-0.0005056960688	0.00126559486
167.0	0.01428834632	0.05795099569	0.0	-0.02187050705	0.0002694796378	-0.0005108061525	0.001278263701
168.0	0.01439453634	0.05829001569	0.0	-0.02209996198	0.0002698613088	-0.0005157939945	0.001290999876
169.0	0.01450003994	0.05863145401	0.0	-0.02233008652	0.000270283922	-0.000520660128	0.001303801056
170.0	0.0146048743	0.0589752797	0.0	-0.02256083844	0.0002707461982	-0.0005254053055	0.00131666484
171.0	0.01470905718	0.05932145752	0.0	-0.02279217511	0.0002712467958	-0.000530030489	0.001329588757
172.0	0.01481260694	0.05966994814	0.0	-0.0230240536	0.0002717843166	-0.00053453684	0.001342570273
173.0	0.01491554248	0.06002070823	0.0	-0.02325643077	0.0002723573096	-0.0005389257084	0.001355606794
174.0	0.01501788315	0.06037369071	0.0	-0.02348926329	0.0002729642764	-0.0005431986224	0.001368695672
175.0	0.01511964878	0.06072884486	0.0	-0.02372250778	0.0002736036755	-0.0005473572771	0.001381834207
176.0	0.01522085956	0.06108611653	0.0	-0.02395612082	0.0002742739272	-0.0005514035239	0.001395019655
177.0	0.01532153604	0.0614454483	0.0	-0.02419005909	0.0002749734181	-0.000555339359	0.001408249233
178.0	0.01542169908	0.06180677967	0.0	-0.02442427936	0.0002757005058	-0.0005591669125	0.001421520118
179.0	0.01552136981	0.06217004721	0.0	-0.02465873862	0.0002764535235	-0.0005628884373	0.00143482946
180.0	0.01562056955	0.06253518481	0.0	-0.02489339413	0.0002772307841	-0.0005665062974	0.00144817438
181.0	0.01571931981	0.06290212379	0.0	-0.02512820344	0.0002780305852	-0.0005700229571	0.00146155198
182.0	0.01581764224	0.06327079313	0.0	-0.02536312453	0.000278851213	-0.0005734409696	0.00147495934
183.0	0.01591555855	0.06364111966	0.0	-0.02559811581	0.0002796909468	-0.0005767629663	0.001488393534
184.0	0.01601309053	0.06401302821	0.0	-0.02583313618	0.0002805480628	-0.0005799916455	0.001501851623
185.0	0.01611025996	0.06438644183	0.0	-0.02606814513	0.0002814208388	-0.0005831297621	0.001515330666
186.0	0.01620708858	0.06476128198	0.0	-0.02630310275	0.0002823075575	-0.0005861801169	0.001528827725
187.0	0.01630359809	0.06513746869	0.0	-0.02653796979	0.0002832065109	-0.0005891455468	0.001542339865
188.0	0.01639981004	0.06551492076	0.0	-0.02677270771	0.0002841160036	-0.0005920289142	0.001555864163
189.0	0.01649574586	0.06589355594	0.0	-0.02700727876	0.0002850343568	-0.0005948330985	0.001569397707
190.0	0.0165914268	0.06627329113	0.0	-0.02724164596	0.0002859599112	-0.0005975609859	0.001582937606
191.0	0.01668687388	0.06665404251	0.0	-0.0274757732	0.000286891031	-0.0006002154615	0.001596480991
192.0	0.01678210787	0.06703572578	0.0	-0.02770962523	0.0002878261065	-0.0006027994006	0.001610025016
193.0	0.01687714929	0.0674182563	0.0	-0.02794316775	0.0002887635577	-0.0006053156608	0.001623566869
194.0	0.01697201829	0.06780154925	0.0	-0.02817636739	0.0002897018365	-0.000607767075	0.00163710377
195.0	0.01706673473	0.06818551982	0.0	-0.02840919178	0.00029063943	-0.0006101564443	0.001650632977
196.0	0.01716131806	0.06857008338	0.0	-0.02864160955	0.0002915748625	-0.0006124865316	0.001664151787
197.0	0.01725578735	0.0689551556	0.0	-0.02887359038	0.0002925066985	-0.0006147600562	0.001677657545
198.0	0.01735016124	0.06934065266	0.0	-0.02910510502	0.0002934335442	-0.000616979688	0.001691147642
199.0	0.01744445792	0.06972649137	0.0	-0.02933612528	0.0002943540502	-0.0006191480435	0.00170461952
200.0	0.0175386951	0.07011258931	0.0	-0.02956662408	0.0002952669128	-0.0006212676809	0.001718070676
201.0	0.01763289	0.07049886498	0.0	-0.02979657548	0.000296170876	-0.0006233410971	0.001731498665
202.0	0.01772705933	0.07088523796	0.0	-0.03002595463	0.0002970647329	-0.0006253707244	0.001744901099
203.0	0.01782121923	0.07127162902	0.0	-0.03025473785	0.0002979473268	-0.0006273589279	0.001758275658
204.0	0.01791538534	0.07165796022	0.0	-0.03048290259	0.000298817553	-0.0006293080036	0.001771620083
205.0	0.01800957269	0.07204415509	0.0	-0.03071042746	0.0002996743589	-0.0006312201769	0.001784932186
206.0	0.01810379573	0.0724301387	0.0	-0.03093729221	0.0003005167456	-0.0006330976015	0.001798209849
207.0	0.01819806833	0.07281583778	0.0	-0.03116347777	0.000301343768	-0.0006349423589	0.001811451027
208.0	0.01829240373	0.07320118083	0.0	-0.0313889662	0.0003021545357	-0.0006367564583	0.001824653749
209.0	0.01838681456	0.07358609821	0.0	-0.03161374073	0.000302948213	-0.0006385418369	0.001837816121
210.0	0.01848131282	0.07397052223	0.0	-0.03183778571	0.0003037240191	-0.0006403003604	0.001850936329
211.0	0.01857590986	0.07435438723	0.0	-0.03206108664	0.0003044812284	-0.0006420338243	0.001864012639
212.0	0.01867061641	0.07473762969	0.0	-0.03228363014	0.0003052191701	-0.0006437439552	0.001877043397
213.0	0.01876544252	0.07512018825	0.0	-0.03250540394	0.0003059372283	-0.0006454324124	0.001890027036
214.0	0.01886039762	0.0755020038	0.0	-0.03272639689	0.000306634841	-0.0006471007897	0.00190296207
215.0	0.01895549045	0.07588301957	0.0	-0.03294659889	0.0003073115003	-0.0006487506179	0.001915847099
216.0	0.01905072912	0.07626318114	0.0	-0.03316600092	0.0003079667513	-0.0006503833669	0.001928680813
217.0	0.01914612107	0.07664243648	0.0	-0.03338459501	0.0003086001917	-0.0006520004482	0.001941461985
218.0	0.01924167309	0.07702073605	0.0	-0.03360237421	0.0003092114705	-0.0006536032179	0.001954189478
219.0	0.01933739133	0.07739803278	0.0	-0.0338193326	0.0003098002877	-0.0006551929789	0.001966862243
220.0	0.01943328127	0.07777428211	0.0	-0.03403546519	0.0003103663928	-0.0006567709842	0.001979479318
221.0	0.01952934776	0.07814944202	0.0	-0.03425076801	0.0003109095838	-0.0006583384394	0.001992039832
222.0	0.01962559502	0.07852347306	0.0	-0.03446523799	0.0003114297063	-0.000659896506	0.002004543001
223.0	0.01972202662	0.07889633833	0.0	-0.03467887296	0.0003119266517	-0.0006614463036	0.002016988129
224.0	0.01981864553	0.07926800351	0.0	-0.03489167165	0.0003124003567	-0.0006629889136	0.002029374608
225.0	0.0199154541	0.07963843685	0.0	-0.03510363364	0.0003128508011	-0.0006645253811	0.002041701919
226.0	0.02001245408	0.08000760918	0.0	-0.03531475933	0.0003132780071	-0.0006660567178	0.002053969627
227.0	0.02010964662	0.08037549386	0.0	-0.03552504993	0.0003136820373	-0.0006675839048	0.002066177384
228.0	0.02020703232	0.08074206682	0.0	-0.03573450741	0.0003140629936	-0.0006691078948	0.002078324926
229.0	0.02030461119	0.0811073065	0.0	-0.03594313448	0.0003144210158	-0.0006706296143	0.002090412074
230.0	0.0204023827	0.08147119382	0.0	-0.03615093455	0.0003147562796	-0.0006721499658	0.002102438729
231.0	0.02050034577	0.08183371221	0.0	-0.03635791173	0.0003150689954	-0.0006736698295	0.002114404875
232.0	0.02059849881	0.08219484748	0.0	-0.03656407076	0.0003153594068	-0.0006751900655	0.002126310571
233.0	0.02069683973	0.08255458788	0.0	-0.03676941702	0.0003156277889	-0.0006767115148	0.002138155959
234.0	0.02079536594	0.08291292399	0.0	-0.03697395645	0.0003158744466	-0.0006782350009	0.002149941251
235.0	0.02089407439	0.08326984872	0.0	-0.03717769557	0.0003160997135	-0.0006797613313	0.002161666736
236.0	0.02099296155	0.08362535722	0.0	-0.03738064144	0.00031630395	-0.0006812912975	0.002173332772
237.0	0.02109202349	0.08397944687	0.0	-0.0375828016	0.0003164875418	-0.0006828256769	0.002184939787
238.0	0.02119125583	0.08433211718	0.0	-0.03778418406	0.0003166508986	-0.0006843652324	0.002196488277
239.0	0.0212906538	0.08468336977	0.0	-0.03798479728	0.0003167944523	-0.0006859107133	0.0022079788
240.0	0.02139021226	0.08503320829	0.0	-0.03818465013	0.0003169186556	-0.0006874628553	0.002219411976
241.0	0.02148992569	0.08538163838	0.0	-0.03838375187	0.0003170239808	-0.0006890223804	0.002230788486
242.0	0.02158978824	0.08572866757	0.0	-0.03858211211	0.0003171109181	-0.0006905899968	0.002242109065
243.0	0.02168979374	0.08607430523	0.0	-0.03877974078	0.0003171799743	-0.0006921663984	0.002253374504
244.0	0.02178993571	0.08641856251	0.0	-0.03897664814	0.0003172316713	-0.0006937522648	0.002264585643
245.0	0.02189020739	0.08676145226	0.0	-0.0391728447	0.000317266545	-0.0006953482597	0.002275743372
246.0	0.02199060175	0.08710298894	0.0	-0.03936834122	0.0003172851436	-0.0006969550312	0.002286848623
247.0	0.02209111153	0.08744318859	0.0	-0.03956314871	0.0003172880269	-0.00069857321	0.002297902373
248.0	0.02219172924	0.08778206872	0.0	-0.03975727835	0.0003172757643	-0.0007002034092	0.002308905637
