#t	#1	#2	#3	#4	#5	#6	#7
31.0	6.347274233200066e-5	-1.2294503575405274e-5	3.310543646559746e-5	0.0	1.933159979710453e-6	9.738947530469409e-6	6.541108518687159e-6
32.0	6.46644344763223e-5	-1.3295155878229787e-5	3.5898675454129255e-5	0.0	1.8730944761091084e-6	1.0481991023378324e-5	7.01654114964609e-6
33.0	6.577684541050537e-5	-1.4329236639568378e-5	3.879561675124626e-5	0.0	1.7746047362280697e-6	1.1240120633193207e-5	7.495553803605307e-6
34.0	6.680830573047959e-5	-1.5394809811008773e-5	4.179128346914947e-5	0.0	1.6336062138460488e-6	1.2010595084839861e-5	7.975377021609244e-6
35.0	6.775732494244645e-5	-1.6489781454789144e-5	4.488019498597674e-5	0.0	1.4460116845393949e-6	1.2790535981147677e-5	8.45309831766576e-6
36.0	6.862260459409111e-5	-1.7611906129585117e-5	4.80563903438163e-5	0.0	1.2077653068139477e-6	1.3576944881625028e-5	8.925678559648263e-6
37.0	6.94030503496198e-5	-1.8758793899158e-5	5.1313454955642524e-5	0.0	9.148780797561889e-7	1.4366721595133992e-5	9.389969941137749e-6
38.0	7.009778289104773e-5	-1.9927917973320097e-5	5.464455050169942e-5	0.0	5.634644011078824e-7	1.5156683555964175e-5	9.842735418254458e-6
39.0	7.07061475539858e-5	-2.111662298913821e-5	5.8042447876627276e-5	0.0	1.4977943341066584e-7	1.594358615067775e-5	1.028066947887876e-5
40.0	7.122772262348835e-5	-2.23221339405322e-5	6.14995630417602e-5	0.0	-3.2974301001512536e-7	1.672414386391012e-5	1.0700420109896758e-5
41.0	7.166232621046858e-5	-2.354156573596106e-5	6.500799551739691e-5	0.0	-8.784524562836819e-7	1.7495052047909295e-5	1.1098611758821485e-5
42.0	7.201002166689367e-5	-2.4771933382611595e-5	6.855956932197138e-5	0.0	-1.499443945305394e-6	1.8253009170109333e-5	1.1471869134223725e-5
43.0	7.2271121497939e-5	-2.601016276979286e-5	7.214587606101043e-5	0.0	-2.1955207750300583e-6	1.899473934059449e-5	1.1816841630857209e-5
44.0	7.244618975047464e-5	-2.7253102020039936e-5	7.57583198563458e-5	0.0	-2.969158199057295e-6	1.9717014924059504e-5	1.2130228163967626e-5
45.0	7.253604287458408e-5	-2.8497533361406404e-5	7.938816375572332e-5	0.0	-3.822468473157853e-6	2.041667902492493e-5	1.2408802175473427e-5
46.0	7.25417490654976e-5	-2.974018550033534e-5	8.302657737203697e-5	0.0	-4.757167556921572e-6	2.1090667691190453e-5	1.2649436635634262e-5
47.0	7.246462610726665e-5	-3.097774641767295e-5	8.666468529252152e-5	0.0	-5.774543909252749e-6	2.1736031591148263e-5	1.2849128757657035e-5
48.0	7.230623774817958e-5	-3.2206876548124194e-5	9.029361595703439e-5	0.0	-6.87542968870536e-6	2.2349956997976723e-5	1.3005024230447555e-5
49.0	7.20683886504423e-5	-3.342422227634562e-5	9.39045506138367e-5	0.0	-8.06017471517734e-6	2.2929785882265582e-5	1.3114440731701994e-5
50.0	7.175311796914978e-5	-3.462642967932742e-5	9.748877196645227e-5	0.0	-9.328623521317929e-6	2.3473034924306994e-5	1.3174890492748741e-5
51.0	7.136269163174187e-5	-3.581015843361218e-5	0.00010103771210752453	0.0	-1.0680095798870597e-5	2.3977413262483294e-5	1.3184101686875557e-5
52.0	7.08995933841517e-5	-3.6972095824798574e-5	0.00010454299941950118	0.0	-1.2113370487338949e-5	2.4440838833766425e-5	1.3140038456750106e-5
53.0	7.036651468469674e-5	-3.810897077814508e-5	0.00010799650407564972	0.0	-1.3626673749168403e-5	2.486145315326798e-5	1.3040919381832908e-5
54.0	6.976634353753166e-5	-3.921756782203179e-5	0.00011139038177380537	0.0	-1.521767104307558e-5	2.523763439064547e-5	1.2885234195319263e-5
55.0	6.910215234788041e-5	-4.0294740914348094e-5	0.0001147171154134365	0.0	-1.6883463459634806e-5	2.5568008635851887e-5	1.2671758599222848e-5
56.0	6.837718490055143e-5	-4.133742704281155e-5	0.00011796955438806196	0.0	-1.86205884566486e-5	2.585145924636928e-5	1.2399567020799594e-5
57.0	6.759484256546673e-5	-4.234265951507994e-5	0.00012114095120620032	0.0	-2.042502507916879e-5	2.6087134194803703e-5	1.2068043182025317e-5
58.0	6.675866984151024e-5	-4.3307580853407254e-5	0.0001242249951785961	0.0	-2.2292203693594248e-5	2.6274451358851752e-5	1.167688837789465e-5
59.0	6.587233931511356e-5	-4.422945523955479e-5	0.00012721584300649617	0.0	-2.4217020261403173e-5	2.6413101720830705e-5	1.1226127392251933e-5
60.0	6.49396361715532e-5	-4.510568040720406e-5	0.0001301081460078457	0.0	-2.6193855081135873e-5	2.6503050449261976e-5	1.0716111975779903e-5
61.0	6.396444233898689e-5	-4.593379892962121e-5	0.0001328970738637016	0.0	-2.821659594216732e-5	2.6544535865951888e-5	1.0147521854371874e-5
62.0	6.295072037663516e-5	-4.671150882801946e-5	0.00013557833473527232	0.0	-3.0278665559932962e-5	2.6538066316148193e-5	9.521363247218413e-6
63.0	6.190249721114622e-5	-4.743667343648842e-5	0.00013814819165201904	0.0	-3.237305312055967e-5	2.6484414983401235e-5	8.838964902918856e-6
64.0	6.082384783283912e-5	-4.810733046095622e-5	0.0001406034751061877	0.0	-3.449234969143816e-5	2.638461271932883e-5	8.101971695009199e-6
65.0	5.9718879023477894e-5	-4.8721700194220824e-5	0.00014294159184319237	0.0	-3.6628787304182916e-5	2.6239938956583672e-5	7.312335821540218e-6
66.0	5.859171322591622e-5	-4.927819283220822e-5	0.0001451605298400926	0.0	-3.8774281386199496e-5	2.605191081075356e-5	6.472305693543832e-6
67.0	5.744647263906649e-5	-4.9775414854474514e-5	0.00014725885950835096	0.0	-4.092047623923234e-5	2.5822270480131776e-5	5.584412605695193e-6
68.0	5.6287263616690046e-5	-5.021217443747923e-5	0.0001492357311827227	0.0	-4.3058793239563655e-5	2.5552971064354878e-5	4.651455298551636e-6
69.0	5.511816145474023e-5	-5.0587485871876094e-5	0.0001510908689889653	0.0	-4.5180481373451175e-5	2.524616094636654e-5	3.6764825511017047e-6
70.0	5.3943195644770616e-5	-5.090057296472084e-5	0.00015282456121941588	0.0	-4.72766696957706e-5	2.4904166896441123e-5	2.6627739631759985e-6
71.0	5.276633566202349e-5	-5.115087141680784e-5	0.00015443764737503994	0.0	-4.933842128770325e-5	2.4529476065644397e-5	1.6138191018540337e-6
72.0	5.1591477329097216e-5	-5.133803017255152e-5	0.0001559315020221126	0.0	-5.1356788371012286e-5	2.412471700972446e-5	5.332951582494413e-7
73.0	5.042242983860693e-5	-5.146191174115558e-5	0.00015730801568749966	0.0	-5.33228680326336e-5	2.3692639956731785e-5	-5.749566499322025e-7
74.0	4.92629034635269e-5	-5.15225914984901e-5	0.00015856957297446698	0.0	-5.522785820669e-5	2.3236096466748204e-5	-1.7069557670765697e-6
75.0	4.811649800727097e-5	-5.1520355983250135e-5	0.0001597190281353609	0.0	-5.706311343605249e-5	2.2758018677357757e-5	-2.85860785873734e-6
76.0	4.698669203162448e-5	-5.1455700209202396e-5	0.00016075967834646267	0.0	-5.8820199965511654e-5	2.2261398320076154e-5	-4.025731024997839e-6
77.0	4.587683289911754e-5	-5.1329324025907935e-5	0.0001616952349644614	0.0	-6.0490949693475694e-5	2.174926570501801e-5	-5.2040824309274035e-6
78.0	4.4790127636775806e-5	-5.114212755363502e-5	0.00016252979297069916	0.0	-6.206751265864918e-5	2.122466881238638e-5	-6.389385187370626e-6
79.0	4.372963465606126e-5	-5.089520573839125e-5	0.0001632677989218433	0.0	-6.354240756262664e-5	2.0690652699568943e-5	-7.577355220547302e-6
80.0	4.269825633432003e-5	-5.058984206519139e-5	0.00016391401764613014	0.0	-6.490856998705922e-5	2.0150239370320398e-5	-8.763727944028295e-6
81.0	4.1698732466732185e-5	-5.022750147605732e-5	0.00016447349795490845	0.0	-6.615939793148316e-5	1.9606408265945995e-5	-9.944284524575907e-6
82.0	4.073363459303932e-5	-4.98098225457215e-5	0.0001649515376468665	0.0	-6.728879431401158e-5	1.9062077533310137e-5	-1.1114877534068715e-5
83.0	3.980536119708149e-5	-4.933860897469347e-5	0.0001653536480858616	0.0	-6.82912061055207e-5	1.852008621504579e-5	-1.2271455785624744e-5
84.0	3.891613376833789e-5	-4.8815820456522274e-5	0.00016568551860049834	0.0	-6.916165983081366e-5	1.798317748143179e-5	-1.3410088181747161e-5
85.0	3.8067993710611484e-5	-4.824356297111353e-5	0.00016595298092362802	0.0	-6.989579321200168e-5	1.7453983004275723e-5	-1.4526986424921298e-5
86.0	3.726280008646579e-5	-4.7624078581108e-5	0.00016616197396516935	0.0	-7.048988268681937e-5	1.6935008597598134e-5	-1.5618526399258105e-5
87.0	3.65022281739023e-5	-4.6959734781475684e-5	0.00016631850909810817	0.0	-7.094086665733182e-5	1.642862119229655e-5	-1.6681268109804376e-5
88.0	3.5787768813448507e-5	-4.625301347317283e-5	0.0001664286361947998	0.0	-7.124636430157159e-5	1.5937037227639405e-5	-1.7711974036958997e-5
89.0	3.512072851802421e-5	-4.5506499628248483e-5	0.00016649841061835573	0.0	-7.14046898397008e-5	1.546231251827932e-5	-1.8707625792287177e-5
90.0	3.450223031305693e-5	-4.472286972076035e-5	0.0001665338613730288	0.0	-7.141486218986584e-5	1.5006333641831658e-5	-1.966543897458747e-5
91.0	3.393321527661292e-5	-4.390487996572546e-5	0.0001665409605198463	0.0	-7.12766099969163e-5	1.4570810859508332e-5	-2.058287617557464e-5
92.0	3.3414444741606073e-5	-4.30553544554147e-5	0.00016652559407333094	0.0	-7.099037202828444e-5	1.4157272598566997e-5	-2.1457658046132668e-5
93.0	3.2946503126204184e-5	-4.217717324022912e-5	0.00016649353447269481	0.0	-7.055729298188919e-5	1.3767061487822489e-5	-2.2287772394919364e-5
94.0	3.252980135420899e-5	-4.1273260419688414e-5	0.00016645041475477057	0.0	-6.997921477775982e-5	1.3401331935584973e-5	-2.3071481286073274e-5
95.0	3.2164580825278484e-5	-4.034657230560589e-5	0.00016640170453140568	0.0	-6.925866344685474e-5	1.3061049222857494e-5	-2.3807326124369017e-5
96.0	3.1850917890842254e-5	-3.94000857219536e-5	0.00016635268786105485	0.0	-6.839883178088088e-5	1.2746990068305355e-5	-2.449413073622618e-5
97.0	3.158872879807855e-5	-3.84367864858576e-5	0.00016630844305455525	0.0	-6.740355790878099e-5	1.245974461171088e-5	-2.5131002474368082e-5
98.0	3.1377775060370005e-5	-3.745965812282378e-5	0.00016627382446193493	0.0	-6.627730000437962e-5	1.2199719753415386e-5	-2.5717331383233413e-5
99.0	3.121766920916158e-5	-3.647167087296749e-5	0.00016625344628046996	0.0	-6.502510737276463e-5	1.1967143774843924e-5	-2.6252787478155877e-5
100.0	3.110788089103011e-5	-3.5475771024382186e-5	0.00016625166838142303	0.0	-6.365258814351461e-5	1.176207216268593e-5	-2.6737316201832582e-5
101.0	3.1047743266090564e-5	-3.447487062201213e-5	0.00016627258416072738	0.0	-6.216587386021773e-5	1.1584394545051577e-5	-2.7171132137809268e-5
102.0	3.1036459665604515e-5	-3.347183759270858e-5	0.00016632001039504967	0.0	-6.057158127193654e-5	1.143384264020084e-5	-2.7554711075303332e-5
103.0	3.107311046494359e-5	-3.246948632536463e-5	0.0001663974790694591	0.0	-5.887677166470275e-5	1.1309999108528764e-5	-2.788878053618257e-5
104.0	3.115666014631143e-5	-3.147056872042016e-5	0.0001665082311181625	0.0	-5.708890797669779e-5	1.121230721876289e-5	-2.817430885573708e-5
105.0	3.1285964497874006e-5	-3.047776575652829e-5	0.00016665521203575807	0.0	-5.5215810124575156e-5	1.1140081197006848e-5	-2.841249296050464e-5
106.0	3.145977792420321e-5	-2.949367958480082e-5	0.00016684106928395462	0.0	-5.3265608809920126e-5	1.1092517162603792e-5	-2.8604744950452927e-5
107.0	3.1676760829462725e-5	-2.852082617575528e-5	0.0001670681514211356	0.0	-5.124669817015938e-5	1.1068704532622793e-5	-2.87526776223049e-5
108.0	3.193548703886733e-5	-2.756162853624476e-5	0.00016733850886934635	0.0	-4.9167687624436285e-5	1.1067637779783517e-5	-2.8858089072391777e-5
109.0	3.22344512210367e-5	-2.6618410512371605e-5	0.00016765389622142515	0.0	-4.7037353293151363e-5	1.1088228422023786e-5	-2.8922946531924927e-5
110.0	3.2572076291856654e-5	-2.5693391178360452e-5	0.00016801577599373168	0.0	-4.486458925652235e-5	1.1129317151202725e-5	-2.894936955180556e-5
111.0	3.2946720763837326e-5	-2.4788679822824798e-5	0.0001684253237185114	0.0	-4.265835903077336e-5	1.1189685981528131e-5	-2.8939612695130347e-5
112.0	3.3356686015883704e-5	-2.3906271533581808e-5	0.000168883434271362	0.0	-4.0427647569785986e-5	1.1268070317465978e-5	-2.8896047873701513e-5
113.0	3.380022346135916e-5	-2.3048043378801467e-5	0.0001693907293287495	0.0	-3.818141408154148e-5	1.1363170847022894e-5	-2.8821146460130272e-5
114.0	3.427554158863795e-5	-2.2215751182244676e-5	0.00016994756584342452	0.0	-3.5928545971542755e-5	1.1473665162295837e-5	-2.8717461318143113e-5
115.0	3.478081285104338e-5	-2.1411026885719727e-5	0.00017055404542340918	0.0	-3.367781420282292e-5	1.1598219016878104e-5	-2.858760888848666e-5
116.0	3.53141803858933e-5	-2.063537648792786e-5	0.00017121002450076698	0.0	-3.143783033592608e-5	1.1735497138593486e-5	-2.8434251460275873e-5
117.0	3.587376455533119e-5	-1.9890178544827558e-5	0.00017191512519855166	0.0	-2.921700542368697e-5	1.1884173540468467e-5	-2.8260079721388647e-5
118.0	3.645766927971409e-5	-1.917668322011286e-5	0.00017266874676785703	0.0	-2.702351106464462e-5	1.2042941242743766e-5	-2.8067795738053226e-5
119.0	3.70639881597645e-5	-1.8496011867239773e-5	0.00017347007750989524	0.0	-2.486524274929981e-5	1.2210521363544913e-5	-2.7860096443268835e-5
120.0	3.769081037125075e-5	-1.784915712531277e-5	0.0001743181070768971	0.0	-2.274978570069209e-5	1.2385671521226623e-5	-2.763965774436315e-5
121.0	3.833622632116007e-5	-1.7236983508014506e-5	0.0001752116390547489	0.0	-2.0684383364124053e-5	1.2567193505532634e-5	-2.7409119342161785e-5
122.0	3.899833305293897e-5	-1.666022846148396e-5	0.00017614930372633158	0.0	-1.8675908689449834e-5	1.2753940180226601e-5	-2.7171070352836497e-5
123.0	3.9675239403161184e-5	-1.6119503869861395e-5	0.0001771295709533737	0.0	-1.6730838259053663e-5	1.2944821603708096e-5	-2.6928035779263785e-5
124.0	4.036507089508796e-5	-1.5615297981423873e-5	0.00017815076307501249	0.0	-1.4855229385860454e-5	1.3138810339510718e-5	-2.6682463918072506e-5
125.0	4.1065974369011826e-5	-1.514797773143834e-5	0.00017921106776006354	0.0	-1.3054700217534597e-5	1.3334945951656597e-5	-2.6436714744820565e-5
126.0	4.1776122346019344e-5	-1.4717791435903228e-5	0.0001803085507441883	0.0	-1.1334412884978847e-5	1.3532338681441526e-5	-2.619304932301028e-5
127.0	4.249371712217282e-5	-1.4324871828696327e-5	0.0001814411683858198	0.0	-9.699059712459512e-6	1.373017230932971e-5	-2.5953620275063907e-5
128.0	4.3216994591324156e-5	-1.3969239412971198e-5	0.00018260677997939697	0.0	-8.15285247936459e-6	1.3927706214184903e-5	-2.5720463342717026e-5
129.0	4.394422779857718e-5	-1.3650806099512363e-5	0.0001838031597790679	0.0	-6.699514693244332e-6	1.4124276650517625e-5	-2.549549004849993e-5
130.0	4.467373022910897e-5	-1.3369379108236083e-5	0.00018502800869963328	0.0	-5.342276818393293e-6	1.4319297268821754e-5	-2.5280481459422493e-5
131.0	4.540385882960635e-5	-1.3124665099345471e-5	0.0001862789656376933	0.0	-4.083874398635454e-6	1.451225890806702e-5	-2.5077083061485743e-5
132.0	4.613301677004398e-5	-1.2916274512654903e-5	0.00018755361839613207	0.0	-2.9265489837881525e-6	1.4702728695442773e-5	-2.488680072781122e-5
133.0	4.6859655948074815e-5	-1.2743726085912889e-5	0.00018884951417760115	0.0	-1.8720517598845278e-6	1.4890348492755042e-5	-2.4710997766785828e-5
134.0	4.75822792409589e-5	-1.260645152509422e-5	0.0001901641696242315	0.0	-9.216497624013202e-7	1.5074832734061254e-5	-2.4550893024718674e-5
135.0	4.8299442509976015e-5	-1.2503800297249437e-5	0.00019149508038140533	0.0	-7.613452839463041e-8	1.5255965705223954e-5	-2.4407560008968927e-5
136.0	4.9009756367330365e-5	-1.2435044530486788e-5	0.00019283973019204034	0.0	6.641669363717077e-7	1.5433598309564113e-5	-2.4281926992519008e-5
137.0	4.971188770865157e-5	-1.239938398670726e-5	0.0001941955994948488	0.0	1.2993790511461474e-6	1.5607644378624852e-5	-2.4174778056000598e-5
138.0	5.0404561020441096e-5	-1.2395951090348033e-5	0.00019556017353457555	0.0	1.8300625597498078e-6	1.57780765772305e-5	-2.4086755019358184e-5
139.0	5.108655946944803e-5	-1.2423815989384145e-5	0.00019693094998147524	0.0	2.2571976064562536e-6	1.5944921958750723e-5	-2.4018360210417825e-5
140.0	5.17567257817983e-5	-1.2481991626315113e-5	0.00019830544606237228	0.0	2.58216516583898e-6	1.6108257227352e-5	-2.3969960012508488e-5
141.0	5.2413962920140855e-5	-1.2569438795918731e-5	0.0001996812052070951	0.0	2.8067270194918136e-6	1.6268203766604963e-5	-2.3941789126720644e-5
142.0	5.3057234568089924e-5	-1.2685071174783704e-5	0.0002010558032256149	0.0	2.9330044453724705e-6	1.6424922486018218e-5	-2.3933955488480298e-5
143.0	5.368556543053537e-5	-1.2827760304807066e-5	0.00020242685402756995	0.0	2.963455799656771e-6	1.6578608539725348e-5	-2.3946445774030926e-5
144.0	5.429804135830959e-5	-1.2996340509907447e-5	0.00020379201489314087	0.0	2.900853189153631e-6	1.672948597450607e-5	-2.3979131426469553e-5
145.0	5.4893809306158735e-5	-1.31896137349744e-5	0.00020514899131551237	0.0	2.7482583911973404e-6	1.687780235353221e-5	-2.4031775140112207e-5
146.0	5.547207713276857e-5	-1.3406354289958682e-5	0.00020649554142860825	0.0	2.508998209573678e-6	1.7023823408190938e-5	-2.4104037732858052e-5
147.0	5.603211325193834e-5	-1.3645313485000747e-5	0.0002078294800373296	0.0	2.1866394443612086e-6	1.7167827766056678e-5	-2.4195485337761338e-5
148.0	5.657324614437518e-5	-1.3905224142384052e-5	0.00020914868226761402	0.0	1.7849636569535325e-6	1.7310101801659088e-5	-2.4305596843038434e-5
149.0	5.7094863737789705e-5	-1.4184804982804463e-5	0.00021045108686149224	0.0	1.3079418427835503e-6	1.7450934641497074e-5	-2.4433771530262626e-5
150.0	5.759641266529748e-5	-1.448276486635326e-5	0.00021173469912857227	0.0	7.597092218906734e-7	1.7590613372375016e-5	-2.457933683085381e-5
151.0	5.8077397409540334e-5	-1.4797806886201593e-5	0.00021299759357746095	0.0	1.44540253688734e-7	1.772941847994631e-5	-2.474155615226194e-5
152.0	5.8537379341141925e-5	-1.5128632305170188e-5	0.00021423791624402264	0.0	-5.331759736627264e-7	1.7867619551219488e-5	-2.4919636711733166e-5
153.0	5.897597565982921e-5	-1.5473944328205014e-5	0.0002154538867345111	0.0	-1.2689598475444662e-6	1.8005471268998616e-5	-2.5112737321146774e-5
154.0	5.939285824723941e-5	-1.5832451703055253e-5	0.00021664380000052433	0.0	-2.058264694372216e-6	1.814320972390042e-5	-2.5319976065343722e-5
155.0	5.9787752437592114e-5	-1.620287214973529e-5	0.0002178060278651762	0.0	-2.896499526755869e-6	1.8281049058499782e-5	-2.554043783606629e-5
156.0	6.0160435714877474e-5	-1.6583935612054584e-5	0.00021893902031511146	0.0	-3.779050954933957e-6	1.8419178462854786e-5	-2.5773181669475435e-5
157.0	6.051073634369274e-5	-1.6974387328949882e-5	0.000220041306573619	0.0	-4.70130417734161e-6	1.8557759533393325e-5	-2.6017247846923603e-5
158.0	6.083853194011907e-5	-1.7372990725097303e-5	0.00022111149596943058	0.0	-5.658662981421191e-6	1.8696924003075312e-5	-2.6271664724482837e-5
159.0	6.11437479899392e-5	-1.7778530118622683e-5	0.00022214827861400616	0.0	-6.646568679151129e-6	1.883677184925527e-5	-2.653545525483729e-5
160.0	6.142635632120239e-5	-1.818981324522287e-5	0.0002231504258995761	0.0	-7.660517916939676e-6	1.8977369781081286e-5	-2.6807643170696168e-5
161.0	6.16863735378808e-5	-1.8605673599130788e-5	0.0002241167908294139	0.0	-8.696079312811248e-6	1.9118750104214425e-5	-2.7087258803930065e-5
162.0	6.192385941804004e-5	-1.9024972595684463e-5	0.00022504630819077904	0.0	-9.748908910461435e-6	1.9260909956834237e-5	-2.737334452815677e-5
163.0	6.21389152855727e-5	-1.9446601552750514e-5	0.0002259379945791984	0.0	-1.0814764391448708e-5	1.9403810911096864e-5	-2.7664959796029744e-5
164.0	6.233168235832873e-5	-1.9869483496663112e-5	0.00022679094828231047	0.0	-1.1889518052272678e-5	1.9547378928990763e-5	-2.7961185766146378e-5
165.0	6.250234007872712e-5	-2.029257479429283e-5	0.00022760434903033538	0.0	-1.296916852910331e-5	1.9691504660426006e-5	-2.8261129506564035e-5
166.0	6.265110443189704e-5	-2.0714866614603523e-5	0.00022837745761957828	0.0	-1.4049851270672626e-5	1.9836044068289817e-5	-2.8563927768777237e-5
167.0	6.277822625725989e-5	-2.113538622299785e-5	0.00022910961541515527	0.0	-1.5127847764704212e-5	1.9980819361841252e-5	-2.8868750328336967e-5
168.0	6.288398955487858e-5	-2.155319811494829e-5	0.0002298002437367884	0.0	-1.6199593550771713e-5	2.0125620221308344e-5	-2.9174802898902425e-5
169.0	6.296870979336727e-5	-2.1967404991694628e-5	0.0002304488431327821	0.0	-1.7261685030619255e-5	2.0270205291243898e-5	-2.948132961916981e-5
170.0	6.30327322218314e-5	-2.237714858371898e-5	0.0002310549925451851	0.0	-1.831088511195023e-5	2.0414303922020547e-5	-2.9787615121807248e-5
171.0	6.307643018931899e-5	-2.2781610327068708e-5	0.00023161834836904772	0.0	-1.93441277209848e-5	2.0557618136899295e-5	-3.0092986193809927e-5
172.0	6.310020347555955e-5	-2.318001189772679e-5	0.0002321386434086313	0.0	-2.035852122387392e-5	2.069982480038825e-5	-3.039681304000077e-5
173.0	6.310447663671114e-5	-2.3571615609690366e-5	0.00023261568573349425	0.0	-2.1351350803878076e-5	2.0840577962261628e-5	-3.0698510164450625e-5
174.0	6.308969736865029e-5	-2.3955724682879928e-5	0.00023304935743658452	0.0	-2.232007984727153e-5	2.0979511352545953e-5	-3.0997536887372134e-5
175.0	6.30563348887453e-5	-2.4331683386932826e-5	0.00023343961329490057	0.0	-2.326235039222458e-5	2.1116241005315923e-5	-3.129339751601915e-5
176.0	6.300487834123232e-5	-2.4698877066574603e-5	0.00023378647933679298	0.0	-2.4175982696111288e-5	2.1250367982147705e-5	-3.1585641189038255e-5
177.0	6.29358352261129e-5	-2.5056732054688287e-5	0.00023409005131573237	0.0	-2.5058973979687463e-5	2.1381481174490173e-5	-3.187386141527838e-5
178.0	6.284972985455548e-5	-2.5404715479062406e-5	0.0002343504930931924	0.0	-2.590949640841462e-5	2.150916015909456e-5	-3.215769532915682e-5
179.0	6.274710183276637e-5	-2.5742334969016255e-5	0.00023456803493286814	0.0	-2.6725894373571533e-5	2.1632978082457737e-5	-3.243682268595713e-5
180.0	6.262850457694713e-5	-2.6069138268502612e-5	0.00023474297170989822	0.0	-2.750668113960873e-5	2.1752504549341066e-5	-3.271096462220908e-5
181.0	6.249450385791241e-5	-2.6384712760872737e-5	0.00023487566103390505	0.0	-2.8250534912995428e-5	2.1867308499148295e-5	-3.29798822024654e-5
182.0	6.23456763796512e-5	-2.6688684912242677e-5	0.00023496652129232606	0.0	-2.89562944026344e-5	2.1976961043392532e-5	-3.324337477956983e-5
183.0	6.218260839116334e-5	-2.698071963865752e-5	0.0002350160296145227	0.0	-2.9622953927517813e-5	2.2081038248201977e-5	-3.3501278190420064e-5
184.0	6.200589433296199e-5	-2.7260519602909673e-5	0.00023502471976028378	0.0	-3.0249658132562938e-5	2.217912384250753e-5	-3.3753462811413244e-5
185.0	6.181613551934396e-5	-2.752782444682637e-5	0.0002349931799366418	0.0	-3.083569637243046e-5	2.227081183415476e-5	-3.399983149750716e-5
186.0	6.161393885780626e-5	-2.778240996515303e-5	0.00023492205054829058	0.0	-3.138049682402501e-5	2.2355709016908825e-5	-3.4240317429293e-5
187.0	6.139991560522362e-5	-2.8024087225898967e-5	0.00023481202188429056	0.0	-3.188362037818313e-5	2.2433437356079755e-5	-3.447488188880912e-5
188.0	6.117468016109922e-5	-2.8252701642227754e-5	0.000234663831745256	0.0	-3.2344754361573025e-5	2.2503636240279386e-5	-3.470351198509979e-5
189.0	6.0938848899376966e-5	-2.8468132001801284e-5	0.0002344782630180982	0.0	-3.276370614383587e-5	2.256596458599169e-5	-3.4926218351982116e-5
190.0	6.06930390379164e-5	-2.867028945750954e-5	0.00023425614120110047	0.0	-3.314039667019288e-5	2.262010278729581e-5	-3.5143032835122485e-5
191.0	6.0437867546460876e-5	-2.8859116484825606e-5	0.00023399833188614226	0.0	-3.347485396679673e-5	2.2665754501217943e-5	-3.5354006188035673e-5
192.0	6.0173950093366666e-5	-2.9034585810580932e-5	0.00023370573820441948	0.0	-3.3767206660778514e-5	2.2702648261783576e-5	-3.5559205794574154e-5
193.0	5.9901900031597334e-5	-2.9196699318201427e-5	0.00023337929824330646	0.0	-3.401767755593664e-5	2.2730538917186905e-5	-3.575871343491189e-5
194.0	5.962232742205472e-5	-2.9345486931473066e-5	0.00023301998243573216	0.0	-3.422657728599415e-5	2.2749208888869735e-5	-3.5952623105295955e-5
195.0	5.9335838096340775e-5	-2.9481005483304136e-5	0.0002326287909344233	0.0	-3.4394298090539845e-5	2.275846924728869e-5	-3.614103890964011e-5
196.0	5.904303275734795e-5	-2.9603337571542843e-5	0.0002322067509736689	0.0	-3.452130773168103e-5	2.275816060509011e-5	-3.632407303150327e-5
197.0	5.8744506117952194e-5	-2.9712590405970772e-5	0.000231754914226633	0.0	-3.460814357907452e-5	2.2748153827214902e-5	-3.650184379807299e-5
198.0	5.844084607766016e-5	-2.9808894650020475e-5	0.00023127435416542668	0.0	-3.465540688543434e-5	2.272835055934725e-5	-3.667447384557454e-5
199.0	5.813263293739626e-5	-2.9892403261252324e-5	0.00023076616343270108	0.0	-3.46637572741872e-5	2.2698683577493863e-5	-3.684208839488514e-5
200.0	5.782043865104108e-5	-2.9963290332040894e-5	0.00023023145122812362	0.0	-3.463390744689642e-5	2.2659116962957624e-5	-3.7004813641438946e-5
201.0	5.750482611399963e-5	-3.002174993426126e-5	0.00022967134071875408	0.0	-3.456661812716837e-5	2.2609646107239826e-5	-3.716277526595937e-5
202.0	5.71863484883987e-5	-3.006799497056421e-5	0.0002290869664799722	0.0	-3.446269325030472e-5	2.2550297552488717e-5	-3.73160970698762e-5
203.0	5.686554856419399e-5	-3.0102256034130506e-5	0.00022847947197231864	0.0	-3.432297540333716e-5	2.2481128673752816e-5	-3.7464899737580046e-5
204.0	5.6542958156030756e-5	-3.0124780279621716e-5	0.0002278500070617077	0.0	-3.4148341521754804e-5	2.240222721024737e-5	-3.76092997276997e-5
205.0	5.621909753552636e-5	-3.013583030771592e-5	0.00022719972558984	0.0	-3.3939698845706044e-5	2.231371065380905e-5	-3.77494082940197e-5
206.0	5.589447489856838e-5	-3.0135683065410947e-5	0.00022652978300129932	0.0	-3.369798113584697e-5	2.2215725503506155e-5	-3.788533063540929e-5
207.0	5.55695858663244e-5	-3.0124628762075285e-5	0.0002258413340291766	0.0	-3.3424145140715544e-5	2.2108446393907284e-5	-3.8017165172023064e-5
208.0	5.5244913020543936e-5	-3.010296980514512e-5	0.00022513553044949849	0.0	-3.3119167319175495e-5	2.1992075108075594e-5	-3.8145002946975564e-5
