# (1)t	# (2) d/dt P[6<--1](t)	# (3) d/dt P[6<--2](t)	# (4) d/dt P[6<--3](t)	# (5) d/dt P[6<--4](t)	# (6) d/dt P[6<--5](t)	# (7) d/dt P[6<--6](t)	# (8) d/dt P[6<--7](t)
30.0	4.49010352e-6	1.201906412e-6	2.284980048e-7	-2.180280387e-7	-1.305261481e-6	0.0	5.045688001e-7
31.0	4.403782693e-6	1.290282338e-6	2.377918003e-7	-2.355738754e-7	-1.403420659e-6	0.0	5.374543998e-7
32.0	4.306386116e-6	1.37985189e-6	2.461358918e-7	-2.53547238e-7	-1.503251461e-6	0.0	5.701079917e-7
33.0	4.198828668e-6	1.470281644e-6	2.534362895e-7	-2.718855163e-7	-1.604408695e-6	0.0	6.023506594e-7
34.0	4.082045401e-6	1.561234276e-6	2.596086171e-7	-2.90522402e-7	-1.706540084e-6	0.0	6.340055508e-7
35.0	3.956985024e-6	1.652370845e-6	2.645789648e-7	-3.093882701e-7	-1.809288415e-6	0.0	6.648992366e-7
36.0	3.824603625e-6	1.743353006e-6	2.682845976e-7	-3.284105918e-7	-1.912293632e-6	0.0	6.948630081e-7
37.0	3.685858663e-6	1.83384513e-6	2.706745155e-7	-3.475143769e-7	-2.015194856e-6	0.0	7.237341035e-7
38.0	3.541703258e-6	1.923516332e-6	2.71709862e-7	-3.66622643e-7	-2.117632314e-6	0.0	7.513568568e-7
39.0	3.393080807e-6	2.012042382e-6	2.713641843e-7	-3.856569065e-7	-2.219249184e-6	0.0	7.775837638e-7
40.0	3.240919931e-6	2.099107508e-6	2.696235469e-7	-4.045376947e-7	-2.319693335e-6	0.0	8.022764592e-7
41.0	3.086129787e-6	2.184406067e-6	2.664865016e-7	-4.231850719e-7	-2.418618963e-6	0.0	8.253066008e-7
42.0	2.929595735e-6	2.267644097e-6	2.619639213e-7	-4.415191779e-7	-2.515688128e-6	0.0	8.465566577e-7
43.0	2.772175386e-6	2.348540718e-6	2.560787026e-7	-4.594607728e-7	-2.610572168e-6	0.0	8.659205994e-7
44.0	2.614695029e-6	2.426829414e-6	2.488653478e-7	-4.769317837e-7	-2.702953011e-6	0.0	8.833044835e-7
45.0	2.457946441e-6	2.502259156e-6	2.40369435e-7	-4.938558489e-7	-2.792524369e-6	0.0	8.986269427e-7
46.0	2.302684071e-6	2.574595405e-6	2.306469856e-7	-5.101588552e-7	-2.878992819e-6	0.0	9.118195693e-7
47.0	2.1496226e-6	2.643620954e-6	2.197637425e-7	-5.257694614e-7	-2.962078782e-6	0.0	9.228271987e-7
48.0	1.999434872e-6	2.709136646e-6	2.077943683e-7	-5.406196068e-7	-3.041517382e-6	0.0	9.316080933e-7
49.0	1.852750189e-6	2.770961953e-6	1.94821577e-7	-5.546449968e-7	-3.117059211e-6	0.0	9.381340275e-7
50.0	1.710152944e-6	2.82893541e-6	1.809352102e-7	-5.677855628e-7	-3.188470982e-6	0.0	9.423902771e-7
51.0	1.572181607e-6	2.882914935e-6	1.662312722e-7	-5.799858913e-7	-3.255536095e-6	0.0	9.443755163e-7
52.0	1.439328023e-6	2.932778012e-6	1.508109334e-7	-5.911956198e-7	-3.3180551e-6	0.0	9.441016253e-7
53.0	1.312037028e-6	2.978421756e-6	1.347795159e-7	-6.013697937e-7	-3.375846073e-6	0.0	9.415934127e-7
54.0	1.19070635e-6	3.019762864e-6	1.182454725e-7	-6.104691827e-7	-3.428744917e-6	0.0	9.368882579e-7
55.0	1.075686792e-6	3.056737462e-6	1.013193687e-7	-6.184605535e-7	-3.47660557e-6	0.0	9.300356769e-7
56.0	9.672826707e-7	3.089300836e-6	8.41128798e-8	-6.253168959e-7	-3.519300151e-6	0.0	9.21096817e-7
57.0	8.657524964e-7	3.117427082e-6	6.673781248e-8	-6.310176003e-7	-3.556719031e-6	0.0	9.101438873e-7
58.0	7.713098749e-7	3.14110866e-6	4.930516035e-8	-6.355485858e-7	-3.58877084e-6	0.0	8.972595288e-7
59.0	6.841246108e-7	3.160355865e-6	3.192419992e-8	-6.389023777e-7	-3.615382418e-6	0.0	8.825361311e-7
60.0	6.043239958e-7	3.175196226e-6	1.470163647e-8	-6.410781334e-7	-3.636498709e-6	0.0	8.660751016e-7
61.0	5.319942618e-7	3.185673841e-6	-2.259195251e-9	-6.420816176e-7	-3.652082606e-6	0.0	8.479860927e-7
62.0	4.671821817e-7	3.191848643e-6	-1.885906929e-8	-6.419251267e-7	-3.662114747e-6	0.0	8.283861941e-7
63.0	4.098967987e-7	3.193795625e-6	-3.500354113e-8	-6.40627363e-7	-3.666593273e-6	0.0	8.073990952e-7
64.0	3.60111264e-7	3.191604009e-6	-5.060355071e-8	-6.382132617e-7	-3.665533542e-6	0.0	7.851542263e-7
65.0	3.177647701e-7	3.185376382e-6	-6.557595384e-8	-6.347137707e-7	-3.658967814e-6	0.0	7.617858816e-7
66.0	2.827645587e-7	3.175227804e-6	-7.984397977e-8	-6.301655874e-7	-3.646944894e-6	0.0	7.374323335e-7
67.0	2.549879899e-7	3.161284878e-6	-9.333761396e-8	-6.246108534e-7	-3.629529754e-6	0.0	7.122349402e-7
68.0	2.342846554e-7	3.143684816e-6	-1.059939059e-7	-6.180968121e-7	-3.606803122e-6	0.0	6.86337257e-7
69.0	2.204785232e-7	3.122574486e-6	-1.177572023e-7	-6.106754302e-7	-3.578861041e-6	0.0	6.598841525e-7
70.0	2.133700966e-7	3.098109447e-6	-1.285793077e-7	-6.024029897e-7	-3.545814412e-6	0.0	6.330209388e-7
71.0	2.127385754e-7	3.070452993e-6	-1.384195734e-7	-5.933396519e-7	-3.507788508e-6	0.0	6.058925193e-7
72.0	2.183440098e-7	3.039775193e-6	-1.472449189e-7	-5.835489986e-7	-3.464922463e-6	0.0	5.786425588e-7
73.0	2.299294321e-7	3.006251944e-6	-1.55029788e-7	-5.730975545e-7	-3.417368749e-6	0.0	5.51412681e-7
74.0	2.47222957e-7	2.970064035e-6	-1.617560429e-7	-5.620542955e-7	-3.365292625e-6	0.0	5.243416981e-7
75.0	2.699398421e-7	2.931396229e-6	-1.674128019e-7	-5.504901468e-7	-3.308871563e-6	0.0	4.97564875e-7
76.0	2.977844976e-7	2.890436367e-6	-1.719962234e-7	-5.384774748e-7	-3.248294664e-6	0.0	4.712132345e-7
77.0	3.304524367e-7	2.847374496e-6	-1.755092421e-7	-5.260895793e-7	-3.183762048e-6	0.0	4.45412904e-7
78.0	3.676321631e-7	2.802402025e-6	-1.779612619e-7	-5.134001873e-7	-3.115484224e-6	0.0	4.202845091e-7
79.0	4.09006986e-7	2.755710911e-6	-1.79367811e-7	-5.004829552e-7	-3.043681445e-6	0.0	3.959426144e-7
80.0	4.542567593e-7	2.707492879e-6	-1.797501639e-7	-4.874109819e-7	-2.968583045e-6	0.0	3.724952152e-7
81.0	5.030595386e-7	2.657938679e-6	-1.791349353e-7	-4.742563365e-7	-2.890426749e-6	0.0	3.500432815e-7
82.0	5.550931546e-7	2.607237373e-6	-1.775536518e-7	-4.610896058e-7	-2.809457979e-6	0.0	3.28680356e-7
83.0	6.100366954e-7	2.555575672e-6	-1.750423062e-7	-4.479794627e-7	-2.725929129e-6	0.0	3.084922063e-7
84.0	6.675718993e-7	2.503137302e-6	-1.716408994e-7	-4.349922615e-7	-2.640098832e-6	0.0	2.895565335e-7
85.0	7.273844553e-7	2.450102415e-6	-1.673929746e-7	-4.221916593e-7	-2.552231209e-6	0.0	2.719427356e-7
86.0	7.89165209e-7	2.396647045e-6	-1.623451482e-7	-4.096382687e-7	-2.462595098e-6	0.0	2.557117271e-7
87.0	8.526112743e-7	2.342942599e-6	-1.56546642e-7	-3.973893431e-7	-2.371463279e-6	0.0	2.409158136e-7
88.0	9.174270512e-7	2.289155392e-6	-1.50048821e-7	-3.854984956e-7	-2.279111672e-6	0.0	2.275986209e-7
89.0	9.833251486e-7	2.235446232e-6	-1.429047403e-7	-3.74015454e-7	-2.185818538e-6	0.0	2.157950776e-7
90.0	1.050027214e-6	2.181970032e-6	-1.351687039e-7	-3.629858525e-7	-2.091863659e-6	0.0	2.055314497e-7
91.0	1.117264673e-6	2.128875476e-6	-1.268958405e-7	-3.524510601e-7	-1.997527517e-6	0.0	1.96825425e-7
92.0	1.184779377e-6	2.07630472e-6	-1.18141696e-7	-3.42448048e-7	-1.903090464e-6	0.0	1.896862463e-7
93.0	1.252324166e-6	2.024393134e-6	-1.089618487e-7	-3.330092926e-7	-1.808831885e-6	0.0	1.841148901e-7
94.0	1.319663345e-6	1.973269079e-6	-9.941154528e-8	-3.241627177e-7	-1.715029368e-6	0.0	1.801042892e-7
95.0	1.386573076e-6	1.923053734e-6	-8.954536343e-8	-3.159316725e-7	-1.621957869e-6	0.0	1.776395963e-7
96.0	1.452841696e-6	1.873860943e-6	-7.941689909e-8	-3.083349449e-7	-1.529888876e-6	0.0	1.766984852e-7
97.0	1.518269953e-6	1.825797111e-6	-6.907848133e-8	-3.013868095e-7	-1.439089595e-6	0.0	1.772514874e-7
98.0	1.582671176e-6	1.778961125e-6	-5.858091466e-8	-2.95097109e-7	-1.349822127e-6	0.0	1.7926236e-7
99.0	1.645871371e-6	1.733444318e-6	-4.797324941e-8	-2.894713651e-7	-1.262342672e-6	0.0	1.826884828e-7
100.0	1.707709256e-6	1.689330451e-6	-3.730258031e-8	-2.8451092e-7	-1.176900743e-6	0.0	1.874812803e-7
101.0	1.768036233e-6	1.646695735e-6	-2.661387294e-8	-2.80213104e-7	-1.093738393e-6	0.0	1.935866658e-7
102.0	1.826716303e-6	1.605608877e-6	-1.59498179e-8	-2.765714275e-7	-1.013089476e-6	0.0	2.009455037e-7
103.0	1.883625929e-6	1.566131153e-6	-5.350711819e-9	-2.735757958e-7	-9.351789255e-7	0.0	2.094940866e-7
104.0	1.93865385e-6	1.528316504e-6	5.145635841e-9	-2.71212742e-7	-8.602220612e-7	0.0	2.191646239e-7
105.0	1.991700848e-6	1.49221166e-6	1.55039709e-8	-2.69465678e-7	-7.884239291e-7	0.0	2.298857392e-7
106.0	2.042679476e-6	1.457856275e-6	2.569163897e-8	-2.683151591e-7	-7.199786757e-7	0.0	2.415829713e-7
107.0	2.091513751e-6	1.425283096e-6	3.567860766e-8	-2.677391591e-7	-6.550689588e-7	0.0	2.541792777e-7
108.0	2.138138808e-6	1.394518139e-6	4.543746784e-8	-2.677133556e-7	-5.938653981e-7	0.0	2.67595536e-7
109.0	2.18250053e-6	1.365580884e-6	5.494341568e-8	-2.682114194e-7	-5.365260693e-7	0.0	2.817510406e-7
110.0	2.22455515e-6	1.338484485e-6	6.417421713e-8	-2.692053082e-7	-4.831960425e-7	0.0	2.965639917e-7
111.0	2.264268835e-6	1.313235999e-6	7.311015636e-8	-2.706655604e-7	-4.340069678e-7	0.0	3.119519737e-7
112.0	2.301617241e-6	1.289836615e-6	8.173397009e-8	-2.725615868e-7	-3.890767106e-7	0.0	3.278324209e-7
113.0	2.336585066e-6	1.268281899e-6	9.003076922e-8	-2.748619586e-7	-3.48509037e-7	0.0	3.441230678e-7
114.0	2.369165584e-6	1.248562055e-6	9.798794975e-8	-2.775346883e-7	-3.123933528e-7	0.0	3.607423816e-7
115.0	2.39936017e-6	1.23066218e-6	1.055950945e-7	-2.80547502e-7	-2.808044949e-7	0.0	3.776099746e-7
116.0	2.427177818e-6	1.214562529e-6	1.128438673e-7	-2.838681009e-7	-2.538025793e-7	0.0	3.946469954e-7
117.0	2.452634665e-6	1.200238795e-6	1.197279015e-7	-2.874644111e-7	-2.314329025e-7	0.0	4.117764965e-7
118.0	2.4757535e-6	1.187662372e-6	1.262426833e-7	-2.913048182e-7	-2.137259004e-7	0.0	4.289237774e-7
119.0	2.496563286e-6	1.176800642e-6	1.323854329e-7	-2.953583875e-7	-2.006971614e-7	0.0	4.460167021e-7
120.0	2.51509868e-6	1.167617244e-6	1.381549834e-7	-2.995950672e-7	-1.923474975e-7	0.0	4.62985989e-7
121.0	2.531399566e-6	1.160072358e-6	1.435516591e-7	-3.03985874e-7	-1.886630684e-7	0.0	4.797654739e-7
122.0	2.545510583e-6	1.154122973e-6	1.485771551e-7	-3.0850306e-7	-1.896155618e-7	0.0	4.96292344e-7
123.0	2.557480678e-6	1.149723168e-6	1.532344175e-7	-3.131202609e-7	-1.951624264e-7	0.0	5.125073433e-7
124.0	2.567362661e-6	1.146824377e-6	1.575275275e-7	-3.17812624e-7	-2.052471573e-7	0.0	5.2835495e-7
125.0	2.575212773e-6	1.145375659e-6	1.614615875e-7	-3.225569176e-7	-2.197996312e-7	0.0	5.437835238e-7
126.0	2.581090273e-6	1.145323956e-6	1.650426125e-7	-3.273316194e-7	-2.387364919e-7	0.0	5.587454259e-7
127.0	2.585057032e-6	1.146614351e-6	1.682774248e-7	-3.32116986e-7	-2.619615809e-7	0.0	5.731971101e-7
128.0	2.587177154e-6	1.149190318e-6	1.711735554e-7	-3.368951027e-7	-2.893664133e-7	0.0	5.870991857e-7
129.0	2.587516601e-6	1.152993966e-6	1.737391494e-7	-3.416499141e-7	-3.208306945e-7	0.0	6.004164552e-7
130.0	2.586142844e-6	1.157966271e-6	1.759828786e-7	-3.463672373e-7	-3.562228771e-7	0.0	6.131179239e-7
131.0	2.583124531e-6	1.16404731e-6	1.779138588e-7	-3.510347562e-7	-3.954007528e-7	0.0	6.25176786e-7
132.0	2.578531169e-6	1.171176475e-6	1.79541574e-7	-3.55642e-7	-4.382120785e-7	0.0	6.365703861e-7
133.0	2.572432828e-6	1.179292689e-6	1.808758066e-7	-3.601803059e-7	-4.844952315e-7	0.0	6.47280158e-7
134.0	2.564899863e-6	1.188334605e-6	1.819265735e-7	-3.646427663e-7	-5.340798922e-7	0.0	6.572915425e-7
135.0	2.556002654e-6	1.198240804e-6	1.827040683e-7	-3.690241633e-7	-5.86787749e-7	0.0	6.665938848e-7
136.0	2.545811362e-6	1.208949974e-6	1.832186092e-7	-3.733208905e-7	-6.424332239e-7	0.0	6.75180314e-7
137.0	2.534395713e-6	1.220401087e-6	1.834805929e-7	-3.775308636e-7	-7.008242138e-7	0.0	6.830476054e-7
138.0	2.521824783e-6	1.232533565e-6	1.835004528e-7	-3.816534214e-7	-7.617628451e-7	0.0	6.901960274e-7
139.0	2.508166821e-6	1.245287433e-6	1.832886236e-7	-3.856892181e-7	-8.250462373e-7	0.0	6.966291754e-7
140.0	2.493489074e-6	1.258603466e-6	1.828555097e-7	-3.896401094e-7	-8.90467273e-7	0.0	7.023537929e-7
141.0	2.477857632e-6	1.272423327e-6	1.82211458e-7	-3.935090311e-7	-9.578153689e-7	0.0	7.073795825e-7
142.0	2.4613373e-6	1.286689689e-6	1.813667348e-7	-3.972998757e-7	-1.026877247e-6	0.0	7.117190089e-7
143.0	2.443991469e-6	1.301346353e-6	1.803315071e-7	-4.010173635e-7	-1.0974377e-6	0.0	7.153870937e-7
144.0	2.425882015e-6	1.316338357e-6	1.791158253e-7	-4.046669142e-7	-1.169280352e-6	0.0	7.184012059e-7
145.0	2.407069208e-6	1.331612072e-6	1.777296108e-7	-4.082545158e-7	-1.242188402e-6	0.0	7.207808477e-7
146.0	2.387611634e-6	1.347115293e-6	1.761826449e-7	-4.117865962e-7	-1.315945363e-6	0.0	7.225474381e-7
147.0	2.367566134e-6	1.362797316e-6	1.744845599e-7	-4.15269895e-7	-1.390335776e-6	0.0	7.237240965e-7
148.0	2.346987749e-6	1.378609009e-6	1.726448326e-7	-4.187113394e-7	-1.465145909e-6	0.0	7.243354254e-7
149.0	2.325929685e-6	1.394502878e-6	1.706727788e-7	-4.221179229e-7	-1.540164431e-6	0.0	7.244072964e-7
150.0	2.304443281e-6	1.410433116e-6	1.685775489e-7	-4.254965898e-7	-1.615183068e-6	0.0	7.239666387e-7
151.0	2.282577992e-6	1.426355655e-6	1.663681249e-7	-4.288541248e-7	-1.689997222e-6	0.0	7.230412319e-7
152.0	2.260381381e-6	1.4422282e-6	1.640533175e-7	-4.321970489e-7	-1.764406575e-6	0.0	7.216595046e-7
153.0	2.237899121e-6	1.458010262e-6	1.616417641e-7	-4.355315225e-7	-1.838215647e-6	0.0	7.198503393e-7
154.0	2.215174997e-6	1.473663184e-6	1.591419266e-7	-4.388632563e-7	-1.91123434e-6	0.0	7.176428846e-7
155.0	2.192250927e-6	1.489150153e-6	1.565620893e-7	-4.421974304e-7	-1.983278428e-6	0.0	7.150663763e-7
156.0	2.169166983e-6	1.504436219e-6	1.539103574e-7	-4.455386209e-7	-2.054170036e-6	0.0	7.121499666e-7
157.0	2.145961417e-6	1.519488292e-6	1.511946541e-7	-4.488907367e-7	-2.123738059e-6	0.0	7.089225638e-7
158.0	2.122670695e-6	1.534275147e-6	1.484227183e-7	-4.522569643e-7	-2.191818567e-6	0.0	7.054126812e-7
159.0	2.099329535e-6	1.548767416e-6	1.456021016e-7	-4.556397219e-7	-2.258255158e-6	0.0	7.016482979e-7
160.0	2.075970948e-6	1.562937577e-6	1.427401651e-7	-4.590406232e-7	-2.322899277e-6	0.0	6.976567291e-7
161.0	2.052626282e-6	1.576759936e-6	1.398440754e-7	-4.624604497e-7	-2.385610506e-6	0.0	6.934645093e-7
162.0	2.029325273e-6	1.590210611e-6	1.369208008e-7	-4.658991321e-7	-2.446256802e-6	0.0	6.890972856e-7
163.0	2.006096092e-6	1.603267505e-6	1.33977106e-7	-4.693557409e-7	-2.504714714e-6	0.0	6.84579723e-7
164.0	1.982965397e-6	1.615910278e-6	1.310195479e-7	-4.728284852e-7	-2.560869546e-6	0.0	6.799354217e-7
165.0	1.959958387e-6	1.628120317e-6	1.280544698e-7	-4.763147199e-7	-2.614615498e-6	0.0	6.751868454e-7
166.0	1.937098855e-6	1.639880702e-6	1.250879964e-7	-4.79810961e-7	-2.665855765e-6	0.0	6.703552606e-7
167.0	1.914409245e-6	1.651176167e-6	1.221260276e-7	-4.833129079e-7	-2.714502598e-6	0.0	6.654606879e-7
168.0	1.891910702e-6	1.661993061e-6	1.19174233e-7	-4.868154732e-7	-2.76047734e-6	0.0	6.605218638e-7
169.0	1.869623127e-6	1.672319308e-6	1.162380465e-7	-4.903128188e-7	-2.803710417e-6	0.0	6.555562125e-7
170.0	1.847565236e-6	1.682144362e-6	1.133226602e-7	-4.937983979e-7	-2.844141308e-6	0.0	6.505798288e-7
171.0	1.825754605e-6	1.691459161e-6	1.104330189e-7	-4.97265003e-7	-2.881718482e-6	0.0	6.456074698e-7
172.0	1.804207725e-6	1.700256081e-6	1.075738158e-7	-5.007048177e-7	-2.916399296e-6	0.0	6.406525565e-7
173.0	1.782940053e-6	1.708528892e-6	1.047494869e-7	-5.041094739e-7	-2.948149884e-6	0.0	6.357271837e-7
174.0	1.761966059e-6	1.7162727e-6	1.019642072e-7	-5.074701119e-7	-2.976945e-6	0.0	6.308421384e-7
175.0	1.741299272e-6	1.723483909e-6	9.922188711e-8	-5.10777444e-7	-3.002767852e-6	0.0	6.260069252e-7
176.0	1.720952327e-6	1.730160161e-6	9.652616925e-8	-5.140218205e-7	-3.025609903e-6	0.0	6.212297995e-7
177.0	1.700937006e-6	1.736300293e-6	9.388042641e-8	-5.171932969e-7	-3.045470659e-6	0.0	6.165178066e-7
178.0	1.681264282e-6	1.741904282e-6	9.128776001e-8	-5.202817039e-7	-3.062357426e-6	0.0	6.118768262e-7
179.0	1.661944353e-6	1.7469732e-6	8.87509995e-8	-5.232767162e-7	-3.076285064e-6	0.0	6.073116232e-7
180.0	1.642986683e-6	1.751509156e-6	8.627270271e-8	-5.261679232e-7	-3.08727571e-6	0.0	6.028259016e-7
181.0	1.624400032e-6	1.755515253e-6	8.385515707e-8	-5.289448979e-7	-3.095358498e-6	0.0	5.984223634e-7
182.0	1.606192493e-6	1.758995537e-6	8.150038183e-8	-5.315972661e-7	-3.100569262e-6	0.0	5.9410277e-7
183.0	1.588371517e-6	1.761954946e-6	7.921013123e-8	-5.341147733e-7	-3.102950225e-6	0.0	5.898680068e-7
184.0	1.570943944e-6	1.764399263e-6	7.698589869e-8	-5.364873504e-7	-3.102549682e-6	0.0	5.857181493e-7
185.0	1.553916029e-6	1.766335072e-6	7.482892192e-8	-5.387051769e-7	-3.099421678e-6	0.0	5.816525313e-7
186.0	1.537293461e-6	1.767769704e-6	7.274018901e-8	-5.407587415e-7	-3.09362567e-6	0.0	5.776698136e-7
187.0	1.521081391e-6	1.768711198e-6	7.072044546e-8	-5.426389001e-7	-3.085226199e-6	0.0	5.737680531e-7
188.0	1.505284443e-6	1.769168255e-6	6.877020209e-8	-5.443369299e-7	-3.074292542e-6	0.0	5.69944772e-7
189.0	1.489906743e-6	1.769150192e-6	6.688974377e-8	-5.458445805e-7	-3.060898376e-6	0.0	5.661970263e-7
190.0	1.474951922e-6	1.7686669e-6	6.507913899e-8	-5.47154121e-7	-3.045121436e-6	0.0	5.625214735e-7
191.0	1.460423142e-6	1.767728805e-6	6.33382501e-8	-5.482583831e-7	-3.027043171e-6	0.0	5.589144381e-7
192.0	1.4463231e-6	1.766346825e-6	6.166674426e-8	-5.491508005e-7	-3.006748408e-6	0.0	5.553719766e-7
193.0	1.432654044e-6	1.76453233e-6	6.006410493e-8	-5.498254432e-7	-2.984325013e-6	0.0	5.518899387e-7
194.0	1.419417781e-6	1.762297108e-6	5.852964392e-8	-5.502770482e-7	-2.959863564e-6	0.0	5.484640278e-7
195.0	1.406615687e-6	1.759653325e-6	5.706251382e-8	-5.505010456e-7	-2.933457021e-6	0.0	5.450898568e-7
196.0	1.394248713e-6	1.756613487e-6	5.566172077e-8	-5.504935799e-7	-2.905200406e-6	0.0	5.417630029e-7
197.0	1.382317394e-6	1.753190411e-6	5.432613753e-8	-5.502515275e-7	-2.875190491e-6	0.0	5.384790575e-7
198.0	1.370821851e-6	1.749397188e-6	5.305451665e-8	-5.497725094e-7	-2.843525494e-6	0.0	5.352336736e-7
199.0	1.3597618e-6	1.74524715e-6	5.184550377e-8	-5.490548994e-7	-2.810304778e-6	0.0	5.320226097e-7
200.0	1.349136555e-6	1.74075384e-6	5.069765085e-8	-5.480978288e-7	-2.775628563e-6	0.0	5.288417693e-7
201.0	1.338945031e-6	1.735930984e-6	4.960942936e-8	-5.46901186e-7	-2.739597655e-6	0.0	5.256872378e-7
202.0	1.329185749e-6	1.730792456e-6	4.857924323e-8	-5.454656131e-7	-2.702313166e-6	0.0	5.225553145e-7
203.0	1.31985684e-6	1.725352256e-6	4.760544161e-8	-5.437924979e-7	-2.663876266e-6	0.0	5.194425417e-7
204.0	1.310956044e-6	1.719624482e-6	4.66863312e-8	-5.418839628e-7	-2.624387929e-6	0.0	5.163457295e-7
205.0	1.302480718e-6	1.713623301e-6	4.582018826e-8	-5.397428497e-7	-2.583948702e-6	0.0	5.132619769e-7
206.0	1.294427837e-6	1.707362925e-6	4.500527003e-8	-5.373727022e-7	-2.542658475e-6	0.0	5.101886895e-7
207.0	1.286793996e-6	1.70085759e-6	4.423982578e-8	-5.347777447e-7	-2.500616271e-6	0.0	5.071235932e-7
208.0	1.279575416e-6	1.69412153e-6	4.352210704e-8	-5.319628579e-7	-2.457920043e-6	0.0	5.040647447e-7
209.0	1.272767943e-6	1.687168955e-6	4.28503774e-8	-5.28933553e-7	-2.41466648e-6	0.0	5.010105385e-7
210.0	1.26636706e-6	1.680014031e-6	4.222292149e-8	-5.256959425e-7	-2.370950835e-6	0.0	4.979597104e-7
211.0	1.26036788e-6	1.672670858e-6	4.163805328e-8	-5.222567095e-7	-2.32686675e-6	0.0	4.949113384e-7
212.0	1.254765162e-6	1.665153453e-6	4.10941236e-8	-5.186230746e-7	-2.282506101e-6	0.0	4.918648402e-7
213.0	1.249553307e-6	1.657475727e-6	4.058952697e-8	-5.148027621e-7	-2.237958858e-6	0.0	4.888199683e-7
