0.0	1.001989288	0.0
0.25	0.9160335849	-0.1040474764
0.5	0.7398555536	-0.1481959338
0.75	0.5406717534	-0.152529568
1.0	0.3555471225	-0.133787927
1.25	0.2045794733	-0.1042356993
1.5	0.09437224204	-0.07225301555
1.75	0.02408395823	-0.04305563589
2.0	-0.01264121518	-0.01970744568
2.25	-0.0244799428	-0.00363450013
2.5	-0.02095190237	0.005190911709
2.75	-0.01081274937	0.007878849378
3.0	-0.0007987385634	0.006187492364
3.25	0.004874446561	0.002288700478
3.5	0.004981939647	-0.001452948116
3.75	0.001060827595	-0.003251106632
4.0	-0.003426339902	-0.002011162179
4.25	-0.004240201119	0.002422540791
4.5	0.002410288954	0.009210162534
4.75	0.01871662798	0.01678004494
5.0	0.04449269499	0.02325250468
5.25	0.07712950419	0.02674892002
5.5	0.1117865326	0.02615308007
5.75	0.1429619991	0.02114499882
6.0	0.1649768267	0.01233412528
6.25	0.1740456247	0.001439986786
6.5	0.1685556423	-0.009630129769
6.75	0.1498063012	-0.01869796053
7.0	0.1214541735	-0.02425831517
7.25	0.08876751141	-0.02556374664
7.5	0.05715045464	-0.02294554579
7.75	0.03113380333	-0.01754412344
8.0	0.01316586424	-0.01110850268
8.25	0.003397228008	-0.005360274092
8.5	-8.309358327e-5	-0.001530742998
8.75	-0.0002496527164	3.287319293e-5
9.0	0.0001023349105	5.593545847e-6
9.25	-0.0002758203471	9.440382216e-7
9.5	-0.0001275135941	0.002103672601
9.75	0.004568921794	0.008284119851
10.0	0.02005838559	0.01977811661
10.25	0.05352427466	0.03660315547
10.5	0.1112321954	0.05728447258
10.75	0.196693112	0.07897130424
11.0	0.3089877121	0.09787984575
11.25	0.4421360867	0.1101016424
11.5	0.5852812893	0.1122519944
11.75	0.7240163245	0.1024426751
12.0	0.8425997873	0.08057590598
12.25	0.9265202591	0.0487126363
12.5	0.9650242929	0.01057309311
12.75	0.9530736117	-0.0289345061
13.0	0.8922870226	-0.06469632288
13.25	0.7905116111	-0.09221494064
13.5	0.6605891063	-0.1085344167
13.75	0.5179116137	-0.1125951217
14.0	0.3779323088	-0.1053724947
14.25	0.2535575988	-0.08956214702
14.5	0.1534848786	-0.06885869345
14.75	0.08124855204	-0.04726935758
15.0	0.03551444968	-0.02815845712
