# (1)t	(2)P_1	(3)P_2	(4)trace	(5)purity	(6)vonNeumann_entropy	(7)P_1 std	(8)P_2 std	(9)trace std	(10)purity std	(11)vonNeumann_entropy std
62.0	-7.229080748000001e-19	4.350598455e-19	-2.878482293e-19	-4.0288910820000003e-20	3.79791994e-18	2.297215652e-18	1.8560620929999998e-18	2.449574962e-18	2.6461503249999998e-18	8.340363244e-18
64.0	-9.290606970000001e-19	5.331027841e-19	-3.959579129e-19	-5.548629353e-19	5.867648861e-19	2.408186049e-18	1.618779205e-18	2.327775473e-18	2.600383007e-18	8.024467848e-18
66.0	-1.117226742e-18	6.673379906e-19	-4.498887517e-19	-2.014085799e-19	-1.766173161e-17	2.30034754e-18	1.353039257e-18	2.133580996e-18	2.357766394e-18	3.4390470939999997e-17
68.0	-1.21522251e-18	7.256696275e-19	-4.895528827e-19	-2.449825425e-19	3.163133018e-18	2.086639892e-18	1.284761597e-18	2.030388029e-18	2.071368977e-18	1.258381171e-17
70.0	-1.143826417e-18	6.860165937000001e-19	-4.578098235e-19	-3.274499205e-19	8.752651827e-18	1.905816929e-18	1.386057709e-18	2.080567455e-18	2.165120673e-18	2.2874325929999997e-17
72.0	-1.04134704e-18	5.164300643e-19	-5.249169753000001e-19	-1.0659368580000001e-19	1.724268154e-18	1.795505855e-18	1.4744928939999999e-18	2.088789777e-18	1.894247323e-18	8.01330672e-18
74.0	-8.957410456e-19	2.977189767e-19	-5.9802206890000005e-19	-6.643329703e-19	6.327042562e-18	1.800746987e-18	1.711734462e-18	2.038880713e-18	2.195025429e-18	1.5072109449999998e-17
76.0	-5.960005979e-19	1.6444861480000002e-20	-5.795557364000001e-19	-5.32181877e-19	3.944324885e-18	1.999840436e-18	1.935838395e-18	2.012971778e-18	2.017909432e-18	1.633605809e-17
78.0	-2.971305313e-19	-1.4940357690000002e-19	-4.465341082e-19	-3.650557944e-19	5.463335916e-18	2.2570076049999998e-18	2.05684614e-18	1.941448916e-18	2.127740485e-18	2.0286695289999998e-17
80.0	-4.3368207950000004e-20	-2.638518927e-19	-3.072201006e-19	-4.226082093e-20	-1.194379154e-17	2.530673511e-18	2.100083077e-18	1.853259062e-18	1.704303217e-18	3.129547266e-17
82.0	2.421775856e-19	-2.853431762e-19	-4.316559054e-20	-1.489925439e-19	-2.887482912e-18	2.570809371e-18	2.080969865e-18	1.680827375e-18	1.818949673e-18	5.392869848e-18
84.0	5.551236516000001e-19	-2.328583312e-19	3.222653204e-19	3.0145051240000003e-19	-1.457273249e-18	2.5563593699999998e-18	1.847170231e-18	1.636928544e-18	1.580141995e-18	8.557007757999999e-18
86.0	8.479276562e-19	-1.2965281870000001e-19	7.182748375e-19	6.752976931000001e-19	-2.047020869e-18	2.494068696e-18	1.511259273e-18	1.732121514e-18	1.620786781e-18	9.401354891e-18
88.0	1.15924139e-18	4.3054977480000006e-20	1.202296367e-18	1.122765616e-18	-8.936973731e-18	2.4944397689999998e-18	1.206108412e-18	2.040340894e-18	1.942888967e-18	1.415742908e-17
90.0	1.384832664e-18	1.011717407e-19	1.486004404e-18	1.166458005e-18	3.752503378e-18	2.483204598e-18	9.88895274e-19	2.4069457109999998e-18	1.968459448e-18	1.50995231e-17
92.0	1.522922821e-18	9.842024614000001e-20	1.6213430669999999e-18	1.5542005199999999e-18	-2.537856826e-18	2.408418663e-18	9.095313733e-19	2.640179468e-18	2.4321097919999998e-18	2.157115076e-17
94.0	1.493230456e-18	5.2614102930000005e-20	1.545844559e-18	1.383532191e-18	-1.428482009e-17	2.17325403e-18	1.034092255e-18	2.637482525e-18	2.495614609e-18	2.631556328e-17
96.0	1.275608175e-18	-1.054632859e-19	1.1701448889999999e-18	1.094637592e-18	1.202538796e-19	1.861138532e-18	1.370444708e-18	2.521183601e-18	2.5262255149999998e-18	2.930255816e-17
98.0	1.035931294e-18	-2.326644399e-19	8.032668541000001e-19	5.95964001e-19	1.036398687e-18	1.64399523e-18	1.7949776659999998e-18	2.414155726e-18	2.323117667e-18	1.056146809e-17
100.0	7.800449911e-19	-3.775548598e-19	4.0249013130000004e-19	4.575712967e-19	4.602284521e-18	1.36817384e-18	2.224009867e-18	2.391116805e-18	2.592798049e-18	1.034287762e-17
102.0	5.093508395000001e-19	-5.698609956000001e-19	-6.051015611000001e-20	-1.840656472e-19	3.245590677e-18	1.243124389e-18	2.546978996e-18	2.597061849e-18	2.771137135e-18	2.169293917e-17
104.0	2.664652031e-19	-7.028364952e-19	-4.363712921e-19	-5.6650272e-19	1.264781952e-17	1.177256905e-18	2.67981043e-18	2.806187615e-18	2.86656925e-18	3.05531288e-17
106.0	-2.046655959e-21	-8.115959957e-19	-8.1364265160000005e-19	-9.908409675e-19	3.159509167e-18	1.274569802e-18	2.690957123e-18	2.985051609e-18	3.279596677e-18	3.178718546e-17
108.0	-1.836516059e-19	-9.457485475e-19	-1.129400153e-18	-1.21630989e-18	7.016814756e-18	1.349689704e-18	2.6443697e-18	2.991940421e-18	3.466691879e-18	2.4823432719999998e-17
110.0	-2.500027821e-19	-9.456808797e-19	-1.195683662e-18	-1.363417587e-18	8.512722489e-18	1.65952395e-18	2.556217295e-18	2.983000205e-18	3.125971897e-18	3.069955307e-17
112.0	-2.9452545210000003e-19	-9.415849696e-19	-1.236110422e-18	-1.410888081e-18	1.7217213919999998e-17	1.983105123e-18	2.468311534e-18	3.142884981e-18	3.27402045e-18	2.3264839349999998e-17
114.0	-2.9123487320000003e-19	-7.758376537e-19	-1.067072527e-18	-1.044804563e-18	1.060303035e-17	2.294088246e-18	2.378984635e-18	3.3173301389999998e-18	3.461565452e-18	1.449368301e-17
116.0	-1.8767132440000002e-19	-5.090682892e-19	-6.967396136000001e-19	-5.503494325000001e-19	1.0901568e-17	2.483385411e-18	2.353691896e-18	3.152140386e-18	3.236522394e-18	2.457243922e-17
118.0	-6.493186723000001e-20	-2.986326676e-19	-3.635645349e-19	-4.0122020140000003e-19	1.4979656609999998e-17	2.52220144e-18	2.485475985e-18	2.762154756e-18	2.919887343e-18	2.7715672869999997e-17
120.0	6.645282167e-20	-5.3144066990000007e-20	1.330875468e-20	-1.689371345e-19	1.989869662e-18	2.377824146e-18	2.672797636e-18	2.186108607e-18	2.183163781e-18	1.161799452e-17
122.0	2.699324654e-19	2.102429728e-19	4.801754382e-19	5.847731363e-19	-2.02999278e-18	2.31043687e-18	2.773982634e-18	1.96347469e-18	1.8056874119999998e-18	2.4511571989999998e-17
124.0	4.628711151e-19	4.536122374e-19	9.164833525e-19	9.414334590000001e-19	6.996573327999999e-18	2.474563176e-18	2.634561019e-18	2.2856573639999998e-18	2.219619791e-18	1.851108424e-17
126.0	4.900830966e-19	5.422432882000001e-19	1.032326385e-18	9.710425945000001e-19	-6.683929337e-18	2.796237144e-18	2.341735067e-18	2.816509448e-18	2.830847232e-18	1.966346459e-17
128.0	3.4354136460000003e-19	5.0332029260000005e-19	8.468616572000001e-19	7.348206696e-19	2.090877291e-18	3.13328276e-18	2.051357282e-18	3.291860293e-18	3.268990593e-18	1.923409968e-17
130.0	7.087957579e-20	3.561782536e-19	4.2705782940000003e-19	4.978789473e-19	7.451059582e-18	3.477833635e-18	2.124010315e-18	3.789891256e-18	3.537831149e-18	1.377760722e-17
132.0	-2.046257882e-19	1.199121883e-19	-8.471359992e-20	-1.1812040090000001e-19	-5.956172806e-18	3.757134393e-18	2.471717107e-18	4.096437353e-18	3.855369211e-18	2.226330459e-17
134.0	-4.232640955e-19	-1.014153154e-19	-5.246794110000001e-19	-5.849213217e-19	-1.228577539e-17	4.130692076e-18	2.80800005e-18	4.361657699e-18	4.3138409659999996e-18	2.6803518649999998e-17
136.0	-5.548725196e-19	-3.6739591920000003e-19	-9.222684388e-19	-9.470606691e-19	1.498885756e-17	4.31971686e-18	2.96912287e-18	4.573811027e-18	4.51002069e-18	2.8952539459999996e-17
138.0	-5.790722065e-19	-6.27146304e-19	-1.2062185099999999e-18	-1.312519109e-18	-4.360779065e-18	4.266086987e-18	2.94189384e-18	4.712638721e-18	4.6400355419999996e-18	2.677811904e-17
140.0	-4.413377955000001e-19	-8.312975033e-19	-1.272635299e-18	-1.218164741e-18	-9.632196471e-18	3.94942147e-18	2.949938273e-18	4.730770563e-18	4.830150151e-18	3.0550161699999997e-17
142.0	-1.570470829e-19	-8.072527041e-19	-9.642997871e-19	-1.0690547779999999e-18	-1.829037751e-18	3.633551155e-18	2.886608165e-18	4.466866407e-18	4.491612595e-18	8.869047170999999e-18
144.0	1.615429278e-19	-5.969501228e-19	-4.354071949e-19	-5.680758431000001e-19	-3.810364562e-18	3.479697746e-18	2.894934217e-18	4.112606007e-18	4.155838307e-18	1.450947873e-17
146.0	5.05633028e-19	-3.704171934e-19	1.352158346e-19	-6.051992901000001e-20	-3.586694814e-18	3.33387815e-18	2.901228314e-18	3.57302682e-18	3.647196955e-18	5.736970259e-18
148.0	7.931501328e-19	-1.0589836690000001e-19	6.872517659e-19	4.391315486e-19	1.073509274e-17	3.187962521e-18	2.909504155e-18	2.994665685e-18	3.107312378e-18	2.1863349899999998e-17
150.0	9.308927266e-19	8.226037621000001e-20	1.013153103e-18	6.46204264e-19	1.054239953e-17	3.041967965e-18	2.682526344e-18	2.496178349e-18	2.48305002e-18	3.8132427359999996e-17
152.0	9.562423989e-19	1.881045614e-19	1.14434696e-18	7.367558525e-19	-4.878997721e-18	2.870365297e-18	2.441855405e-18	2.2993157499999998e-18	2.286414239e-18	1.3123122679999999e-17
154.0	1.004220421e-18	2.251231484e-19	1.22934357e-18	9.878501917e-19	1.230403844e-17	2.659932804e-18	2.26660954e-18	2.433095314e-18	2.46716104e-18	2.848701361e-17
156.0	9.625610156e-19	1.442200536e-19	1.106781069e-18	9.518639436000001e-19	-1.613492232e-18	2.472212908e-18	2.122044318e-18	2.627687768e-18	2.681344565e-18	1.740830802e-17
158.0	7.762717611000001e-19	-2.637047565e-20	7.499012855e-19	7.274205542e-19	1.695910481e-18	2.496397431e-18	2.065857084e-18	2.865616356e-18	2.814733654e-18	1.14146512e-17
160.0	4.958951057e-19	-3.561493906e-19	1.397457151e-19	4.5244440040000007e-20	7.824427917e-18	2.8943503199999998e-18	2.009185702e-18	3.372131016e-18	3.409319706e-18	2.645749866e-17
162.0	1.631984578e-19	-7.986004507e-19	-6.354019929e-19	-7.189053242e-19	6.7871377869999996e-18	3.5048402479999996e-18	2.075567026e-18	4.010812613e-18	3.914070496e-18	2.1905032149999998e-17
164.0	-1.40868774e-19	-1.204585915e-18	-1.3454546889999999e-18	-1.32551159e-18	-1.210316369e-18	4.054630322e-18	2.113602419e-18	4.486889917e-18	4.321193355e-18	7.519134318e-18
166.0	-2.760801889e-19	-1.551413235e-18	-1.827493424e-18	-1.809531176e-18	2.684045281e-18	4.307880646e-18	2.17105378e-18	4.642572032e-18	4.457117733e-18	8.747396248e-18
168.0	-4.435506649e-19	-1.853578488e-18	-2.297129153e-18	-2.406853176e-18	-4.476763774e-18	4.241712743e-18	2.344359505e-18	4.554427731e-18	4.49615738e-18	2.516343319e-17
170.0	-6.560300886000001e-19	-2.024097237e-18	-2.680127326e-18	-2.705781168e-18	-6.835062258e-18	3.807524611e-18	2.704285186e-18	4.301594513e-18	4.18335779e-18	1.893390269e-17
172.0	-6.381250864e-19	-2.184598537e-18	-2.822723624e-18	-2.877163277e-18	-1.200857454e-17	3.241485342e-18	3.180518335e-18	4.305593398e-18	4.14961276e-18	2.825522352e-17
174.0	-3.1087360970000003e-19	-2.250296134e-18	-2.561169743e-18	-2.529324211e-18	-5.0711190180000004e-20	2.686440986e-18	3.459996198e-18	4.449996418e-18	4.333465926e-18	5.044205836e-18
176.0	1.851915422e-19	-2.219369418e-18	-2.034177876e-18	-1.920913489e-18	5.161349409e-18	2.383026761e-18	3.38610753e-18	4.618152683e-18	4.473146576e-18	2.289802588e-17
178.0	7.19867759e-19	-1.914437429e-18	-1.19456967e-18	-1.385491407e-18	3.665922062e-18	2.2594480929999998e-18	3.211062107e-18	4.663304202e-18	4.814836065e-18	2.06168235e-17
180.0	1.104464143e-18	-1.42226017e-18	-3.177960262e-19	-3.718446118e-19	-8.033326975e-19	2.333049292e-18	2.958720393e-18	4.656477163e-18	4.59721734e-18	7.20150145e-18
182.0	1.261034162e-18	-7.478301016e-19	5.132040602e-19	4.993641272e-19	-2.662016877e-19	2.741471906e-18	2.600153632e-18	4.815365541e-18	4.847157622e-18	4.203933456e-18
184.0	1.285956557e-18	2.438386582e-22	1.286200396e-18	1.114526913e-18	6.390651048e-18	3.164804509e-18	2.335953177e-18	5.144428159e-18	5.114632803e-18	2.807009291e-17
186.0	1.2493799109999999e-18	6.146679380000001e-19	1.864047849e-18	1.662751204e-18	-5.61541667e-18	3.582262601e-18	2.403432063e-18	5.647948287e-18	5.602570909e-18	1.0344452319999999e-17
188.0	1.186754296e-18	1.005180485e-18	2.19193478e-18	2.12723186e-18	2.290678362e-18	3.740818265e-18	2.870359388e-18	6.128156779e-18	5.95535599e-18	4.703526908e-18
190.0	1.050817728e-18	1.167189206e-18	2.218006934e-18	2.073671542e-18	-1.292661248e-17	3.623028439e-18	3.616273922e-18	6.4939192059999996e-18	6.503948618e-18	2.078989811e-17
192.0	9.333549816e-19	1.059499018e-18	1.992853999e-18	1.937255499e-18	1.308474988e-18	3.419642065e-18	4.306490502e-18	6.7239686409999996e-18	6.842820151e-18	1.1920776359999999e-17
194.0	7.924557316e-19	9.096754408e-19	1.702131172e-18	1.844287504e-18	-3.297596986e-18	3.067211766e-18	4.944576249e-18	6.970478251e-18	7.207170587e-18	1.713146414e-17
196.0	6.831433998e-19	7.266793559e-19	1.409822756e-18	1.400327521e-18	6.777374808e-18	2.781276232e-18	5.368903356e-18	7.251493434e-18	7.625593412e-18	1.3444934109999999e-17
198.0	5.253744788e-19	6.430388672000001e-19	1.168413346e-18	1.11901321e-18	6.082948761e-18	2.639406423e-18	5.566438652e-18	7.480704918e-18	7.823284337e-18	1.1431930589999999e-17
200.0	3.430382735e-19	6.910761592e-19	1.034114433e-18	1.020387411e-18	5.97960855e-18	2.790444789e-18	5.4565033e-18	7.371276292e-18	7.640971693e-18	1.7232045199999998e-17
